dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl1000_mr075_nv10_17,0.809,0.535,0.644,0.782,0.606,0.683,0.811,0.606,0.694,0.763,0.634,0.692
SEIR01_sl1000_mr025_nv10_13,0.944,0.85,0.895,0.824,0.7,0.757,0.778,0.7,0.737,0.857,0.9,0.878
SIR01_sl1000_mr15_nv20_12,0.778,0.467,0.583,0.9,0.6,0.72,0.818,0.6,0.692,0.727,0.533,0.615
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.733,0.786,0.759,0.733,0.786,0.759,0.733,0.786,0.759
SIR003_sl1000_mr05_nv5_18,0.8,0.5,0.615,0.75,0.75,0.75,0.765,0.812,0.788,0.75,0.75,0.75
SIR01_sl500_mr15_nv10_14,0.667,0.513,0.58,0.71,0.564,0.629,0.69,0.513,0.588,0.636,0.538,0.583
SIR003_sl500_mr05_nv10_6,0.533,0.381,0.444,0.65,0.619,0.634,0.684,0.619,0.65,0.571,0.571,0.571
SIR01_sl1000_mr075_nv10_7,0.917,0.917,0.917,0.913,0.875,0.894,0.909,0.833,0.87,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_20,0.977,0.808,0.884,0.92,0.885,0.902,0.959,0.904,0.931,0.906,0.923,0.914
SIR003_sl250_mr05_nv10_4,1,0.25,0.4,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_3,0.929,0.619,0.743,0.895,0.81,0.85,0.8,0.762,0.78,0.81,0.81,0.81
SIR003_sl1000_mr05_nv5_19,0.682,0.441,0.536,0.71,0.647,0.677,0.7,0.618,0.656,0.514,0.529,0.522
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.893,0.758,0.82,0.897,0.788,0.839,0.886,0.939,0.912
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SEIR015_sl250_mr025_nv10_5,1,0.125,0.222,0.625,0.625,0.625,0.6,0.75,0.667,0.667,0.75,0.706
SIR01_sl500_mr15_nv10_18,0.857,0.48,0.615,0.8,0.64,0.711,0.789,0.6,0.682,0.778,0.56,0.651
SIR01_sl1000_mr3_nv10_5,0.857,0.643,0.735,0.8,0.714,0.755,0.8,0.714,0.755,0.75,0.75,0.75
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,0.905,0.613,0.731,0.826,0.613,0.704,0.875,0.677,0.764
SIR003_sl500_mr05_nv10_10,0.667,0.41,0.508,0.781,0.641,0.704,0.733,0.564,0.638,0.679,0.487,0.567
SEIR015_sl1000_mr025_nv20_11,1,0.692,0.818,0.833,0.769,0.8,0.833,0.769,0.8,0.857,0.923,0.889
SEIR015_sl250_mr025_nv10_6,0.923,0.343,0.5,0.6,0.514,0.554,0.559,0.543,0.551,0.657,0.657,0.657
SIR003_sl1000_mr05_nv20_3,1,0.615,0.762,1,0.769,0.87,0.909,0.769,0.833,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,0.857,0.8,0.828,0.812,0.867,0.839,0.933,0.933,0.933
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,0.9,1,0.947,0.818,1,0.9,0.889,0.889,0.889
SIR01_sl1000_mr15_nv5_12,0.8,0.522,0.632,0.706,0.522,0.6,0.722,0.565,0.634,0.762,0.696,0.727
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,0.667,0.8,0.727,0.7,0.7,0.7,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_17,0.829,0.756,0.791,0.868,0.733,0.795,0.872,0.756,0.81,0.818,0.8,0.809
SIR01_sl1000_mr15_nv10_20,0.75,0.667,0.706,0.7,0.778,0.737,0.7,0.778,0.737,0.778,0.778,0.778
SIR003_sl500_mr05_nv10_12,0.65,0.5,0.565,0.792,0.731,0.76,0.773,0.654,0.708,0.607,0.654,0.63
SEIR015_sl1000_mr025_nv5_14,1,0.467,0.636,0.647,0.733,0.688,0.667,0.8,0.727,0.765,0.867,0.812
SIR01_sl1000_mr3_nv10_13,0.846,0.611,0.71,0.929,0.722,0.813,0.923,0.667,0.774,0.71,0.611,0.657
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,0.875,0.636,0.737,0.889,0.727,0.8,0.833,0.909,0.87
SEIR015_sl250_mr025_nv10_4,0.7,0.28,0.4,0.769,0.8,0.784,0.741,0.8,0.769,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv20_6,0.895,0.447,0.596,0.816,0.816,0.816,0.825,0.868,0.846,0.842,0.842,0.842
SEIR015_sl1000_mr05_nv10_14,0.943,0.717,0.815,0.771,0.587,0.667,0.818,0.587,0.684,0.9,0.783,0.837
SEIR01_sl250_mr025_nv10_5,0.909,0.244,0.385,0.743,0.634,0.684,0.703,0.634,0.667,0.706,0.585,0.64
SIR003_sl1000_mr05_nv20_4,0.917,0.688,0.786,0.909,0.938,0.923,0.882,0.938,0.909,0.9,0.844,0.871
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.5,0.8,0.615,0.429,0.6,0.5,0.429,0.6,0.5
SIR003_sl1000_mr05_nv5_9,0.846,0.458,0.595,0.714,0.625,0.667,0.682,0.625,0.652,0.714,0.625,0.667
SEIR015_sl250_mr025_nv10_16,0,0,0,0.533,0.296,0.381,0.526,0.37,0.435,0.727,0.593,0.653
SEIR015_sl250_mr025_nv10_18,0,0,0,0.375,0.273,0.316,0.3,0.273,0.286,0.667,0.545,0.6
SEIR015_sl1000_mr025_nv5_5,0.778,0.333,0.467,0.75,0.571,0.649,0.714,0.476,0.571,0.833,0.476,0.606
SEIR015_sl1000_mr025_nv20_7,0.935,0.806,0.866,1,0.889,0.941,0.97,0.889,0.928,0.919,0.944,0.932
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,0.857,1,0.923,0.857,1,0.923,0.857,1,0.923
SEIR01_sl250_mr025_nv10_17,1,0.125,0.222,0.5,0.625,0.556,0.385,0.625,0.476,0.5,0.625,0.556
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.5,0.375,0.429,0.5,0.375,0.429,0.375,0.375,0.375
SIR01_sl500_mr15_nv10_5,0.906,0.558,0.69,0.894,0.808,0.848,0.884,0.731,0.8,0.822,0.712,0.763
SEIR01_sl1000_mr025_nv5_20,0.941,0.667,0.78,0.773,0.708,0.739,0.8,0.667,0.727,0.889,0.667,0.762
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333
SEIR015_sl500_mr025_nv10_7,0.935,0.468,0.624,0.796,0.629,0.703,0.82,0.661,0.732,0.906,0.774,0.835
SEIR015_sl1000_mr025_nv5_18,0.923,0.655,0.766,0.773,0.618,0.687,0.829,0.618,0.708,0.84,0.764,0.8
SIR01_sl1000_mr3_nv10_15,1,0.333,0.5,0.75,0.667,0.706,0.833,0.556,0.667,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_10,0.8,0.211,0.333,0.588,0.526,0.556,0.6,0.632,0.615,0.588,0.526,0.556
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,1,0.778,0.875,1,0.778,0.875,1,0.778,0.875
SIR003_sl250_mr05_nv10_8,1,0.412,0.583,0.9,0.529,0.667,0.75,0.529,0.621,0.818,0.529,0.643
SEIR015_sl250_mr025_nv10_12,1,0.14,0.245,0.622,0.651,0.636,0.646,0.721,0.681,0.707,0.674,0.69
SIR01_sl500_mr15_nv10_2,0.818,0.429,0.562,0.818,0.857,0.837,0.75,0.857,0.8,0.714,0.714,0.714
SIR003_sl1000_mr05_nv5_20,0.75,0.462,0.571,0.786,0.846,0.815,0.769,0.769,0.769,0.833,0.769,0.8
SIR003_sl500_mr05_nv10_8,0.778,0.467,0.583,0.714,0.667,0.69,0.733,0.733,0.733,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_7,1,0.786,0.88,0.889,0.857,0.873,0.889,0.857,0.873,0.923,0.857,0.889
SIR01_sl500_mr15_nv10_8,1,0.25,0.4,0.75,0.375,0.5,0.75,0.375,0.5,0.75,0.375,0.5
SEIR01_sl1000_mr025_nv5_13,1,0.667,0.8,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917
SEIR01_sl250_mr025_nv10_20,0.625,0.278,0.385,0.722,0.722,0.722,0.684,0.722,0.703,0.684,0.722,0.703
SEIR01_sl1000_mr025_nv20_13,0.88,0.759,0.815,0.927,0.879,0.903,0.893,0.862,0.877,0.864,0.879,0.872
SIR003_sl1000_mr05_nv10_13,0.83,0.696,0.757,0.878,0.768,0.819,0.86,0.768,0.811,0.774,0.732,0.752
SEIR015_sl500_mr025_nv10_3,0.9,0.486,0.632,0.769,0.541,0.635,0.833,0.541,0.656,0.935,0.784,0.853
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,0.9,0.75,0.818,0.9,0.75,0.818,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_14,0.969,0.795,0.873,0.906,0.744,0.817,0.879,0.744,0.806,0.943,0.846,0.892
SIR01_sl250_mr15_nv10_6,0.8,0.186,0.302,0.636,0.326,0.431,0.583,0.326,0.418,0.632,0.279,0.387
SIR01_sl250_mr15_nv10_14,1,0.4,0.571,0.643,0.6,0.621,0.625,0.667,0.645,0.643,0.6,0.621
SIR003_sl1000_mr05_nv10_7,0.905,0.826,0.864,0.8,0.87,0.833,0.8,0.87,0.833,0.87,0.87,0.87
SIR01_sl250_mr15_nv10_20,0.5,0.143,0.222,0.571,0.571,0.571,0.5,0.571,0.533,0.5,0.571,0.533
SIR01_sl1000_mr3_nv10_3,0.765,0.65,0.703,0.895,0.85,0.872,0.789,0.75,0.769,0.7,0.7,0.7
SEIR015_sl250_mr025_nv10_14,1,0.08,0.148,0.56,0.56,0.56,0.464,0.52,0.491,0.636,0.56,0.596
SIR003_sl1000_mr05_nv5_6,0.571,0.364,0.444,1,0.364,0.533,0.8,0.364,0.5,0.556,0.455,0.5
SIR01_sl500_mr15_nv10_4,0.833,0.612,0.706,0.773,0.694,0.731,0.814,0.714,0.761,0.854,0.714,0.778
SIR01_sl1000_mr15_nv10_11,1,0.417,0.588,0.875,0.583,0.7,0.875,0.583,0.7,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_14,1,0.673,0.805,0.917,0.846,0.88,0.9,0.865,0.882,0.92,0.885,0.902
SEIR01_sl1000_mr05_nv10_13,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_11,0.733,0.629,0.677,0.7,0.6,0.646,0.724,0.6,0.656,0.676,0.657,0.667
SEIR01_sl250_mr025_nv10_16,0.867,0.283,0.426,0.632,0.522,0.571,0.585,0.522,0.552,0.59,0.5,0.541
SEIR01_sl250_mr025_nv10_2,0.5,0.071,0.125,0.8,0.857,0.828,0.588,0.714,0.645,0.647,0.786,0.71
SEIR01_sl1000_mr0125_nv10_8,0.8,0.667,0.727,0.833,0.833,0.833,0.714,0.833,0.769,0.714,0.833,0.769
SEIR01_sl1000_mr025_nv10_9,0.911,0.872,0.891,0.891,0.872,0.882,0.909,0.851,0.879,0.894,0.894,0.894
SIR003_sl500_mr05_nv10_7,0.714,0.278,0.4,0.625,0.556,0.588,0.588,0.556,0.571,0.6,0.5,0.545
SIR01_sl500_mr15_nv10_12,1,0.167,0.286,0.75,0.5,0.6,0.6,0.5,0.545,0.667,0.333,0.444
SIR01_sl1000_mr3_nv10_19,0.5,0.433,0.464,0.778,0.467,0.583,0.762,0.533,0.627,0.538,0.467,0.5
SIR01_sl1000_mr15_nv5_14,0.812,0.591,0.684,0.833,0.682,0.75,0.789,0.682,0.732,0.739,0.773,0.756
SEIR015_sl1000_mr025_nv5_8,0.941,0.696,0.8,0.895,0.739,0.81,0.842,0.696,0.762,0.8,0.87,0.833
SIR01_sl1000_mr075_nv10_9,0.773,0.63,0.694,0.818,0.667,0.735,0.818,0.667,0.735,0.773,0.63,0.694
SIR003_sl1000_mr05_nv10_5,0.585,0.522,0.552,0.622,0.5,0.554,0.611,0.478,0.537,0.585,0.522,0.552
SIR01_sl1000_mr075_nv10_11,1,0.571,0.727,0.778,1,0.875,0.778,1,0.875,0.75,0.857,0.8
SIR003_sl500_mr05_nv10_14,0.778,0.424,0.549,0.76,0.576,0.655,0.731,0.576,0.644,0.72,0.545,0.621
SEIR01_sl1000_mr0125_nv10_14,0.962,0.833,0.893,0.966,0.933,0.949,0.966,0.933,0.949,0.966,0.933,0.949
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl250_mr15_nv10_3,1,0.214,0.353,0.75,0.643,0.692,0.6,0.643,0.621,0.692,0.643,0.667
SIR01_sl250_mr15_nv10_16,1,0.348,0.516,0.824,0.609,0.7,0.737,0.609,0.667,0.812,0.565,0.667
SIR01_sl1000_mr15_nv10_5,1,0.8,0.889,0.9,0.9,0.9,1,0.8,0.889,0.9,0.9,0.9
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.933,0.596,0.727,0.935,0.617,0.744,0.976,0.851,0.909
SEIR015_sl1000_mr025_nv5_13,1,0.71,0.83,0.92,0.742,0.821,0.923,0.774,0.842,0.931,0.871,0.9
SIR01_sl1000_mr15_nv10_10,0.792,0.594,0.679,0.815,0.688,0.746,0.808,0.656,0.724,0.759,0.688,0.721
SIR01_sl250_mr15_nv10_2,1,0.444,0.615,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv20_15,1,0.417,0.588,1,0.667,0.8,0.944,0.708,0.81,0.952,0.833,0.889
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.864,0.679,0.76,0.886,0.696,0.78,0.889,0.857,0.873
SIR01_sl1000_mr15_nv10_12,0.8,0.5,0.615,0.722,0.542,0.619,0.75,0.5,0.6,0.722,0.542,0.619
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.5,0.375,0.429,0.5,0.375,0.429,0.6,0.375,0.462
SIR01_sl1000_mr15_nv5_20,0.818,0.529,0.643,0.824,0.824,0.824,0.824,0.824,0.824,0.833,0.882,0.857
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.727,1,0.842,0.727,1,0.842,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.917,0.733,0.815,0.917,0.733,0.815,0.906,0.967,0.935
SEIR015_sl1000_mr0125_nv10_16,0.882,0.476,0.619,0.857,0.762,0.807,0.81,0.81,0.81,0.893,0.794,0.84
SIR01_sl1000_mr3_nv10_16,0.92,0.719,0.807,0.893,0.781,0.833,0.862,0.781,0.82,0.926,0.781,0.847
SEIR01_sl1000_mr025_nv5_18,0.897,0.553,0.684,0.925,0.787,0.851,0.907,0.83,0.867,0.913,0.894,0.903
SIR003_sl250_mr05_nv10_11,0.5,0.083,0.143,0.7,0.583,0.636,0.636,0.583,0.609,0.625,0.417,0.5
SIR01_sl1000_mr3_nv10_9,0.895,0.586,0.708,0.895,0.586,0.708,0.895,0.586,0.708,0.895,0.586,0.708
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.6,0.75,0.667,0.6,0.75,0.667,0.667,0.75,0.706
SIR003_sl1000_mr05_nv20_1,0.893,0.714,0.794,0.906,0.829,0.866,0.906,0.829,0.866,0.871,0.771,0.818
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.913,0.913,0.913,0.84,0.913,0.875,0.87,0.87,0.87
SEIR01_sl500_mr025_nv10_6,0.977,0.811,0.887,0.904,0.887,0.895,0.906,0.906,0.906,0.911,0.962,0.936
SIR003_sl1000_mr025_nv10_19,0.75,0.5,0.6,0.72,0.75,0.735,0.75,0.75,0.75,0.68,0.708,0.694
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.733,0.647,0.688,0.733,0.647,0.688,0.75,0.706,0.727
SIR003_sl1000_mr05_nv5_11,0.75,0.532,0.623,0.788,0.661,0.719,0.727,0.645,0.684,0.655,0.581,0.615
SIR01_sl500_mr15_nv10_11,0.909,0.588,0.714,0.778,0.824,0.8,0.789,0.882,0.833,0.722,0.765,0.743
SIR003_sl1000_mr05_nv5_14,0.762,0.552,0.64,0.81,0.586,0.68,0.773,0.586,0.667,0.654,0.586,0.618
SIR003_sl1000_mr025_nv10_2,0.929,0.684,0.788,0.895,0.895,0.895,0.882,0.789,0.833,0.75,0.789,0.769
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.857,0.857,0.857,0.75,0.857,0.8,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_9,0.913,0.344,0.5,0.846,0.721,0.779,0.824,0.689,0.75,0.792,0.689,0.737
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,0.909,1,0.952,1,1,1,0.909,1,0.952
SIR003_sl250_mr05_nv10_19,1,0.08,0.148,0.455,0.2,0.278,0.5,0.2,0.286,0.444,0.16,0.235
SEIR015_sl1000_mr05_nv10_5,1,0.636,0.778,0.8,0.727,0.762,0.692,0.818,0.75,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_2,1,0.6,0.75,0.957,0.88,0.917,1,0.92,0.958,0.958,0.92,0.939
SEIR01_sl1000_mr0125_nv10_4,0.9,0.75,0.818,0.909,0.833,0.87,0.913,0.875,0.894,0.826,0.792,0.809
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.538,0.636,0.583,0.533,0.727,0.615,0.467,0.636,0.538
SEIR015_sl1000_mr025_nv20_16,0.929,0.867,0.897,0.867,0.867,0.867,0.867,0.867,0.867,0.9,0.9,0.9
SIR01_sl500_mr15_nv10_19,0.824,0.519,0.636,0.773,0.63,0.694,0.857,0.667,0.75,0.75,0.667,0.706
SEIR015_sl500_mr025_nv10_1,1,0.6,0.75,0.7,0.7,0.7,0.615,0.8,0.696,0.727,0.8,0.762
SIR003_sl1000_mr025_nv10_12,0.818,0.735,0.774,0.889,0.816,0.851,0.854,0.837,0.845,0.784,0.816,0.8
SIR003_sl1000_mr05_nv5_8,0.8,0.48,0.6,0.929,0.52,0.667,0.875,0.56,0.683,0.636,0.56,0.596
SIR01_sl250_mr15_nv10_19,1,0.714,0.833,0.714,0.714,0.714,0.667,0.857,0.75,0.75,0.857,0.8
SIR003_sl1000_mr05_nv10_4,0.889,0.615,0.727,0.833,0.769,0.8,0.714,0.769,0.741,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_18,0.818,0.692,0.75,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SIR01_sl1000_mr15_nv5_11,0.75,0.333,0.462,0.714,0.556,0.625,0.714,0.556,0.625,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_13,0.8,0.5,0.615,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SEIR01_sl1000_mr0125_nv10_2,1,0.808,0.894,1,0.962,0.98,1,0.962,0.98,1,1,1
SIR01_sl1000_mr15_nv10_14,1,0.75,0.857,0.667,0.75,0.706,0.889,1,0.941,0.889,1,0.941
SIR003_sl500_mr05_nv10_11,0,0,0,0.8,0.667,0.727,0.833,0.833,0.833,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.778,0.7,0.737,0.778,0.7,0.737,0.889,0.8,0.842
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.714,0.625,0.667,0.667,0.75,0.706,0.75,0.75,0.75
SIR003_sl1000_mr1_nv10_6,0.769,0.667,0.714,0.88,0.733,0.8,0.917,0.733,0.815,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_5,1,0.636,0.778,0.889,0.727,0.8,1,0.727,0.842,1,0.636,0.778
SIR01_sl1000_mr15_nv20_19,0.932,0.804,0.863,0.872,0.804,0.837,0.911,0.804,0.854,0.898,0.863,0.88
SEIR01_sl1000_mr05_nv10_17,0.955,0.955,0.955,0.952,0.909,0.93,0.952,0.909,0.93,0.909,0.909,0.909
SIR003_sl1000_mr05_nv5_16,0.667,0.333,0.444,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.923,0.667,0.774,0.944,0.944,0.944,0.944,0.944,0.944,0.895,0.944,0.919
SEIR015_sl1000_mr025_nv10_17,0.9,0.711,0.794,0.875,0.737,0.8,0.875,0.737,0.8,0.892,0.868,0.88
SIR01_sl1000_mr15_nv10_16,1,0.286,0.444,0.75,0.857,0.8,0.667,0.857,0.75,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_18,0.818,0.711,0.761,0.824,0.737,0.778,0.818,0.711,0.761,0.811,0.789,0.8
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.838,0.738,0.785,0.853,0.69,0.763,0.905,0.905,0.905
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.6,0.75,1,0.6,0.75,0.6,0.6,0.6
SEIR015_sl1000_mr05_nv10_16,1,0.659,0.794,0.925,0.902,0.914,0.923,0.878,0.9,0.975,0.951,0.963
SIR01_sl1000_mr15_nv10_7,0.767,0.66,0.71,0.837,0.72,0.774,0.814,0.7,0.753,0.745,0.7,0.722
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.667,0.545,0.6,0.75,0.545,0.632,0.727,0.727,0.727
SIR01_sl1000_mr075_nv10_1,0.87,0.702,0.777,0.906,0.842,0.873,0.855,0.825,0.839,0.828,0.842,0.835
SIR01_sl1000_mr15_nv5_6,0.812,0.565,0.667,0.8,0.522,0.632,0.8,0.522,0.632,0.765,0.565,0.65
SEIR015_sl500_mr025_nv10_10,0.971,0.767,0.857,0.864,0.884,0.874,0.804,0.86,0.831,0.949,0.86,0.902
SEIR01_sl1000_mr025_nv20_1,0.897,0.812,0.852,0.875,0.875,0.875,0.824,0.875,0.848,0.8,0.875,0.836
SEIR015_sl1000_mr025_nv20_9,0.812,0.722,0.765,0.786,0.611,0.688,0.733,0.611,0.667,0.722,0.722,0.722
SEIR01_sl1000_mr025_nv10_14,0.906,0.853,0.879,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
SIR003_sl1000_mr05_nv20_12,0.8,0.655,0.72,0.784,0.727,0.755,0.784,0.727,0.755,0.812,0.709,0.757
SEIR01_sl1000_mr0125_nv10_15,1,0.875,0.933,0.955,0.875,0.913,0.955,0.875,0.913,0.958,0.958,0.958
SEIR015_sl1000_mr025_nv10_9,1,0.875,0.933,0.963,0.929,0.945,0.962,0.893,0.926,0.964,0.964,0.964
SIR01_sl1000_mr15_nv10_4,1,0.5,0.667,0.8,0.5,0.615,0.8,0.5,0.615,0.8,0.5,0.615
SEIR015_sl500_mr025_nv10_12,1,0.623,0.767,0.75,0.623,0.68,0.733,0.623,0.673,0.854,0.774,0.812
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,1,0.4,0.571,1,0.4,0.571,1,0.5,0.667
SEIR01_sl1000_mr05_nv10_7,0.921,0.761,0.833,0.925,0.804,0.86,0.902,0.804,0.851,0.86,0.804,0.831
SIR01_sl1000_mr15_nv10_18,0.807,0.667,0.73,0.912,0.754,0.825,0.879,0.739,0.803,0.791,0.768,0.779
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,1,1,1,1,1,1,1,1
SIR01_sl1000_mr075_nv10_20,0.692,0.6,0.643,0.769,0.667,0.714,0.8,0.667,0.727,0.7,0.7,0.7
