dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl1000_mr05_nv5_17,0.706,0.5,0.585,1,0.333,0.5,1,0.354,0.523,0.638,0.625,0.632
SIR01_sl500_mr15_nv10_7,1,0.571,0.727,0.75,0.429,0.545,0.75,0.429,0.545,0.833,0.714,0.769
SIR01_sl1000_mr075_nv10_18,0.9,0.818,0.857,1,0.727,0.842,1,0.727,0.842,0.9,0.818,0.857
SIR01_sl1000_mr3_nv10_14,0.952,0.714,0.816,1,0.607,0.756,1,0.571,0.727,0.913,0.75,0.824
SIR01_sl500_mr15_nv10_20,1,0.52,0.684,1,0.52,0.684,1,0.52,0.684,0.941,0.64,0.762
SEIR015_sl1000_mr0125_nv10_15,0.964,0.6,0.74,0.875,0.311,0.459,0.857,0.267,0.407,0.93,0.889,0.909
SIR003_sl1000_mr025_nv10_7,0.643,0.562,0.6,0.857,0.375,0.522,0.857,0.375,0.522,0.643,0.562,0.6
SEIR015_sl250_mr025_nv10_9,0.8,0.267,0.4,0.857,0.4,0.545,0.75,0.2,0.316,0.929,0.867,0.897
SEIR015_sl250_mr025_nv10_10,0.818,0.153,0.257,0.68,0.288,0.405,0.737,0.237,0.359,0.833,0.254,0.39
SEIR01_sl1000_mr025_nv10_11,1,0.829,0.906,0.933,0.8,0.862,0.926,0.714,0.806,0.941,0.914,0.928
SIR01_sl1000_mr075_nv10_17,0.809,0.535,0.644,0.969,0.437,0.602,0.969,0.437,0.602,0.796,0.549,0.65
SEIR01_sl1000_mr025_nv10_13,0.944,0.85,0.895,0.667,0.3,0.414,0.667,0.3,0.414,0.857,0.9,0.878
SIR01_sl1000_mr15_nv20_12,0.778,0.467,0.583,1,0.467,0.636,1,0.467,0.636,0.727,0.533,0.615
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.7,0.5,0.583,0.75,0.429,0.545,0.733,0.786,0.759
SIR003_sl1000_mr05_nv5_18,0.8,0.5,0.615,1,0.375,0.545,1,0.375,0.545,0.75,0.75,0.75
SIR01_sl500_mr15_nv10_14,0.667,0.513,0.58,0.895,0.436,0.586,0.889,0.41,0.561,0.656,0.538,0.592
SIR003_sl500_mr05_nv10_6,0.533,0.381,0.444,0.727,0.381,0.5,0.778,0.333,0.467,0.579,0.524,0.55
SIR01_sl1000_mr075_nv10_7,0.917,0.917,0.917,1,0.625,0.769,1,0.625,0.769,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_20,0.977,0.808,0.884,0.975,0.75,0.848,0.974,0.731,0.835,0.96,0.923,0.941
SIR003_sl250_mr05_nv10_4,1,0.25,0.4,0.778,0.583,0.667,0.7,0.583,0.636,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_3,0.929,0.619,0.743,0.889,0.762,0.821,0.882,0.714,0.789,0.85,0.81,0.829
SIR003_sl1000_mr05_nv5_19,0.682,0.441,0.536,0.929,0.382,0.542,0.909,0.294,0.444,0.581,0.529,0.554
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.882,0.455,0.6,0.857,0.364,0.511,0.912,0.939,0.925
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,1,0.571,0.727,1,0.571,0.727,1,0.714,0.833
SEIR015_sl250_mr025_nv10_5,1,0.125,0.222,0.667,0.5,0.571,0.667,0.5,0.571,0.667,0.75,0.706
SIR01_sl500_mr15_nv10_18,0.857,0.48,0.615,0.917,0.44,0.595,0.917,0.44,0.595,0.824,0.56,0.667
SIR01_sl1000_mr3_nv10_5,0.857,0.643,0.735,0.938,0.536,0.682,0.933,0.5,0.651,0.84,0.75,0.792
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,1,0.548,0.708,1,0.548,0.708,1,0.613,0.76
SIR003_sl500_mr05_nv10_10,0.667,0.41,0.508,1,0.41,0.582,1,0.308,0.471,0.679,0.487,0.567
SEIR015_sl1000_mr025_nv20_11,1,0.692,0.818,0.818,0.692,0.75,0.9,0.692,0.783,0.857,0.923,0.889
SEIR015_sl250_mr025_nv10_6,0.923,0.343,0.5,0.591,0.371,0.456,0.688,0.314,0.431,0.636,0.6,0.618
SIR003_sl1000_mr05_nv20_3,1,0.615,0.762,1,0.615,0.762,1,0.615,0.762,1,0.692,0.818
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,1,0.4,0.571,1,0.4,0.571,1,0.8,0.889
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.889,0.889,0.889
SIR01_sl1000_mr15_nv5_12,0.8,0.522,0.632,0.8,0.348,0.485,0.727,0.348,0.471,0.75,0.652,0.698
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,1,0.6,0.75,1,0.6,0.75,0.875,0.7,0.778
SEIR01_sl1000_mr025_nv10_17,0.829,0.756,0.791,0.897,0.578,0.703,0.897,0.578,0.703,0.814,0.778,0.795
SIR01_sl1000_mr15_nv10_20,0.75,0.667,0.706,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl500_mr05_nv10_12,0.65,0.5,0.565,0.812,0.5,0.619,0.733,0.423,0.537,0.607,0.654,0.63
SEIR015_sl1000_mr025_nv5_14,1,0.467,0.636,0.818,0.6,0.692,0.8,0.533,0.64,0.765,0.867,0.812
SIR01_sl1000_mr3_nv10_13,0.846,0.611,0.71,1,0.556,0.714,1,0.556,0.714,0.815,0.611,0.698
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,1,0.182,0.308,1,0.091,0.167,1,0.818,0.9
SEIR015_sl250_mr025_nv10_4,0.7,0.28,0.4,0.905,0.76,0.826,0.9,0.72,0.8,0.833,0.8,0.816
SEIR015_sl1000_mr025_nv20_6,0.895,0.447,0.596,0.821,0.605,0.697,0.84,0.553,0.667,0.842,0.842,0.842
SEIR015_sl1000_mr05_nv10_14,0.943,0.717,0.815,0.824,0.304,0.444,0.867,0.283,0.426,0.9,0.783,0.837
SEIR01_sl250_mr025_nv10_5,0.909,0.244,0.385,0.808,0.512,0.627,0.864,0.463,0.603,0.727,0.585,0.649
SIR003_sl1000_mr05_nv20_4,0.917,0.688,0.786,1,0.594,0.745,1,0.5,0.667,0.926,0.781,0.847
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.75,0.6,0.667,0.75,0.6,0.667,0.6,0.6,0.6
SIR003_sl1000_mr05_nv5_9,0.846,0.458,0.595,0.917,0.458,0.611,0.9,0.375,0.529,0.778,0.583,0.667
SEIR015_sl250_mr025_nv10_16,0,0,0,0.5,0.222,0.308,0.5,0.111,0.182,0.714,0.556,0.625
SEIR015_sl250_mr025_nv10_18,0,0,0,0.333,0.091,0.143,0,0,0,0.75,0.545,0.632
SEIR015_sl1000_mr025_nv5_5,0.778,0.333,0.467,0.75,0.143,0.24,1,0.143,0.25,0.833,0.476,0.606
SEIR015_sl1000_mr025_nv20_7,0.935,0.806,0.866,1,0.75,0.857,1,0.75,0.857,0.943,0.917,0.93
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,1,0.833,0.909,1,0.833,0.909,1,0.833,0.909
SEIR01_sl250_mr025_nv10_17,1,0.125,0.222,0.556,0.625,0.588,0.556,0.625,0.588,0.556,0.625,0.588
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,1,0.375,0.545,1,0.375,0.545,0.429,0.375,0.4
SIR01_sl500_mr15_nv10_5,0.906,0.558,0.69,0.931,0.519,0.667,0.96,0.462,0.623,0.837,0.692,0.758
SEIR01_sl1000_mr025_nv5_20,0.941,0.667,0.78,0.923,0.5,0.649,0.923,0.5,0.649,0.933,0.583,0.718
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333
SEIR015_sl500_mr025_nv10_7,0.935,0.468,0.624,0.886,0.5,0.639,0.862,0.403,0.549,0.904,0.758,0.825
SEIR015_sl1000_mr025_nv5_18,0.923,0.655,0.766,0.824,0.509,0.629,0.905,0.345,0.5,0.848,0.709,0.772
SIR01_sl1000_mr3_nv10_15,1,0.333,0.5,0.8,0.444,0.571,0.8,0.444,0.571,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_10,0.8,0.211,0.333,0.583,0.368,0.452,0.6,0.316,0.414,0.6,0.474,0.529
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,1,0.222,0.364,1,0.222,0.364,1,0.556,0.714
SIR003_sl250_mr05_nv10_8,1,0.412,0.583,0.875,0.412,0.56,0.875,0.412,0.56,0.9,0.529,0.667
SEIR015_sl250_mr025_nv10_12,1,0.14,0.245,0.667,0.465,0.548,0.722,0.302,0.426,0.73,0.628,0.675
SIR01_sl500_mr15_nv10_2,0.818,0.429,0.562,0.929,0.619,0.743,0.909,0.476,0.625,0.778,0.667,0.718
SIR003_sl1000_mr05_nv5_20,0.75,0.462,0.571,1,0.308,0.471,1,0.385,0.556,0.833,0.769,0.8
SIR003_sl500_mr05_nv10_8,0.778,0.467,0.583,0.889,0.533,0.667,0.889,0.533,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_7,1,0.786,0.88,1,0.607,0.756,1,0.607,0.756,0.923,0.857,0.889
SIR01_sl500_mr15_nv10_8,1,0.25,0.4,0.75,0.375,0.5,0.75,0.375,0.5,0.75,0.375,0.5
SEIR01_sl1000_mr025_nv5_13,1,0.667,0.8,0.9,0.75,0.818,0.9,0.75,0.818,0.917,0.917,0.917
SEIR01_sl250_mr025_nv10_20,0.625,0.278,0.385,0.867,0.722,0.788,0.923,0.667,0.774,0.684,0.722,0.703
SEIR01_sl1000_mr025_nv20_13,0.88,0.759,0.815,0.958,0.793,0.868,0.978,0.759,0.854,0.864,0.879,0.872
SIR003_sl1000_mr05_nv10_13,0.83,0.696,0.757,1,0.571,0.727,1,0.571,0.727,0.816,0.714,0.762
SEIR015_sl500_mr025_nv10_3,0.9,0.486,0.632,0.923,0.324,0.48,0.909,0.27,0.417,0.926,0.676,0.781
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,1,0.583,0.737,1,0.583,0.737,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_14,0.969,0.795,0.873,0.96,0.615,0.75,0.96,0.615,0.75,0.941,0.821,0.877
SIR01_sl250_mr15_nv10_6,0.8,0.186,0.302,0.684,0.302,0.419,0.643,0.209,0.316,0.632,0.279,0.387
SIR01_sl250_mr15_nv10_14,1,0.4,0.571,0.625,0.333,0.435,0.8,0.267,0.4,0.75,0.4,0.522
SIR003_sl1000_mr05_nv10_7,0.905,0.826,0.864,1,0.739,0.85,1,0.739,0.85,0.905,0.826,0.864
SIR01_sl250_mr15_nv10_20,0.5,0.143,0.222,0.667,0.286,0.4,0.667,0.286,0.4,0.571,0.571,0.571
SIR01_sl1000_mr3_nv10_3,0.765,0.65,0.703,1,0.5,0.667,1,0.5,0.667,0.812,0.65,0.722
SEIR015_sl250_mr025_nv10_14,1,0.08,0.148,0.6,0.48,0.533,0.571,0.32,0.41,0.636,0.56,0.596
SIR003_sl1000_mr05_nv5_6,0.571,0.364,0.444,1,0.273,0.429,1,0.273,0.429,0.571,0.364,0.444
SIR01_sl500_mr15_nv10_4,0.833,0.612,0.706,0.963,0.531,0.684,1,0.469,0.639,0.854,0.714,0.778
SIR01_sl1000_mr15_nv10_11,1,0.417,0.588,1,0.583,0.737,1,0.583,0.737,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_14,1,0.673,0.805,0.95,0.731,0.826,1,0.635,0.776,0.92,0.885,0.902
SEIR01_sl1000_mr05_nv10_13,0.857,0.75,0.8,0.75,0.375,0.5,0.75,0.375,0.5,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_11,0.733,0.629,0.677,0.85,0.486,0.618,0.833,0.429,0.566,0.75,0.6,0.667
SEIR01_sl250_mr025_nv10_16,0.867,0.283,0.426,0.7,0.457,0.553,0.769,0.435,0.556,0.605,0.5,0.548
SEIR01_sl250_mr025_nv10_2,0.5,0.071,0.125,0.727,0.571,0.64,0.727,0.571,0.64,0.692,0.643,0.667
SEIR01_sl1000_mr0125_nv10_8,0.8,0.667,0.727,0.667,0.333,0.444,0.667,0.333,0.444,0.8,0.667,0.727
SEIR01_sl1000_mr025_nv10_9,0.911,0.872,0.891,0.941,0.681,0.79,0.939,0.66,0.775,0.894,0.894,0.894
SIR003_sl500_mr05_nv10_7,0.714,0.278,0.4,0.7,0.389,0.5,0.667,0.333,0.444,0.643,0.5,0.563
SIR01_sl500_mr15_nv10_12,1,0.167,0.286,1,0.333,0.5,1,0.167,0.286,0.5,0.167,0.25
SIR01_sl1000_mr3_nv10_19,0.5,0.433,0.464,0.909,0.333,0.488,0.909,0.333,0.488,0.583,0.467,0.519
SIR01_sl1000_mr15_nv5_14,0.812,0.591,0.684,1,0.5,0.667,0.9,0.409,0.563,0.75,0.682,0.714
SEIR015_sl1000_mr025_nv5_8,0.941,0.696,0.8,0.889,0.348,0.5,1,0.348,0.516,0.87,0.87,0.87
SIR01_sl1000_mr075_nv10_9,0.773,0.63,0.694,1,0.519,0.683,1,0.519,0.683,0.773,0.63,0.694
SIR003_sl1000_mr05_nv10_5,0.585,0.522,0.552,0.786,0.239,0.367,0.786,0.239,0.367,0.585,0.522,0.552
SIR01_sl1000_mr075_nv10_11,1,0.571,0.727,0.833,0.714,0.769,0.833,0.714,0.769,0.75,0.857,0.8
SIR003_sl500_mr05_nv10_14,0.778,0.424,0.549,0.81,0.515,0.63,0.889,0.485,0.627,0.708,0.515,0.596
SEIR01_sl1000_mr0125_nv10_14,0.962,0.833,0.893,0.958,0.767,0.852,0.958,0.767,0.852,0.964,0.9,0.931
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl250_mr15_nv10_3,1,0.214,0.353,0.857,0.429,0.571,1,0.214,0.353,0.7,0.5,0.583
SIR01_sl250_mr15_nv10_16,1,0.348,0.516,0.846,0.478,0.611,0.833,0.435,0.571,0.786,0.478,0.595
SIR01_sl1000_mr15_nv10_5,1,0.8,0.889,1,0.8,0.889,1,0.7,0.824,1,0.8,0.889
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.882,0.319,0.469,0.938,0.319,0.476,0.974,0.787,0.871
SEIR015_sl1000_mr025_nv5_13,1,0.71,0.83,0.923,0.387,0.545,1,0.323,0.488,0.963,0.839,0.897
SIR01_sl1000_mr15_nv10_10,0.792,0.594,0.679,1,0.531,0.694,1,0.5,0.667,0.792,0.594,0.679
SIR01_sl250_mr15_nv10_2,1,0.444,0.615,0.833,0.556,0.667,0.8,0.444,0.571,0.875,0.778,0.824
SEIR015_sl1000_mr025_nv20_15,1,0.417,0.588,1,0.583,0.737,1,0.375,0.545,0.947,0.75,0.837
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.952,0.357,0.519,0.941,0.286,0.438,0.958,0.821,0.885
SIR01_sl1000_mr15_nv10_12,0.8,0.5,0.615,1,0.417,0.588,1,0.417,0.588,0.765,0.542,0.634
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.75,0.375,0.5,0.75,0.375,0.5,0.6,0.375,0.462
SIR01_sl1000_mr15_nv5_20,0.818,0.529,0.643,0.909,0.588,0.714,0.9,0.529,0.667,0.833,0.882,0.857
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.875,0.875,0.875,0.875,0.875,0.875,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.938,0.5,0.652,1,0.433,0.605,0.935,0.967,0.951
SEIR015_sl1000_mr0125_nv10_16,0.882,0.476,0.619,0.913,0.667,0.771,0.974,0.587,0.733,0.887,0.746,0.81
SIR01_sl1000_mr3_nv10_16,0.92,0.719,0.807,0.952,0.625,0.755,0.952,0.625,0.755,0.926,0.781,0.847
SEIR01_sl1000_mr025_nv5_18,0.897,0.553,0.684,0.97,0.681,0.8,1,0.66,0.795,0.913,0.894,0.903
SIR003_sl250_mr05_nv10_11,0.5,0.083,0.143,0.714,0.417,0.526,0.714,0.417,0.526,0.625,0.417,0.5
SIR01_sl1000_mr3_nv10_9,0.895,0.586,0.708,1,0.552,0.711,1,0.517,0.682,0.895,0.586,0.708
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.875,0.778,0.824,0.875,0.778,0.824,0.778,0.778,0.778
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.625,0.625,0.625,0.667,0.75,0.706,0.667,0.75,0.706
SIR003_sl1000_mr05_nv20_1,0.893,0.714,0.794,1,0.657,0.793,1,0.657,0.793,0.867,0.743,0.8
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.947,0.783,0.857,0.933,0.609,0.737,0.87,0.87,0.87
SEIR01_sl500_mr025_nv10_6,0.977,0.811,0.887,0.952,0.755,0.842,0.975,0.736,0.839,0.911,0.962,0.936
SIR003_sl1000_mr025_nv10_19,0.75,0.5,0.6,1,0.5,0.667,1,0.5,0.667,0.68,0.708,0.694
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.833,0.294,0.435,0.833,0.294,0.435,0.8,0.706,0.75
SIR003_sl1000_mr05_nv5_11,0.75,0.532,0.623,0.871,0.435,0.581,0.957,0.355,0.518,0.708,0.548,0.618
SIR01_sl500_mr15_nv10_11,0.909,0.588,0.714,0.889,0.471,0.615,0.889,0.471,0.615,0.722,0.765,0.743
SIR003_sl1000_mr05_nv5_14,0.762,0.552,0.64,0.933,0.483,0.636,0.933,0.483,0.636,0.773,0.586,0.667
SIR003_sl1000_mr025_nv10_2,0.929,0.684,0.788,1,0.737,0.848,0.875,0.737,0.8,0.875,0.737,0.8
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.833,0.714,0.769,0.833,0.714,0.769,0.833,0.714,0.769
SEIR01_sl250_mr025_nv10_9,0.913,0.344,0.5,0.848,0.639,0.729,0.947,0.59,0.727,0.84,0.689,0.757
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,0.9,0.947,1,0.9,0.947,1,0.9,0.947
SIR003_sl250_mr05_nv10_19,1,0.08,0.148,0.556,0.2,0.294,0.5,0.12,0.194,0.444,0.16,0.235
SEIR015_sl1000_mr05_nv10_5,1,0.636,0.778,0.857,0.545,0.667,1,0.545,0.706,1,0.818,0.9
SEIR015_sl1000_mr025_nv20_2,1,0.6,0.75,1,0.64,0.78,1,0.64,0.78,0.958,0.92,0.939
SEIR01_sl1000_mr0125_nv10_4,0.9,0.75,0.818,0.889,0.667,0.762,0.882,0.625,0.732,0.826,0.792,0.809
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.571,0.364,0.444,0.667,0.364,0.471,0.636,0.636,0.636
SEIR015_sl1000_mr025_nv20_16,0.929,0.867,0.897,0.909,0.667,0.769,0.909,0.667,0.769,0.9,0.9,0.9
SIR01_sl500_mr15_nv10_19,0.824,0.519,0.636,0.938,0.556,0.698,0.933,0.519,0.667,0.773,0.63,0.694
SEIR015_sl500_mr025_nv10_1,1,0.6,0.75,1,0.5,0.667,1,0.6,0.75,0.727,0.8,0.762
SIR003_sl1000_mr025_nv10_12,0.818,0.735,0.774,0.972,0.714,0.824,0.969,0.633,0.765,0.796,0.796,0.796
SIR003_sl1000_mr05_nv5_8,0.8,0.48,0.6,1,0.32,0.485,1,0.32,0.485,0.812,0.52,0.634
SIR01_sl250_mr15_nv10_19,1,0.714,0.833,0.833,0.714,0.769,1,0.714,0.833,0.833,0.714,0.769
SIR003_sl1000_mr05_nv10_4,0.889,0.615,0.727,0.9,0.692,0.783,0.9,0.692,0.783,0.833,0.769,0.8
SIR003_sl500_mr05_nv10_18,0.818,0.692,0.75,1,0.462,0.632,1,0.462,0.632,0.769,0.769,0.769
SIR01_sl1000_mr15_nv5_11,0.75,0.333,0.462,0.75,0.333,0.462,0.75,0.333,0.462,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_13,0.8,0.5,0.615,0.857,0.75,0.8,0.857,0.75,0.8,0.812,0.812,0.812
SEIR01_sl1000_mr0125_nv10_2,1,0.808,0.894,1,0.731,0.844,1,0.731,0.844,1,1,1
SIR01_sl1000_mr15_nv10_14,1,0.75,0.857,1,0.5,0.667,1,0.5,0.667,0.889,1,0.941
SIR003_sl500_mr05_nv10_11,0,0,0,0.5,0.167,0.25,0.5,0.167,0.25,0.8,0.667,0.727
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.833,0.5,0.625,0.8,0.4,0.533,0.875,0.7,0.778
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.8,0.5,0.615,0.833,0.625,0.714,0.714,0.625,0.667
SIR003_sl1000_mr1_nv10_6,0.769,0.667,0.714,1,0.6,0.75,1,0.567,0.723,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_5,1,0.636,0.778,1,0.455,0.625,1,0.455,0.625,1,0.636,0.778
SIR01_sl1000_mr15_nv20_19,0.932,0.804,0.863,0.975,0.765,0.857,0.975,0.765,0.857,0.932,0.804,0.863
SEIR01_sl1000_mr05_nv10_17,0.955,0.955,0.955,0.929,0.591,0.722,0.929,0.591,0.722,0.909,0.909,0.909
SIR003_sl1000_mr05_nv5_16,0.667,0.333,0.444,1,0.333,0.5,1,0.333,0.5,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.923,0.667,0.774,1,0.833,0.909,1,0.778,0.875,0.895,0.944,0.919
SEIR015_sl1000_mr025_nv10_17,0.9,0.711,0.794,0.81,0.447,0.576,0.8,0.421,0.552,0.892,0.868,0.88
SIR01_sl1000_mr15_nv10_16,1,0.286,0.444,0.833,0.714,0.769,0.833,0.714,0.769,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_18,0.818,0.711,0.761,1,0.579,0.733,1,0.579,0.733,0.818,0.711,0.761
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.846,0.262,0.4,0.846,0.262,0.4,0.905,0.905,0.905
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SEIR015_sl1000_mr05_nv10_16,1,0.659,0.794,1,0.805,0.892,1,0.61,0.758,1,0.951,0.975
SIR01_sl1000_mr15_nv10_7,0.767,0.66,0.71,0.966,0.56,0.709,0.962,0.5,0.658,0.756,0.68,0.716
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.857,0.545,0.667,0.857,0.545,0.667,0.778,0.636,0.7
SIR01_sl1000_mr075_nv10_1,0.87,0.702,0.777,1,0.632,0.774,1,0.596,0.747,0.828,0.842,0.835
SIR01_sl1000_mr15_nv5_6,0.812,0.565,0.667,1,0.522,0.686,1,0.522,0.686,0.765,0.565,0.65
SEIR015_sl500_mr025_nv10_10,0.971,0.767,0.857,0.929,0.605,0.732,0.962,0.581,0.725,0.974,0.86,0.914
SEIR01_sl1000_mr025_nv20_1,0.897,0.812,0.852,0.957,0.688,0.8,0.917,0.688,0.786,0.8,0.875,0.836
SEIR015_sl1000_mr025_nv20_9,0.812,0.722,0.765,0.8,0.222,0.348,0.8,0.222,0.348,0.722,0.722,0.722
SEIR01_sl1000_mr025_nv10_14,0.906,0.853,0.879,0.893,0.735,0.806,0.893,0.735,0.806,0.882,0.882,0.882
SIR003_sl1000_mr05_nv20_12,0.8,0.655,0.72,0.879,0.527,0.659,0.933,0.509,0.659,0.812,0.709,0.757
SEIR01_sl1000_mr0125_nv10_15,1,0.875,0.933,0.938,0.625,0.75,1,0.583,0.737,0.958,0.958,0.958
SEIR015_sl1000_mr025_nv10_9,1,0.875,0.933,1,0.643,0.783,1,0.571,0.727,0.982,0.964,0.973
SIR01_sl1000_mr15_nv10_4,1,0.5,0.667,0.8,0.5,0.615,0.8,0.5,0.615,0.8,0.5,0.615
SEIR015_sl500_mr025_nv10_12,1,0.623,0.767,0.903,0.528,0.667,1,0.434,0.605,0.87,0.755,0.808
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,1,0.3,0.462,1,0.3,0.462,1,0.5,0.667
SEIR01_sl1000_mr05_nv10_7,0.921,0.761,0.833,0.912,0.674,0.775,0.912,0.674,0.775,0.86,0.804,0.831
SIR01_sl1000_mr15_nv10_18,0.807,0.667,0.73,0.955,0.609,0.743,1,0.594,0.745,0.791,0.768,0.779
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,0.6,0.75,1,0.6,0.75,1,1,1
SIR01_sl1000_mr075_nv10_20,0.692,0.6,0.643,0.947,0.6,0.735,0.944,0.567,0.708,0.7,0.7,0.7
SIR01_sl250_mr15_nv10_9,1,0.1,0.182,0.286,0.2,0.235,0.286,0.2,0.235,0.286,0.2,0.235
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.667,0.5,0.571,0.667,0.5,0.571,0.75,0.75,0.75
SEIR015_sl1000_mr025_nv10_18,1,0.595,0.746,0.88,0.595,0.71,0.952,0.541,0.69,0.935,0.784,0.853
SIR01_sl1000_mr075_nv10_10,1,0.625,0.769,1,0.75,0.857,1,0.75,0.857,1,1,1
