dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_min_prec,tnet_min_rec,tnet_min_f1
SEIR01_sl1000_mr025_nv20_11,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr05_nv20_19,1,0.514,0.679,0.75,0.73,0.74,0.75,0.73,0.74
SEIR015_sl1000_mr025_nv5_7,0.889,0.308,0.457,0.88,0.846,0.863,0.88,0.846,0.863
SIR003_sl500_mr05_nv10_3,1,0.69,0.816,0.84,0.724,0.778,0.84,0.724,0.778
SEIR01_sl1000_mr05_nv10_18,0.955,0.75,0.84,0.912,0.929,0.92,0.912,0.929,0.92
SEIR01_sl1000_mr025_nv10_7,0.929,0.65,0.765,0.824,0.7,0.757,0.842,0.8,0.821
SIR01_sl1000_mr15_nv10_9,0.889,0.381,0.533,0.714,0.714,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_20,1,0.625,0.769,1,0.75,0.857,1,0.75,0.857
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,1,0.6,0.75,1,0.6,0.75
SIR01_sl250_mr15_nv10_1,0.6,0.353,0.444,0.636,0.412,0.5,0.636,0.412,0.5
SIR01_sl1000_mr15_nv20_15,0.571,0.286,0.381,0.429,0.429,0.429,0.429,0.429,0.429
SEIR01_sl250_mr025_nv10_4,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr15_nv5_16,0.75,0.333,0.462,0.6,0.333,0.429,0.571,0.444,0.5
SEIR01_sl1000_mr0125_nv10_17,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr025_nv10_10,1,0.538,0.7,0.889,0.615,0.727,0.889,0.615,0.727
SEIR01_sl500_mr025_nv10_15,0.93,0.69,0.792,0.897,0.897,0.897,0.897,0.897,0.897
SEIR01_sl1000_mr05_nv10_10,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl500_mr025_nv10_4,0.833,0.714,0.769,0.714,0.714,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_12,1,0.357,0.526,0.9,0.643,0.75,0.9,0.643,0.75
SIR003_sl1000_mr05_nv20_17,0.966,0.56,0.709,0.686,0.7,0.693,0.686,0.7,0.693
SIR01_sl500_mr15_nv10_9,0.973,0.632,0.766,0.863,0.772,0.815,0.863,0.772,0.815
SIR003_sl1000_mr025_nv10_6,0.923,0.522,0.667,0.833,0.652,0.732,0.833,0.652,0.732
SIR01_sl1000_mr15_nv20_20,1,0.643,0.783,0.846,0.786,0.815,0.846,0.786,0.815
SEIR01_sl1000_mr05_nv10_12,0.915,0.741,0.819,0.911,0.879,0.895,0.911,0.879,0.895
SIR01_sl250_mr15_nv10_17,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr025_nv10_11,1,0.467,0.636,0.643,0.6,0.621,0.643,0.6,0.621
SIR01_sl1000_mr15_nv20_2,0.8,0.4,0.533,0.5,0.5,0.5,0.5,0.5,0.5
SIR003_sl1000_mr1_nv10_18,1,0.576,0.731,0.758,0.758,0.758,0.758,0.758,0.758
SEIR015_sl250_mr025_nv10_19,0.562,0.243,0.34,0.65,0.351,0.456,0.65,0.351,0.456
SIR01_sl250_mr15_nv10_5,0.5,0.222,0.308,0.714,0.556,0.625,0.714,0.556,0.625
SIR01_sl1000_mr15_nv10_2,1,0.615,0.762,1,0.769,0.87,1,0.769,0.87
SEIR015_sl250_mr025_nv10_13,0.889,0.5,0.64,0.818,0.562,0.667,0.818,0.562,0.667
SEIR015_sl500_mr025_nv10_8,0.93,0.597,0.727,0.941,0.716,0.814,0.914,0.791,0.848
SEIR01_sl1000_mr025_nv20_17,0.95,0.76,0.844,0.88,0.88,0.88,0.88,0.88,0.88
SIR003_sl1000_mr05_nv20_10,1,0.731,0.844,0.878,0.827,0.851,0.878,0.827,0.851
SIR01_sl1000_mr075_nv10_15,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv10_15,1,0.237,0.383,0.6,0.553,0.575,0.6,0.553,0.575
SEIR015_sl1000_mr05_nv10_7,0.7,0.538,0.609,0.667,0.615,0.64,0.667,0.615,0.64
SEIR015_sl1000_mr025_nv20_5,0.824,0.359,0.5,0.925,0.949,0.937,0.925,0.949,0.937
SIR01_sl1000_mr075_nv10_5,0.952,0.625,0.755,0.879,0.797,0.836,0.879,0.797,0.836
SIR003_sl250_mr05_nv10_1,0.727,0.5,0.593,0.682,0.469,0.556,0.708,0.531,0.607
SIR003_sl250_mr05_nv10_3,0.846,0.5,0.629,0.8,0.727,0.762,0.8,0.727,0.762
SIR003_sl1000_mr05_nv20_20,1,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_10,0.75,0.273,0.4,0.909,0.909,0.909,0.909,0.909,0.909
SIR003_sl250_mr05_nv10_12,0.667,0.462,0.545,0.615,0.615,0.615,0.615,0.615,0.615
SIR01_sl250_mr15_nv10_8,0.8,0.444,0.571,0.714,0.556,0.625,0.714,0.556,0.625
SEIR01_sl1000_mr025_nv5_15,0.8,0.444,0.571,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_1,0.9,0.643,0.75,0.769,0.714,0.741,0.769,0.714,0.741
SEIR015_sl1000_mr05_nv10_3,0.918,0.804,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_11,0.938,0.763,0.841,0.857,0.814,0.835,0.845,0.831,0.838
SEIR01_sl500_mr025_nv10_1,1,0.5,0.667,0.714,0.5,0.588,0.714,0.5,0.588
SEIR015_sl1000_mr025_nv5_16,1,0.385,0.556,1,0.885,0.939,1,0.962,0.98
SEIR015_sl1000_mr025_nv20_17,0.969,0.554,0.705,0.981,0.911,0.944,0.981,0.929,0.954
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SEIR015_sl500_mr025_nv10_14,1,0.889,0.941,0.889,0.889,0.889,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv5_7,1,0.9,0.947,1,0.9,0.947,1,0.9,0.947
SEIR01_sl1000_mr05_nv10_19,0.75,0.429,0.545,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr1_nv10_3,1,0.696,0.821,0.826,0.826,0.826,0.826,0.826,0.826
SEIR015_sl250_mr025_nv10_15,0.733,0.449,0.557,0.651,0.571,0.609,0.636,0.571,0.602
SEIR01_sl500_mr025_nv10_20,0.833,0.469,0.6,0.719,0.719,0.719,0.719,0.719,0.719
SIR01_sl1000_mr15_nv10_17,0.917,0.55,0.687,0.933,0.7,0.8,0.933,0.7,0.8
SEIR01_sl1000_mr025_nv20_20,0.895,0.548,0.68,0.871,0.871,0.871,0.871,0.871,0.871
SEIR015_sl250_mr025_nv10_17,0,0,0,0,0,0,0,0,0
SEIR01_sl1000_mr025_nv5_9,1,0.444,0.615,0.875,0.778,0.824,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv10_8,0.909,0.741,0.816,0.815,0.815,0.815,0.815,0.815,0.815
SIR01_sl1000_mr15_nv20_16,1,0.619,0.765,0.842,0.762,0.8,0.85,0.81,0.829
SEIR015_sl1000_mr0125_nv10_1,1,0.411,0.583,0.972,0.959,0.966,0.973,0.973,0.973
SEIR01_sl500_mr025_nv10_16,0.889,0.533,0.667,0.688,0.733,0.71,0.688,0.733,0.71
SEIR015_sl1000_mr025_nv10_16,0.909,0.714,0.8,0.929,0.929,0.929,0.929,0.929,0.929
SIR003_sl250_mr05_nv10_20,0.652,0.366,0.469,0.7,0.512,0.592,0.7,0.512,0.592
SEIR015_sl1000_mr025_nv10_11,0.931,0.482,0.635,0.964,0.964,0.964,0.964,0.964,0.964
SIR003_sl1000_mr05_nv20_6,1,0.786,0.88,0.846,0.786,0.815,0.846,0.786,0.815
SIR003_sl1000_mr05_nv10_18,0.933,0.609,0.737,0.739,0.739,0.739,0.739,0.739,0.739
SEIR015_sl1000_mr05_nv10_4,0.783,0.562,0.655,0.824,0.875,0.848,0.824,0.875,0.848
SIR01_sl1000_mr15_nv20_8,0.969,0.646,0.775,0.902,0.771,0.831,0.902,0.771,0.831
SIR01_sl1000_mr3_nv10_20,0.833,0.417,0.556,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_18,1,0.767,0.868,0.903,0.933,0.918,0.903,0.933,0.918
SIR003_sl1000_mr025_nv10_20,0.857,0.667,0.75,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_3,0.917,0.407,0.564,0.789,0.556,0.652,0.789,0.556,0.652
SEIR01_sl1000_mr025_nv10_1,0.941,0.571,0.711,0.963,0.929,0.945,0.929,0.929,0.929
SEIR01_sl1000_mr0125_nv10_7,1,0.718,0.836,0.973,0.923,0.947,0.973,0.923,0.947
SIR01_sl1000_mr15_nv5_1,1,0.393,0.564,0.941,0.571,0.711,0.941,0.571,0.711
SIR01_sl1000_mr075_nv10_3,1,0.364,0.533,0.545,0.545,0.545,0.545,0.545,0.545
SEIR01_sl1000_mr025_nv5_2,0.818,0.562,0.667,0.867,0.812,0.839,0.867,0.812,0.839
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr1_nv10_16,0.769,0.5,0.606,0.769,0.5,0.606,0.769,0.5,0.606
SEIR01_sl1000_mr025_nv10_20,0.8,0.706,0.75,0.833,0.882,0.857,0.833,0.882,0.857
SIR003_sl1000_mr025_nv10_4,1,0.452,0.622,0.781,0.806,0.794,0.781,0.806,0.794
SEIR015_sl1000_mr025_nv5_15,0.906,0.446,0.598,0.865,0.692,0.769,0.868,0.708,0.78
SIR003_sl500_mr05_nv10_5,1,0.5,0.667,1,0.8,0.889,1,0.8,0.889
SEIR01_sl1000_mr05_nv10_6,0.88,0.55,0.677,0.892,0.825,0.857,0.892,0.825,0.857
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,1,0.75,0.857,1,0.917,0.957
SEIR015_sl500_mr025_nv10_19,0.889,0.8,0.842,0.909,1,0.952,0.909,1,0.952
SEIR015_sl1000_mr025_nv5_20,1,0.341,0.509,1,0.829,0.907,1,0.829,0.907
SIR01_sl1000_mr075_nv10_14,0.8,0.571,0.667,0.8,0.571,0.667,0.8,0.571,0.667
SIR003_sl1000_mr05_nv20_2,0.963,0.531,0.684,0.761,0.714,0.737,0.761,0.714,0.737
SIR01_sl500_mr15_nv10_3,0.917,0.579,0.71,0.789,0.789,0.789,0.789,0.789,0.789
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
SEIR015_sl250_mr025_nv10_7,1,0.375,0.545,1,0.25,0.4,1,0.25,0.4
SIR003_sl1000_mr1_nv10_17,0.944,0.531,0.68,0.909,0.625,0.741,0.913,0.656,0.764
SEIR01_sl500_mr025_nv10_14,1,0.5,0.667,1,0.667,0.8,1,0.667,0.8
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr1_nv10_8,1,0.629,0.772,0.771,0.771,0.771,0.771,0.771,0.771
SEIR01_sl1000_mr025_nv20_3,0.882,0.714,0.789,0.909,0.952,0.93,0.909,0.952,0.93
SEIR015_sl1000_mr0125_nv10_9,0.625,0.238,0.345,0.688,0.524,0.595,0.647,0.524,0.579
SIR003_sl250_mr05_nv10_6,0.895,0.515,0.654,0.875,0.636,0.737,0.875,0.636,0.737
SEIR015_sl1000_mr025_nv20_3,0.947,0.545,0.692,0.964,0.803,0.876,0.965,0.833,0.894
SEIR01_sl1000_mr025_nv5_5,1,0.373,0.543,0.8,0.784,0.792,0.8,0.784,0.792
SEIR015_sl1000_mr025_nv10_1,1,0.7,0.824,1,0.8,0.889,1,0.8,0.889
SEIR01_sl250_mr025_nv10_18,0.778,0.656,0.712,0.774,0.75,0.762,0.758,0.781,0.769
SIR01_sl250_mr15_nv10_10,0.78,0.571,0.66,0.75,0.589,0.66,0.688,0.589,0.635
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_4,1,0.724,0.84,0.828,0.828,0.828,0.828,0.828,0.828
SIR003_sl500_mr05_nv10_9,1,0.571,0.727,1,0.571,0.727,1,0.571,0.727
SIR003_sl250_mr05_nv10_13,0,0,0,0.25,0.143,0.182,0.25,0.143,0.182
SEIR015_sl250_mr025_nv10_1,0.917,0.647,0.759,0.812,0.765,0.788,0.824,0.824,0.824
SIR003_sl1000_mr025_nv10_8,1,0.8,0.889,0.929,0.867,0.897,0.867,0.867,0.867
SIR003_sl1000_mr1_nv10_12,0.812,0.481,0.605,0.692,0.667,0.679,0.692,0.667,0.679
SIR01_sl1000_mr15_nv10_13,1,0.529,0.692,1,0.529,0.692,1,0.588,0.741
SIR003_sl1000_mr05_nv10_9,1,0.4,0.571,0.714,0.5,0.588,0.714,0.5,0.588
SEIR01_sl1000_mr025_nv20_15,0.895,0.739,0.81,0.913,0.913,0.913,0.913,0.913,0.913
SIR01_sl1000_mr075_nv10_4,1,0.5,0.667,0.892,0.868,0.88,0.892,0.868,0.88
SIR003_sl1000_mr05_nv20_5,0.875,0.583,0.7,0.842,0.667,0.744,0.842,0.667,0.744
SIR01_sl1000_mr075_nv10_2,0.875,0.636,0.737,0.875,0.636,0.737,0.875,0.636,0.737
SEIR015_sl1000_mr05_nv10_18,0.958,0.561,0.708,0.9,0.878,0.889,0.878,0.878,0.878
SIR01_sl1000_mr15_nv5_7,1,0.375,0.545,1,0.375,0.545,1,0.375,0.545
SIR01_sl1000_mr075_nv10_13,1,0.357,0.526,0.643,0.643,0.643,0.643,0.643,0.643
SEIR015_sl1000_mr0125_nv10_6,0.923,0.343,0.5,0.909,0.857,0.882,0.882,0.857,0.87
SEIR015_sl1000_mr0125_nv10_20,0.963,0.634,0.765,0.921,0.854,0.886,0.875,0.854,0.864
SIR01_sl1000_mr075_nv10_6,0.833,0.625,0.714,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,1,0.6,0.75,1,0.6,0.75,1,0.6,0.75
SEIR01_sl1000_mr025_nv20_10,0.857,0.667,0.75,0.857,0.667,0.75,0.857,0.667,0.75
SIR003_sl1000_mr05_nv5_10,1,0.512,0.677,0.838,0.756,0.795,0.838,0.756,0.795
SEIR01_sl1000_mr05_nv10_15,0.929,0.812,0.867,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_4,0.972,0.673,0.795,0.961,0.942,0.951,0.961,0.942,0.951
SIR01_sl1000_mr3_nv10_18,1,0.667,0.8,0.905,0.792,0.844,0.905,0.792,0.844
SEIR01_sl1000_mr025_nv20_16,0.75,0.857,0.8,0.667,0.857,0.75,0.667,0.857,0.75
SIR01_sl250_mr15_nv10_11,0.75,0.375,0.5,0.667,0.417,0.513,0.625,0.417,0.5
SEIR01_sl250_mr025_nv10_7,0.733,0.786,0.759,0.733,0.786,0.759,0.733,0.786,0.759
SEIR015_sl1000_mr025_nv10_15,1,0.259,0.411,1,0.483,0.651,0.971,0.586,0.731
SEIR01_sl500_mr025_nv10_8,0.867,0.812,0.839,0.8,1,0.889,0.8,1,0.889
SEIR01_sl1000_mr0125_nv10_16,0.667,0.286,0.4,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_11,1,0.308,0.471,1,0.692,0.818,1,0.769,0.87
SEIR01_sl1000_mr0125_nv10_1,0.889,0.444,0.593,0.857,0.667,0.75,0.857,0.667,0.75
SIR003_sl1000_mr1_nv10_1,1,0.647,0.786,0.765,0.765,0.765,0.765,0.765,0.765
SIR003_sl500_mr05_nv10_15,1,0.684,0.813,1,0.737,0.848,1,0.737,0.848
SEIR01_sl250_mr025_nv10_6,0.667,0.545,0.6,0.682,0.682,0.682,0.682,0.682,0.682
SEIR01_sl250_mr025_nv10_3,0.765,0.481,0.591,0.769,0.741,0.755,0.769,0.741,0.755
SEIR01_sl1000_mr025_nv5_1,0.962,0.61,0.746,0.865,0.78,0.821,0.865,0.78,0.821
SEIR015_sl1000_mr05_nv10_17,0.904,0.681,0.777,0.924,0.884,0.904,0.925,0.899,0.912
SIR003_sl250_mr05_nv10_17,0.724,0.467,0.568,0.658,0.556,0.602,0.667,0.578,0.619
SIR003_sl1000_mr05_nv20_15,1,0.632,0.774,0.867,0.684,0.765,0.867,0.684,0.765
SEIR01_sl250_mr025_nv10_13,0.5,0.333,0.4,0.5,0.333,0.4,0.5,0.333,0.4
SEIR015_sl1000_mr05_nv10_13,0.977,0.705,0.819,0.968,0.984,0.976,0.968,0.984,0.976
SEIR015_sl1000_mr025_nv5_6,0.833,0.242,0.375,0.923,0.387,0.545,0.9,0.435,0.587
SIR01_sl1000_mr3_nv10_6,0.963,0.481,0.642,0.642,0.63,0.636,0.642,0.63,0.636
SEIR01_sl250_mr025_nv10_15,0.6,0.429,0.5,0.714,0.714,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_8,1,0.7,0.824,1,0.85,0.919,1,0.85,0.919
SEIR015_sl1000_mr05_nv10_10,0.857,0.667,0.75,0.875,0.778,0.824,0.875,0.778,0.824
SEIR015_sl1000_mr025_nv10_13,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333
SEIR015_sl1000_mr0125_nv10_4,1,0.6,0.75,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_13,0.6,0.231,0.333,0.667,0.462,0.545,0.727,0.615,0.667
SEIR015_sl1000_mr05_nv10_19,0.957,0.688,0.8,0.968,0.938,0.952,0.968,0.938,0.952
SEIR01_sl1000_mr0125_nv10_18,0.946,0.778,0.854,0.911,0.911,0.911,0.911,0.911,0.911
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,1,0.917,0.957,1,0.917,0.957
SEIR01_sl250_mr025_nv10_12,0.833,0.698,0.759,0.818,0.837,0.828,0.804,0.86,0.831
SIR003_sl500_mr05_nv10_17,0.857,0.6,0.706,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_7,0.882,0.366,0.517,0.64,0.39,0.485,0.654,0.415,0.507
SEIR015_sl1000_mr05_nv10_9,1,0.467,0.636,0.917,0.733,0.815,0.923,0.8,0.857
SIR003_sl250_mr05_nv10_15,1,0.625,0.769,1,0.875,0.933,1,0.875,0.933
SEIR01_sl1000_mr025_nv20_7,1,0.706,0.828,0.882,0.882,0.882,0.882,0.882,0.882
SEIR015_sl1000_mr025_nv5_4,0.842,0.32,0.464,0.925,0.74,0.822,0.925,0.74,0.822
SIR003_sl250_mr05_nv10_2,0.889,0.571,0.696,0.909,0.714,0.8,0.917,0.786,0.846
SEIR015_sl1000_mr0125_nv10_8,0.875,0.389,0.538,0.842,0.889,0.865,0.85,0.944,0.895
SIR003_sl1000_mr05_nv10_16,1,0.52,0.684,0.652,0.6,0.625,0.652,0.6,0.625
SEIR01_sl1000_mr025_nv10_12,1,0.75,0.857,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_9,0.429,0.333,0.375,0.5,0.444,0.471,0.5,0.444,0.471
SIR01_sl1000_mr3_nv10_1,1,0.533,0.696,0.759,0.733,0.746,0.759,0.733,0.746
SIR003_sl1000_mr025_nv10_17,0.941,0.696,0.8,0.9,0.783,0.837,0.9,0.783,0.837
SEIR015_sl250_mr025_nv10_11,0.667,0.412,0.509,0.6,0.529,0.562,0.613,0.559,0.585
SIR003_sl1000_mr025_nv10_13,0.75,0.273,0.4,0.667,0.364,0.471,0.667,0.364,0.471
SEIR01_sl1000_mr025_nv20_18,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR015_sl500_mr025_nv10_6,0.6,0.474,0.529,0.625,0.526,0.571,0.625,0.526,0.571
SEIR015_sl1000_mr0125_nv10_2,0.9,0.562,0.692,0.923,0.75,0.828,0.923,0.75,0.828
SIR003_sl1000_mr05_nv20_9,0.9,0.675,0.771,0.821,0.8,0.81,0.821,0.8,0.81
SIR01_sl250_mr15_nv10_15,0.4,0.25,0.308,0.4,0.25,0.308,0.4,0.25,0.308
SEIR01_sl1000_mr025_nv20_14,0.909,0.769,0.833,0.917,0.846,0.88,0.923,0.923,0.923
SIR01_sl1000_mr15_nv20_9,0.941,0.615,0.744,0.952,0.769,0.851,0.952,0.769,0.851
SEIR01_sl1000_mr025_nv20_5,0.929,0.788,0.852,0.848,0.848,0.848,0.848,0.848,0.848
SEIR01_sl1000_mr0125_nv10_5,0.974,0.787,0.871,0.932,0.872,0.901,0.932,0.872,0.901
SEIR015_sl1000_mr0125_nv10_17,0.889,0.615,0.727,0.885,0.885,0.885,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.875,0.778,0.824,0.875,0.778,0.824
SIR003_sl1000_mr1_nv10_7,1,0.625,0.769,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr0125_nv10_11,1,0.462,0.632,0.923,0.923,0.923,0.929,1,0.963
SEIR015_sl1000_mr025_nv20_10,0.571,0.444,0.5,0.667,0.667,0.667,0.7,0.778,0.737
SEIR01_sl1000_mr05_nv10_1,0.889,0.615,0.727,0.909,0.769,0.833,0.909,0.769,0.833
SIR01_sl1000_mr15_nv20_4,1,0.551,0.71,0.852,0.754,0.8,0.852,0.754,0.8
SIR01_sl1000_mr15_nv5_2,1,0.343,0.511,0.759,0.629,0.688,0.759,0.629,0.688
SEIR01_sl1000_mr025_nv20_4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_9,0.947,0.692,0.8,0.962,0.962,0.962,0.962,0.962,0.962
SIR01_sl1000_mr15_nv20_6,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv5_16,1,0.611,0.759,1,0.778,0.875,1,0.778,0.875
SIR003_sl1000_mr05_nv10_6,1,0.524,0.688,0.7,0.667,0.683,0.7,0.667,0.683
SIR01_sl1000_mr15_nv20_17,1,0.643,0.783,0.909,0.714,0.8,0.909,0.714,0.8
SIR003_sl1000_mr05_nv10_15,1,0.692,0.818,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr05_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_1,0.909,0.588,0.714,0.8,0.706,0.75,0.8,0.706,0.75
SEIR015_sl1000_mr025_nv20_18,0.941,0.41,0.571,0.966,0.718,0.824,0.763,0.744,0.753
SEIR01_sl1000_mr05_nv10_5,0.875,0.778,0.824,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv5_17,0.941,0.39,0.552,0.902,0.902,0.902,0.902,0.902,0.902
SEIR01_sl250_mr025_nv10_14,0.781,0.543,0.641,0.703,0.565,0.627,0.725,0.63,0.674
SIR003_sl500_mr05_nv10_4,0.875,0.538,0.667,0.85,0.654,0.739,0.85,0.654,0.739
SIR003_sl1000_mr025_nv10_9,0.929,0.464,0.619,0.667,0.643,0.655,0.667,0.643,0.655
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.4,0.571,1,0.6,0.75
SEIR015_sl500_mr025_nv10_15,0.925,0.638,0.755,0.909,0.862,0.885,0.911,0.879,0.895
SIR003_sl1000_mr05_nv10_8,1,0.543,0.704,0.791,0.739,0.764,0.791,0.739,0.764
SIR003_sl1000_mr1_nv10_15,0.75,0.545,0.632,0.667,0.727,0.696,0.667,0.727,0.696
SEIR01_sl1000_mr025_nv10_5,0.972,0.795,0.875,0.953,0.932,0.943,0.953,0.932,0.943
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SEIR01_sl1000_mr025_nv5_11,1,0.684,0.813,0.938,0.789,0.857,0.938,0.789,0.857
SIR01_sl250_mr15_nv10_18,0.692,0.45,0.545,0.579,0.55,0.564,0.545,0.6,0.571
SEIR01_sl1000_mr05_nv10_3,0.941,0.64,0.762,0.885,0.92,0.902,0.885,0.92,0.902
SIR01_sl1000_mr3_nv10_12,0.913,0.618,0.737,0.846,0.647,0.733,0.852,0.676,0.754
SIR01_sl1000_mr075_nv10_12,1,0.767,0.868,0.897,0.867,0.881,0.897,0.867,0.881
SEIR01_sl500_mr025_nv10_11,0.786,0.647,0.71,0.733,0.647,0.688,0.733,0.647,0.688
SIR003_sl250_mr05_nv10_18,0.714,0.37,0.488,0.556,0.37,0.444,0.556,0.37,0.444
SIR003_sl1000_mr05_nv10_12,0.974,0.673,0.796,0.827,0.782,0.804,0.827,0.782,0.804
SIR003_sl1000_mr05_nv5_15,1,0.532,0.695,0.812,0.839,0.825,0.812,0.839,0.825
SIR003_sl1000_mr025_nv10_16,0.8,0.471,0.593,0.688,0.647,0.667,0.688,0.647,0.667
SEIR01_sl1000_mr0125_nv10_20,0.958,0.92,0.939,0.958,0.92,0.939,0.958,0.92,0.939
SIR01_sl500_mr15_nv10_10,0.429,0.231,0.3,0.556,0.385,0.455,0.538,0.538,0.538
SIR003_sl250_mr05_nv10_7,0.609,0.304,0.406,0.571,0.348,0.432,0.533,0.348,0.421
SEIR01_sl1000_mr025_nv5_17,0.889,0.727,0.8,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl500_mr025_nv10_17,0.4,0.333,0.364,0.4,0.333,0.364,0.4,0.333,0.364
SIR003_sl1000_mr05_nv10_10,1,0.846,0.917,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv5_3,1,0.375,0.545,0.8,0.5,0.615,0.8,0.5,0.615
SEIR015_sl1000_mr025_nv10_5,0.909,0.625,0.741,0.896,0.896,0.896,0.896,0.896,0.896
SEIR01_sl1000_mr025_nv10_19,0.95,0.644,0.768,0.875,0.831,0.852,0.862,0.847,0.855
SEIR01_sl1000_mr025_nv10_3,0.973,0.735,0.837,0.896,0.878,0.887,0.896,0.878,0.887
SIR003_sl1000_mr025_nv10_15,0.923,0.5,0.649,0.737,0.583,0.651,0.737,0.583,0.651
SIR003_sl1000_mr05_nv20_7,1,0.5,0.667,0.9,0.75,0.818,0.9,0.75,0.818
SEIR015_sl1000_mr025_nv20_20,0.75,0.474,0.581,0.722,0.684,0.703,0.684,0.684,0.684
SEIR01_sl1000_mr05_nv10_4,0.889,0.727,0.8,0.692,0.818,0.75,0.692,0.818,0.75
SEIR015_sl1000_mr025_nv10_14,0.765,0.52,0.619,0.724,0.84,0.778,0.724,0.84,0.778
SEIR015_sl1000_mr025_nv20_8,0.957,0.657,0.779,0.981,0.761,0.857,0.963,0.776,0.86
SEIR015_sl1000_mr0125_nv10_5,0.917,0.216,0.349,0.939,0.902,0.92,0.939,0.902,0.92
SEIR015_sl500_mr025_nv10_4,0.8,0.488,0.606,0.848,0.683,0.757,0.8,0.683,0.737
SIR01_sl1000_mr15_nv5_18,1,0.667,0.8,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr05_nv10_20,0.75,0.22,0.34,0.913,0.512,0.656,0.913,0.512,0.656
SIR003_sl1000_mr05_nv10_20,1,0.222,0.364,0.5,0.333,0.4,0.5,0.333,0.4
SEIR01_sl1000_mr025_nv5_4,0.935,0.58,0.716,0.792,0.76,0.776,0.792,0.76,0.776
