dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR01_sl250_mr025_nv10_18,1,0.344,0.512,0.733,0.688,0.71,0.758,0.781,0.769
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,0.9,0.75,0.818,1,0.917,0.957
SEIR01_sl250_mr025_nv10_2,0.5,0.071,0.125,0.714,0.714,0.714,0.647,0.786,0.71
SEIR01_sl250_mr025_nv10_20,0.625,0.278,0.385,0.722,0.722,0.722,0.684,0.722,0.703
SEIR01_sl250_mr025_nv10_3,1,0.556,0.714,0.741,0.741,0.741,0.786,0.815,0.8
SEIR01_sl250_mr025_nv10_4,0.857,0.429,0.571,0.8,0.857,0.828,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_5,0.909,0.244,0.385,0.742,0.561,0.639,0.727,0.585,0.649
SEIR01_sl250_mr025_nv10_6,0.8,0.182,0.296,0.652,0.682,0.667,0.652,0.682,0.667
SEIR01_sl250_mr025_nv10_7,0.8,0.286,0.421,0.706,0.857,0.774,0.75,0.857,0.8
SEIR01_sl250_mr025_nv10_8,1,0.353,0.522,0.906,0.853,0.879,0.903,0.824,0.862
SEIR01_sl250_mr025_nv10_9,0.913,0.344,0.5,0.824,0.689,0.75,0.808,0.689,0.743
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.625,0.5,0.556,0.556,0.5,0.526
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.733,0.786,0.759,0.733,0.786,0.759
SEIR01_sl500_mr025_nv10_11,0.818,0.529,0.643,0.722,0.765,0.743,0.722,0.765,0.743
SEIR01_sl500_mr025_nv10_12,1,0.647,0.786,0.872,0.804,0.837,0.863,0.863,0.863
SEIR01_sl500_mr025_nv10_13,0.909,0.5,0.645,0.867,0.65,0.743,0.833,0.75,0.789
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.911,0.879,0.895,0.897,0.897,0.897
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.733,0.733,0.733,0.688,0.733,0.71
SEIR01_sl500_mr025_nv10_17,0.5,0.167,0.25,0.4,0.333,0.364,0.571,0.667,0.615
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.6,0.75,0.667,0.667,0.75,0.706
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.714,0.625,0.667,0.75,0.75,0.75
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.793,0.719,0.754,0.719,0.719,0.719
SEIR01_sl500_mr025_nv10_3,0.929,0.619,0.743,0.842,0.762,0.8,0.81,0.81,0.81
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8,0.75,0.857,0.8
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.6,0.6,0.6,0.429,0.6,0.5
SEIR01_sl500_mr025_nv10_6,0.977,0.811,0.887,0.904,0.887,0.895,0.911,0.962,0.936
SEIR01_sl500_mr025_nv10_7,0.957,0.647,0.772,0.857,0.882,0.87,0.861,0.912,0.886
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.762,1,0.865,0.8,1,0.889
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.818,0.643,0.72,0.714,0.714,0.714
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,0.833,0.769,0.8,0.692,0.692,0.692
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.81,0.567,0.667,0.6,0.6,0.6
SIR003_sl1000_mr025_nv10_12,0.818,0.735,0.774,0.907,0.796,0.848,0.796,0.796,0.796
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SIR003_sl1000_mr025_nv10_14,1,0.667,0.8,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_15,0.737,0.583,0.651,0.778,0.583,0.667,0.72,0.75,0.735
SIR003_sl1000_mr025_nv10_16,0.667,0.471,0.552,0.8,0.706,0.75,0.688,0.647,0.667
SIR003_sl1000_mr025_nv10_17,0.889,0.696,0.78,0.9,0.783,0.837,0.864,0.826,0.844
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,1,1,1,1,1
SIR003_sl1000_mr025_nv10_19,0.75,0.5,0.6,0.739,0.708,0.723,0.68,0.708,0.694
SIR003_sl1000_mr025_nv10_2,0.929,0.684,0.788,0.875,0.737,0.8,0.75,0.789,0.769
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,1,0.731,0.844,1,0.731,0.844
SIR003_sl1000_mr025_nv10_4,0.84,0.677,0.75,0.885,0.742,0.807,0.781,0.806,0.794
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr025_nv10_6,0.833,0.652,0.732,0.875,0.609,0.718,0.842,0.696,0.762
SIR003_sl1000_mr025_nv10_7,0.643,0.562,0.6,0.643,0.562,0.6,0.6,0.562,0.581
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_9,0.682,0.536,0.6,0.842,0.571,0.681,0.667,0.643,0.655
SIR003_sl1000_mr05_nv10_1,0.818,0.529,0.643,0.846,0.647,0.733,0.8,0.706,0.75
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_11,0.733,0.629,0.677,0.714,0.571,0.635,0.676,0.657,0.667
SIR003_sl1000_mr05_nv10_12,0.824,0.764,0.792,0.896,0.782,0.835,0.815,0.8,0.807
SIR003_sl1000_mr05_nv10_13,0.83,0.696,0.757,0.891,0.732,0.804,0.788,0.732,0.759
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,0.9,0.947,1,1,1
SIR003_sl1000_mr05_nv10_15,0.917,0.846,0.88,0.923,0.923,0.923,0.923,0.923,0.923
SIR003_sl1000_mr05_nv10_16,0.857,0.72,0.783,0.882,0.6,0.714,0.64,0.64,0.64
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.923,0.522,0.667,0.85,0.739,0.791,0.739,0.739,0.739
SIR003_sl1000_mr05_nv10_19,0.857,0.649,0.738,0.853,0.784,0.817,0.757,0.757,0.757
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.929,0.867,0.897,0.929,0.867,0.897
SIR003_sl1000_mr05_nv10_20,0.5,0.333,0.4,0.75,0.333,0.462,0.571,0.444,0.5
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,0.875,0.7,0.778,0.8,0.8,0.8
SIR003_sl1000_mr05_nv10_4,0.889,0.615,0.727,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl1000_mr05_nv10_5,0.585,0.522,0.552,0.633,0.413,0.5,0.585,0.522,0.552
SIR003_sl1000_mr05_nv10_6,0.857,0.571,0.686,0.778,0.667,0.718,0.7,0.667,0.683
SIR003_sl1000_mr05_nv10_7,0.905,0.826,0.864,0.905,0.826,0.864,0.87,0.87,0.87
SIR003_sl1000_mr05_nv10_8,0.805,0.717,0.759,0.833,0.761,0.795,0.773,0.739,0.756
SIR003_sl1000_mr05_nv10_9,0.75,0.5,0.6,0.875,0.467,0.609,0.714,0.5,0.588
SIR003_sl1000_mr05_nv20_1,0.893,0.714,0.794,1,0.743,0.852,0.871,0.771,0.818
SIR003_sl1000_mr05_nv20_10,0.878,0.827,0.851,0.933,0.808,0.866,0.827,0.827,0.827
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SIR003_sl1000_mr05_nv20_12,0.8,0.655,0.72,0.804,0.673,0.733,0.812,0.709,0.757
SIR003_sl1000_mr05_nv20_13,0.755,0.685,0.718,0.86,0.685,0.763,0.722,0.722,0.722
SIR003_sl1000_mr05_nv20_14,1,0.9,0.947,1,0.9,0.947,1,1,1
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.933,0.737,0.824,0.867,0.684,0.765
SIR003_sl1000_mr05_nv20_16,0.811,0.698,0.75,0.861,0.721,0.785,0.705,0.721,0.713
SIR003_sl1000_mr05_nv20_17,0.688,0.66,0.673,0.81,0.68,0.739,0.686,0.7,0.693
SIR003_sl1000_mr05_nv20_18,0.818,0.711,0.761,0.871,0.711,0.783,0.811,0.789,0.8
SIR003_sl1000_mr05_nv20_19,0.758,0.676,0.714,0.839,0.703,0.765,0.737,0.757,0.747
SIR003_sl1000_mr05_nv20_2,0.865,0.653,0.744,0.791,0.694,0.739,0.729,0.714,0.722
SIR003_sl1000_mr05_nv20_20,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,1,0.615,0.762,1,0.692,0.818,0.769,0.769,0.769
SIR003_sl1000_mr05_nv20_4,0.917,0.688,0.786,0.889,0.75,0.814,0.9,0.844,0.871
SIR003_sl1000_mr05_nv20_5,0.842,0.667,0.744,0.842,0.667,0.744,0.739,0.708,0.723
SIR003_sl1000_mr05_nv20_6,0.833,0.714,0.769,0.846,0.786,0.815,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_7,0.889,0.667,0.762,1,0.667,0.8,0.769,0.833,0.8
SIR003_sl1000_mr05_nv20_8,0.762,0.593,0.667,0.708,0.63,0.667,0.692,0.667,0.679
SIR003_sl1000_mr05_nv20_9,0.853,0.725,0.784,0.838,0.775,0.805,0.821,0.8,0.81
SIR003_sl1000_mr05_nv5_1,0.68,0.486,0.567,0.774,0.686,0.727,0.649,0.686,0.667
SIR003_sl1000_mr05_nv5_10,0.838,0.756,0.795,0.906,0.707,0.795,0.821,0.78,0.8
SIR003_sl1000_mr05_nv5_11,0.75,0.532,0.623,0.708,0.548,0.618,0.7,0.565,0.625
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,1,0.833,0.909,1,1,1
SIR003_sl1000_mr05_nv5_13,0.857,0.545,0.667,0.889,0.727,0.8,0.909,0.909,0.909
SIR003_sl1000_mr05_nv5_14,0.762,0.552,0.64,0.944,0.586,0.723,0.773,0.586,0.667
SIR003_sl1000_mr05_nv5_15,0.891,0.661,0.759,0.887,0.758,0.817,0.812,0.839,0.825
SIR003_sl1000_mr05_nv5_16,0.667,0.333,0.444,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_17,0.706,0.5,0.585,0.812,0.542,0.65,0.638,0.625,0.632
SIR003_sl1000_mr05_nv5_18,0.8,0.5,0.615,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl1000_mr05_nv5_19,0.682,0.441,0.536,0.68,0.5,0.576,0.529,0.529,0.529
SIR003_sl1000_mr05_nv5_2,0.625,0.417,0.5,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_20,0.75,0.462,0.571,0.833,0.769,0.8,0.833,0.769,0.8
SIR003_sl1000_mr05_nv5_3,0.8,0.5,0.615,0.833,0.625,0.714,0.714,0.625,0.667
SIR003_sl1000_mr05_nv5_4,1,0.786,0.88,1,0.786,0.88,0.929,0.929,0.929
SIR003_sl1000_mr05_nv5_5,1,0.636,0.778,1,0.636,0.778,1,0.636,0.778
SIR003_sl1000_mr05_nv5_6,0.571,0.364,0.444,1,0.364,0.533,0.5,0.364,0.421
SIR003_sl1000_mr05_nv5_7,0.603,0.514,0.555,0.833,0.541,0.656,0.616,0.608,0.612
SIR003_sl1000_mr05_nv5_8,0.8,0.48,0.6,0.929,0.52,0.667,0.636,0.56,0.596
SIR003_sl1000_mr05_nv5_9,0.846,0.458,0.595,0.737,0.583,0.651,0.714,0.625,0.667
SIR003_sl1000_mr1_nv10_1,0.8,0.706,0.75,0.75,0.706,0.727,0.778,0.824,0.8
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.857,0.545,0.667,0.727,0.727,0.727
SIR003_sl1000_mr1_nv10_11,0.875,0.7,0.778,0.875,0.7,0.778,0.8,0.8,0.8
SIR003_sl1000_mr1_nv10_12,0.722,0.481,0.578,0.727,0.593,0.653,0.692,0.667,0.679
SIR003_sl1000_mr1_nv10_13,0.4,0.333,0.364,0.333,0.333,0.333,0.333,0.333,0.333
SIR003_sl1000_mr1_nv10_14,0.788,0.722,0.754,0.867,0.722,0.788,0.778,0.778,0.778
SIR003_sl1000_mr1_nv10_15,0.667,0.545,0.6,0.667,0.727,0.696,0.667,0.727,0.696
SIR003_sl1000_mr1_nv10_16,0.818,0.45,0.581,0.769,0.5,0.606,0.7,0.7,0.7
SIR003_sl1000_mr1_nv10_17,0.952,0.625,0.755,0.952,0.625,0.755,0.913,0.656,0.764
SIR003_sl1000_mr1_nv10_18,0.792,0.576,0.667,0.96,0.727,0.828,0.758,0.758,0.758
SIR003_sl1000_mr1_nv10_19,0.76,0.594,0.667,0.851,0.625,0.721,0.714,0.625,0.667
SIR003_sl1000_mr1_nv10_2,0.727,0.635,0.678,0.764,0.667,0.712,0.683,0.683,0.683
SIR003_sl1000_mr1_nv10_20,0.793,0.667,0.724,0.885,0.667,0.76,0.778,0.71,0.742
SIR003_sl1000_mr1_nv10_3,0.833,0.652,0.732,0.826,0.826,0.826,0.826,0.826,0.826
SIR003_sl1000_mr1_nv10_4,0.852,0.793,0.821,0.923,0.828,0.873,0.828,0.828,0.828
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714
SIR003_sl1000_mr1_nv10_6,0.769,0.667,0.714,0.952,0.667,0.784,0.7,0.7,0.7
SIR003_sl1000_mr1_nv10_7,0.714,0.625,0.667,1,0.625,0.769,0.75,0.75,0.75
SIR003_sl1000_mr1_nv10_8,0.774,0.686,0.727,0.897,0.743,0.812,0.771,0.771,0.771
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SIR003_sl250_mr05_nv10_1,0.857,0.375,0.522,0.739,0.531,0.618,0.708,0.531,0.607
SIR003_sl250_mr05_nv10_10,0.8,0.211,0.333,0.625,0.526,0.571,0.588,0.526,0.556
SIR003_sl250_mr05_nv10_11,0.5,0.083,0.143,0.6,0.5,0.545,0.625,0.417,0.5
SIR003_sl250_mr05_nv10_12,1,0.385,0.556,0.692,0.692,0.692,0.6,0.692,0.643
SIR003_sl250_mr05_nv10_13,0,0,0,0,0,0,0.25,0.143,0.182
SIR003_sl250_mr05_nv10_14,0.833,0.625,0.714,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_15,1,0.5,0.667,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl250_mr05_nv10_16,1,0.273,0.429,0.714,0.455,0.556,0.714,0.455,0.556
SIR003_sl250_mr05_nv10_17,0.857,0.267,0.407,0.711,0.6,0.651,0.65,0.578,0.612
SIR003_sl250_mr05_nv10_18,0.75,0.222,0.343,0.556,0.37,0.444,0.526,0.37,0.435
SIR003_sl250_mr05_nv10_19,1,0.08,0.148,0.444,0.16,0.235,0.444,0.16,0.235
SIR003_sl250_mr05_nv10_2,1,0.429,0.6,0.833,0.714,0.769,0.917,0.786,0.846
SIR003_sl250_mr05_nv10_20,0.737,0.341,0.467,0.69,0.488,0.571,0.656,0.512,0.575
SIR003_sl250_mr05_nv10_3,0.9,0.409,0.563,0.8,0.727,0.762,0.818,0.818,0.818
SIR003_sl250_mr05_nv10_4,1,0.25,0.4,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_5,0.833,0.455,0.588,0.688,0.5,0.579,0.667,0.545,0.6
SIR003_sl250_mr05_nv10_6,0.929,0.394,0.553,0.857,0.545,0.667,0.875,0.636,0.737
SIR003_sl250_mr05_nv10_7,0.786,0.239,0.367,0.567,0.37,0.447,0.533,0.348,0.421
SIR003_sl250_mr05_nv10_8,1,0.412,0.583,0.75,0.529,0.621,0.818,0.529,0.643
SIR003_sl250_mr05_nv10_9,1,0.111,0.2,0.6,0.667,0.632,0.556,0.556,0.556
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.833,0.714,0.769,0.857,0.857,0.857
SIR003_sl500_mr05_nv10_10,0.667,0.41,0.508,0.76,0.487,0.594,0.679,0.487,0.567
SIR003_sl500_mr05_nv10_11,0,0,0,0.8,0.667,0.727,0.667,0.667,0.667
SIR003_sl500_mr05_nv10_12,0.65,0.5,0.565,0.762,0.615,0.681,0.607,0.654,0.63
SIR003_sl500_mr05_nv10_13,0.812,0.542,0.65,0.846,0.688,0.759,0.825,0.688,0.75
SIR003_sl500_mr05_nv10_14,0.778,0.424,0.549,0.731,0.576,0.644,0.72,0.545,0.621
SIR003_sl500_mr05_nv10_15,1,0.632,0.774,0.929,0.684,0.788,0.933,0.737,0.824
SIR003_sl500_mr05_nv10_16,0.75,0.5,0.6,0.8,0.667,0.727,0.615,0.667,0.64
SIR003_sl500_mr05_nv10_17,0.833,0.5,0.625,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl500_mr05_nv10_18,0.818,0.692,0.75,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_19,0.739,0.567,0.642,0.729,0.583,0.648,0.698,0.617,0.655
SIR003_sl500_mr05_nv10_2,0.893,0.735,0.806,0.871,0.794,0.831,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_20,0.833,0.625,0.714,0.857,0.75,0.8,0.75,0.75,0.75
SIR003_sl500_mr05_nv10_3,0.818,0.621,0.706,0.87,0.69,0.769,0.815,0.759,0.786
SIR003_sl500_mr05_nv10_4,0.938,0.577,0.714,0.85,0.654,0.739,0.85,0.654,0.739
SIR003_sl500_mr05_nv10_5,1,0.7,0.824,0.875,0.7,0.778,1,0.8,0.889
SIR003_sl500_mr05_nv10_6,0.533,0.381,0.444,0.647,0.524,0.579,0.571,0.571,0.571
SIR003_sl500_mr05_nv10_7,0.714,0.278,0.4,0.643,0.5,0.563,0.643,0.5,0.563
SIR003_sl500_mr05_nv10_8,0.778,0.467,0.583,0.714,0.667,0.69,0.667,0.667,0.667
SIR003_sl500_mr05_nv10_9,1,0.429,0.6,0.8,0.571,0.667,1,0.571,0.727
SIR01_sl1000_mr075_nv10_1,0.87,0.702,0.777,0.88,0.772,0.822,0.828,0.842,0.835
SIR01_sl1000_mr075_nv10_10,1,0.625,0.769,1,0.75,0.857,1,1,1
SIR01_sl1000_mr075_nv10_11,1,0.571,0.727,0.778,1,0.875,0.75,0.857,0.8
SIR01_sl1000_mr075_nv10_12,1,0.6,0.75,0.889,0.8,0.842,0.867,0.867,0.867
SIR01_sl1000_mr075_nv10_13,0.636,0.5,0.56,0.875,0.5,0.636,0.643,0.643,0.643
SIR01_sl1000_mr075_nv10_14,1,0.571,0.727,0.8,0.571,0.667,0.714,0.714,0.714
SIR01_sl1000_mr075_nv10_15,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.923,0.667,0.774,0.944,0.944,0.944,0.895,0.944,0.919
SIR01_sl1000_mr075_nv10_17,0.809,0.535,0.644,0.864,0.535,0.661,0.763,0.634,0.692
SIR01_sl1000_mr075_nv10_18,0.9,0.818,0.857,0.833,0.909,0.87,0.818,0.818,0.818
SIR01_sl1000_mr075_nv10_19,0.571,0.364,0.444,0.75,0.273,0.4,0.571,0.364,0.444
SIR01_sl1000_mr075_nv10_2,1,0.545,0.706,0.875,0.636,0.737,0.727,0.727,0.727
SIR01_sl1000_mr075_nv10_20,0.692,0.6,0.643,0.833,0.667,0.741,0.7,0.7,0.7
SIR01_sl1000_mr075_nv10_3,0.625,0.455,0.526,0.667,0.364,0.471,0.545,0.545,0.545
SIR01_sl1000_mr075_nv10_4,0.893,0.658,0.758,0.909,0.789,0.845,0.868,0.868,0.868
SIR01_sl1000_mr075_nv10_5,0.909,0.781,0.84,0.942,0.766,0.845,0.879,0.797,0.836
SIR01_sl1000_mr075_nv10_6,0.75,0.375,0.5,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.917,0.917,0.917,0.909,0.833,0.87,0.917,0.917,0.917
SIR01_sl1000_mr075_nv10_8,0.909,0.625,0.741,0.909,0.625,0.741,0.909,0.625,0.741
SIR01_sl1000_mr075_nv10_9,0.773,0.63,0.694,0.889,0.593,0.711,0.773,0.63,0.694
SIR01_sl1000_mr15_nv10_1,0.85,0.54,0.66,0.818,0.571,0.673,0.818,0.571,0.673
SIR01_sl1000_mr15_nv10_10,0.792,0.594,0.679,0.864,0.594,0.704,0.769,0.625,0.69
SIR01_sl1000_mr15_nv10_11,1,0.417,0.588,0.875,0.583,0.7,0.667,0.667,0.667
SIR01_sl1000_mr15_nv10_12,0.8,0.5,0.615,0.846,0.458,0.595,0.722,0.542,0.619
SIR01_sl1000_mr15_nv10_13,1,0.471,0.64,1,0.529,0.692,1,0.588,0.741
SIR01_sl1000_mr15_nv10_14,1,0.75,0.857,0.857,0.75,0.8,0.889,1,0.941
SIR01_sl1000_mr15_nv10_15,0.667,0.526,0.588,0.76,0.5,0.603,0.583,0.553,0.568
SIR01_sl1000_mr15_nv10_16,1,0.286,0.444,0.857,0.857,0.857,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_17,0.933,0.7,0.8,0.933,0.7,0.8,0.933,0.7,0.8
SIR01_sl1000_mr15_nv10_18,0.807,0.667,0.73,0.909,0.725,0.806,0.791,0.768,0.779
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.909,0.769,0.833,1,0.692,0.818,1,0.769,0.87
SIR01_sl1000_mr15_nv10_20,0.75,0.667,0.706,0.7,0.778,0.737,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.894,0.712,0.792,0.902,0.78,0.836,0.87,0.797,0.832
SIR01_sl1000_mr15_nv10_4,1,0.5,0.667,0.8,0.5,0.615,0.8,0.5,0.615
SIR01_sl1000_mr15_nv10_5,1,0.8,0.889,1,0.8,0.889,0.9,0.9,0.9
SIR01_sl1000_mr15_nv10_6,1,0.571,0.727,1,0.857,0.923,1,1,1
SIR01_sl1000_mr15_nv10_7,0.767,0.66,0.71,0.85,0.68,0.756,0.739,0.68,0.708
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SIR01_sl1000_mr15_nv10_9,0.769,0.476,0.588,0.778,0.667,0.718,0.714,0.714,0.714
SIR01_sl1000_mr15_nv20_1,0.793,0.719,0.754,0.88,0.688,0.772,0.767,0.719,0.742
SIR01_sl1000_mr15_nv20_10,0.9,0.692,0.783,1,0.692,0.818,0.769,0.769,0.769
SIR01_sl1000_mr15_nv20_11,0.891,0.695,0.781,0.893,0.847,0.87,0.845,0.831,0.838
SIR01_sl1000_mr15_nv20_12,0.778,0.467,0.583,0.889,0.533,0.667,0.727,0.533,0.615
SIR01_sl1000_mr15_nv20_13,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.5,0.4,0.444,0.5,0.4,0.444,0.5,0.4,0.444
SIR01_sl1000_mr15_nv20_15,0.714,0.357,0.476,0.5,0.357,0.417,0.429,0.429,0.429
SIR01_sl1000_mr15_nv20_16,0.929,0.619,0.743,0.889,0.762,0.821,0.773,0.81,0.791
SIR01_sl1000_mr15_nv20_17,0.909,0.714,0.8,0.917,0.786,0.846,0.917,0.786,0.846
SIR01_sl1000_mr15_nv20_18,1,0.8,0.889,1,0.9,0.947,0.903,0.933,0.918
SIR01_sl1000_mr15_nv20_19,0.932,0.804,0.863,0.932,0.804,0.863,0.898,0.863,0.88
SIR01_sl1000_mr15_nv20_2,1,0.4,0.571,0.833,0.5,0.625,0.5,0.5,0.5
SIR01_sl1000_mr15_nv20_20,0.9,0.643,0.75,0.857,0.857,0.857,0.846,0.786,0.815
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.4,0.571,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_4,0.86,0.71,0.778,0.926,0.725,0.813,0.855,0.768,0.809
SIR01_sl1000_mr15_nv20_5,0.667,0.6,0.632,0.7,0.7,0.7,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_6,0.833,0.625,0.714,0.667,0.75,0.706,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,1,0.786,0.88,0.96,0.857,0.906,0.923,0.857,0.889
SIR01_sl1000_mr15_nv20_8,0.902,0.771,0.831,0.927,0.792,0.854,0.905,0.792,0.844
SIR01_sl1000_mr15_nv20_9,0.952,0.769,0.851,0.905,0.731,0.809,0.909,0.769,0.833
SIR01_sl1000_mr15_nv5_1,0.842,0.571,0.681,0.895,0.607,0.723,0.81,0.607,0.694
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842
SIR01_sl1000_mr15_nv5_11,0.75,0.333,0.462,0.714,0.556,0.625,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_12,0.8,0.522,0.632,0.667,0.435,0.526,0.762,0.696,0.727
SIR01_sl1000_mr15_nv5_13,0.8,0.5,0.615,0.812,0.812,0.812,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.812,0.591,0.684,0.833,0.682,0.75,0.739,0.773,0.756
SIR01_sl1000_mr15_nv5_15,0.75,0.6,0.667,0.816,0.689,0.747,0.721,0.689,0.705
SIR01_sl1000_mr15_nv5_16,0.75,0.333,0.462,0.571,0.444,0.5,0.5,0.444,0.471
SIR01_sl1000_mr15_nv5_17,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,0.714,0.556,0.625,1,0.778,0.875,0.778,0.778,0.778
SIR01_sl1000_mr15_nv5_19,0.684,0.619,0.65,0.8,0.571,0.667,0,0,0
SIR01_sl1000_mr15_nv5_2,0.767,0.657,0.708,0.947,0.514,0.667,0.767,0.657,0.708
SIR01_sl1000_mr15_nv5_20,0.818,0.529,0.643,0.867,0.765,0.812,0.833,0.882,0.857
SIR01_sl1000_mr15_nv5_3,0.5,0.222,0.308,0.571,0.444,0.5,0.556,0.556,0.556
SIR01_sl1000_mr15_nv5_4,0.867,0.52,0.65,1,0.44,0.611,0.609,0.56,0.583
SIR01_sl1000_mr15_nv5_5,0.625,0.455,0.526,0.667,0.364,0.471,0.636,0.636,0.636
SIR01_sl1000_mr15_nv5_6,0.812,0.565,0.667,0.857,0.522,0.649,0.765,0.565,0.65
SIR01_sl1000_mr15_nv5_7,1,0.375,0.545,1,0.5,0.667,1,0.5,0.667
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.6,0.375,0.462,0.375,0.375,0.375
SIR01_sl1000_mr15_nv5_9,0.763,0.617,0.682,0.818,0.574,0.675,0.763,0.617,0.682
SIR01_sl1000_mr3_nv10_1,0.75,0.7,0.724,0.957,0.733,0.83,0.733,0.733,0.733
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.667,0.8,1,0.778,0.875
SIR01_sl1000_mr3_nv10_11,0.923,0.632,0.75,0.929,0.684,0.788,0.884,0.667,0.76
