dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR015_sl1000_mr0125_nv10_10,0.81,0.895,0.85,0.867,0.684,0.765,0.947,0.947,0.947
SEIR015_sl1000_mr025_nv10_6,0.923,0.783,0.847,0.947,0.783,0.857,0.913,0.913,0.913
SIR01_sl1000_mr075_nv10_8,0.818,0.562,0.667,0.818,0.562,0.667,0.818,0.562,0.667
SEIR015_sl1000_mr025_nv10_4,0.667,0.818,0.735,0.895,0.773,0.829,0.867,0.886,0.876
SEIR01_sl1000_mr025_nv20_11,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr05_nv20_19,0.844,0.73,0.783,0.844,0.73,0.783,0.737,0.757,0.747
SEIR015_sl1000_mr025_nv5_7,0.81,0.654,0.723,0.8,0.615,0.696,0.846,0.846,0.846
SIR003_sl500_mr05_nv10_3,0.778,0.724,0.75,0.846,0.759,0.8,0.759,0.759,0.759
SEIR01_sl1000_mr05_nv10_18,0.87,0.839,0.855,0.87,0.839,0.855,0.828,0.857,0.842
SEIR01_sl1000_mr025_nv10_7,0.816,0.775,0.795,0.784,0.725,0.753,0.806,0.725,0.763
SIR01_sl1000_mr15_nv10_9,0.789,0.714,0.75,0.789,0.714,0.75,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_20,0.625,0.625,0.625,0.625,0.625,0.625,0.6,0.75,0.667
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_1,0.6,0.706,0.649,0.571,0.706,0.632,0.6,0.706,0.649
SIR01_sl1000_mr15_nv20_15,0.5,0.357,0.417,0.5,0.357,0.417,0.429,0.429,0.429
SEIR01_sl250_mr025_nv10_4,0.812,0.929,0.867,0.812,0.929,0.867,0.812,0.929,0.867
SIR01_sl1000_mr15_nv5_16,0.6,0.667,0.632,0.571,0.444,0.5,0.444,0.444,0.444
SEIR01_sl1000_mr0125_nv10_17,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr025_nv10_10,0.909,0.769,0.833,0.833,0.769,0.8,0.692,0.692,0.692
SEIR01_sl500_mr025_nv10_15,0.75,0.828,0.787,0.828,0.828,0.828,0.8,0.828,0.814
SEIR01_sl1000_mr05_nv10_10,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl500_mr025_nv10_4,0.75,0.857,0.8,0.75,0.857,0.8,0.625,0.714,0.667
SEIR015_sl1000_mr0125_nv10_12,0.833,0.714,0.769,0.833,0.714,0.769,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_17,0.854,0.7,0.769,0.833,0.7,0.761,0.74,0.74,0.74
SIR01_sl500_mr15_nv10_9,0.807,0.807,0.807,0.878,0.754,0.811,0.776,0.789,0.783
SIR003_sl1000_mr025_nv10_6,0.824,0.609,0.7,0.882,0.652,0.75,0.652,0.652,0.652
SIR01_sl1000_mr15_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr05_nv10_12,0.891,0.845,0.867,0.891,0.845,0.867,0.881,0.897,0.889
SIR01_sl250_mr15_nv10_17,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr025_nv10_11,0.783,0.6,0.679,0.696,0.533,0.604,0.581,0.6,0.59
SIR01_sl1000_mr15_nv20_2,0.833,0.5,0.625,0.833,0.5,0.625,0.5,0.5,0.5
SIR003_sl1000_mr1_nv10_18,0.926,0.758,0.833,0.926,0.758,0.833,0.788,0.788,0.788
SEIR015_sl250_mr025_nv10_19,0.439,0.486,0.462,0.636,0.568,0.6,0.651,0.757,0.7
SIR01_sl250_mr15_nv10_5,0.8,0.889,0.842,0.727,0.889,0.8,0.8,0.889,0.842
SIR01_sl1000_mr15_nv10_2,1,0.615,0.762,1,0.538,0.7,0.7,0.538,0.609
SEIR015_sl250_mr025_nv10_13,0.8,0.75,0.774,0.8,0.75,0.774,0.706,0.75,0.727
SEIR015_sl500_mr025_nv10_8,0.562,0.672,0.612,0.716,0.716,0.716,0.7,0.836,0.762
SEIR01_sl1000_mr025_nv20_17,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
SIR003_sl1000_mr05_nv20_10,0.955,0.808,0.875,0.955,0.808,0.875,0.827,0.827,0.827
SIR01_sl1000_mr075_nv10_15,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv10_15,0.69,0.526,0.597,0.714,0.526,0.606,0.564,0.579,0.571
SEIR015_sl1000_mr05_nv10_7,0.529,0.692,0.6,0.529,0.692,0.6,0.526,0.769,0.625
SEIR015_sl1000_mr025_nv20_5,0.943,0.846,0.892,0.943,0.846,0.892,0.949,0.949,0.949
SIR01_sl1000_mr075_nv10_5,0.927,0.797,0.857,0.9,0.703,0.789,0.86,0.766,0.81
SIR003_sl250_mr05_nv10_1,0.576,0.594,0.585,0.606,0.625,0.615,0.556,0.625,0.588
SIR003_sl250_mr05_nv10_3,0.9,0.818,0.857,0.9,0.818,0.857,0.864,0.864,0.864
SIR003_sl1000_mr05_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_10,0.8,0.364,0.5,0.8,0.364,0.5,0.909,0.909,0.909
SIR003_sl250_mr05_nv10_12,0.467,0.538,0.5,0.4,0.462,0.429,0.429,0.462,0.444
SIR01_sl250_mr15_nv10_8,0.714,0.556,0.625,0.714,0.556,0.625,0.556,0.556,0.556
SEIR01_sl1000_mr025_nv5_15,0.741,0.741,0.741,0.692,0.667,0.679,0.724,0.778,0.75
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.833,0.714,0.769,0.786,0.786,0.786
SEIR015_sl1000_mr05_nv10_3,0.789,0.804,0.796,0.885,0.821,0.852,0.814,0.857,0.835
SIR01_sl1000_mr15_nv20_11,0.864,0.864,0.864,0.852,0.881,0.867,0.864,0.864,0.864
SEIR01_sl500_mr025_nv10_1,0.636,0.7,0.667,0.625,0.5,0.556,0.455,0.5,0.476
SEIR015_sl1000_mr025_nv5_16,1,0.731,0.844,1,0.731,0.844,1,1,1
SEIR015_sl1000_mr025_nv20_17,0.889,0.857,0.873,0.885,0.821,0.852,0.897,0.929,0.912
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.667,0.8,0.778,0.778,0.778
SEIR015_sl500_mr025_nv10_14,0.889,0.889,0.889,1,0.889,0.941,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv5_7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
SEIR01_sl1000_mr05_nv10_19,0.4,0.286,0.333,0.4,0.286,0.333,0.286,0.286,0.286
SIR003_sl1000_mr1_nv10_3,0.833,0.87,0.851,0.792,0.826,0.809,0.75,0.783,0.766
SEIR015_sl250_mr025_nv10_15,0.509,0.592,0.547,0.609,0.571,0.589,0.492,0.592,0.537
SEIR01_sl500_mr025_nv10_20,0.815,0.688,0.746,0.821,0.719,0.767,0.781,0.781,0.781
SIR01_sl1000_mr15_nv10_17,0.938,0.75,0.833,1,0.75,0.857,1,0.75,0.857
SEIR01_sl1000_mr025_nv20_20,0.889,0.774,0.828,0.889,0.774,0.828,0.875,0.903,0.889
SEIR015_sl250_mr025_nv10_17,0.667,0.5,0.571,0.556,0.417,0.476,0.615,0.667,0.64
SEIR01_sl1000_mr025_nv5_9,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_8,0.88,0.815,0.846,0.88,0.815,0.846,0.815,0.815,0.815
SIR01_sl1000_mr15_nv20_16,0.947,0.857,0.9,0.947,0.857,0.9,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_1,0.753,0.753,0.753,0.897,0.712,0.794,0.973,1,0.986
SEIR01_sl500_mr025_nv10_16,0.857,0.8,0.828,0.857,0.8,0.828,0.75,0.8,0.774
SEIR015_sl1000_mr025_nv10_16,0.667,0.714,0.69,0.786,0.786,0.786,0.812,0.929,0.867
SIR003_sl250_mr05_nv10_20,0.615,0.585,0.6,0.641,0.61,0.625,0.614,0.659,0.635
SEIR015_sl1000_mr025_nv10_11,0.824,0.75,0.785,0.857,0.75,0.8,0.915,0.964,0.939
SIR003_sl1000_mr05_nv20_6,1,0.786,0.88,0.909,0.714,0.8,0.786,0.786,0.786
SIR003_sl1000_mr05_nv10_18,0.8,0.696,0.744,0.762,0.696,0.727,0.696,0.696,0.696
SEIR015_sl1000_mr05_nv10_4,0.429,0.469,0.448,0.545,0.562,0.554,0.595,0.688,0.638
SIR01_sl1000_mr15_nv20_8,0.949,0.771,0.851,0.949,0.771,0.851,0.927,0.792,0.854
SIR01_sl1000_mr3_nv10_20,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_18,0.964,0.9,0.931,0.964,0.9,0.931,0.933,0.933,0.933
SIR003_sl1000_mr025_nv10_20,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv5_3,0.591,0.481,0.531,0.737,0.519,0.609,0.714,0.556,0.625
SEIR01_sl1000_mr025_nv10_1,0.885,0.821,0.852,0.885,0.821,0.852,0.893,0.893,0.893
SEIR01_sl1000_mr0125_nv10_7,0.973,0.923,0.947,0.973,0.923,0.947,0.949,0.949,0.949
SIR01_sl1000_mr15_nv5_1,0.905,0.679,0.776,0.81,0.607,0.694,0.739,0.607,0.667
SIR01_sl1000_mr075_nv10_3,0.714,0.455,0.556,0.714,0.455,0.556,0.545,0.545,0.545
SEIR01_sl1000_mr025_nv5_2,0.733,0.688,0.71,0.75,0.562,0.643,0.647,0.688,0.667
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr1_nv10_16,0.769,0.5,0.606,0.769,0.5,0.606,0.667,0.7,0.683
SEIR01_sl1000_mr025_nv10_20,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
SIR003_sl1000_mr025_nv10_4,0.875,0.677,0.764,0.875,0.677,0.764,0.71,0.71,0.71
SEIR015_sl1000_mr025_nv5_15,0.656,0.615,0.635,0.759,0.677,0.715,0.812,0.862,0.836
SIR003_sl500_mr05_nv10_5,0.769,1,0.87,0.889,0.8,0.842,0.636,0.7,0.667
SEIR01_sl1000_mr05_nv10_6,0.889,0.8,0.842,0.865,0.8,0.831,0.9,0.9,0.9
SEIR01_sl250_mr025_nv10_19,0.667,0.833,0.741,0.714,0.833,0.769,0.714,0.833,0.769
SEIR015_sl500_mr025_nv10_19,0.8,0.8,0.8,0.889,0.8,0.842,1,1,1
SEIR015_sl1000_mr025_nv5_20,0.676,0.561,0.613,0.759,0.537,0.629,0.721,0.756,0.738
SIR01_sl1000_mr075_nv10_14,0.8,0.571,0.667,0.667,0.571,0.615,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_2,0.821,0.653,0.727,0.805,0.673,0.733,0.68,0.694,0.687
SIR01_sl500_mr15_nv10_3,0.75,0.632,0.686,0.75,0.632,0.686,0.65,0.684,0.667
SEIR01_sl500_mr025_nv10_18,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
SEIR015_sl250_mr025_nv10_7,0.4,0.5,0.444,0.333,0.375,0.353,0.333,0.375,0.353
SIR003_sl1000_mr1_nv10_17,0.786,0.688,0.733,0.786,0.688,0.733,0.75,0.75,0.75
SEIR01_sl500_mr025_nv10_14,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SEIR01_sl1000_mr025_nv10_6,0.75,0.857,0.8,0.714,0.714,0.714,0.857,0.857,0.857
SIR003_sl1000_mr1_nv10_8,0.897,0.743,0.812,0.897,0.743,0.812,0.743,0.743,0.743
SEIR01_sl1000_mr025_nv20_3,0.864,0.905,0.884,0.864,0.905,0.884,0.864,0.905,0.884
SEIR015_sl1000_mr0125_nv10_9,0.467,0.333,0.389,0.467,0.333,0.389,0.458,0.524,0.489
SIR003_sl250_mr05_nv10_6,0.806,0.758,0.781,0.8,0.727,0.762,0.765,0.788,0.776
SEIR015_sl1000_mr025_nv20_3,0.566,0.652,0.606,0.698,0.667,0.682,0.688,0.803,0.741
SEIR01_sl1000_mr025_nv5_5,0.818,0.529,0.643,0.771,0.529,0.628,0.722,0.765,0.743
SEIR015_sl1000_mr025_nv10_1,0.818,0.9,0.857,0.8,0.8,0.8,0.9,0.9,0.9
SEIR01_sl250_mr025_nv10_18,0.641,0.781,0.704,0.694,0.781,0.735,0.676,0.781,0.725
SIR01_sl250_mr15_nv10_10,0.667,0.643,0.655,0.761,0.625,0.686,0.692,0.643,0.667
SEIR015_sl1000_mr025_nv10_7,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_4,0.923,0.828,0.873,0.923,0.828,0.873,0.828,0.828,0.828
SIR003_sl500_mr05_nv10_9,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl250_mr05_nv10_13,0.75,0.429,0.545,0.75,0.429,0.545,0.75,0.429,0.545
SEIR015_sl250_mr025_nv10_1,0.609,0.824,0.7,0.652,0.882,0.75,0.6,0.882,0.714
SIR003_sl1000_mr025_nv10_8,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr1_nv10_12,0.545,0.444,0.49,0.522,0.444,0.48,0.571,0.593,0.582
SIR01_sl1000_mr15_nv10_13,1,0.588,0.741,1,0.588,0.741,1,0.588,0.741
SIR003_sl1000_mr05_nv10_9,0.824,0.467,0.596,0.867,0.433,0.578,0.737,0.467,0.571
SEIR01_sl1000_mr025_nv20_15,0.917,0.957,0.936,0.957,0.957,0.957,0.957,0.957,0.957
SIR01_sl1000_mr075_nv10_4,0.857,0.789,0.822,0.889,0.842,0.865,0.895,0.895,0.895
SIR003_sl1000_mr05_nv20_5,0.842,0.667,0.744,0.842,0.667,0.744,0.708,0.708,0.708
SIR01_sl1000_mr075_nv10_2,1,0.636,0.778,1,0.636,0.778,1,0.545,0.706
SEIR015_sl1000_mr05_nv10_18,0.615,0.78,0.688,0.711,0.78,0.744,0.756,0.829,0.791
SIR01_sl1000_mr15_nv5_7,0.8,0.5,0.615,1,0.5,0.667,0.5,0.5,0.5
SIR01_sl1000_mr075_nv10_13,0.778,0.5,0.609,0.7,0.5,0.583,0.643,0.643,0.643
SEIR015_sl1000_mr0125_nv10_6,0.771,0.771,0.771,0.808,0.6,0.689,0.895,0.971,0.932
SEIR015_sl1000_mr0125_nv10_20,0.83,0.951,0.886,0.923,0.878,0.9,0.841,0.902,0.871
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,1,0.8,0.889,1,0.8,0.889,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_10,0.857,0.667,0.75,0.857,0.667,0.75,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_10,0.857,0.732,0.789,0.909,0.732,0.811,0.78,0.78,0.78
SEIR01_sl1000_mr05_nv10_15,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_4,0.843,0.827,0.835,0.933,0.808,0.866,0.906,0.923,0.914
SIR01_sl1000_mr3_nv10_18,0.941,0.667,0.78,0.944,0.708,0.81,0.792,0.792,0.792
SEIR01_sl1000_mr025_nv20_16,0.556,0.714,0.625,0.545,0.857,0.667,0.6,0.857,0.706
SIR01_sl250_mr15_nv10_11,0.52,0.542,0.531,0.571,0.5,0.533,0.6,0.5,0.545
SEIR01_sl250_mr025_nv10_7,0.706,0.857,0.774,0.706,0.857,0.774,0.706,0.857,0.774
SEIR015_sl1000_mr025_nv10_15,0.5,0.483,0.491,0.565,0.448,0.5,0.594,0.707,0.646
SEIR01_sl500_mr025_nv10_8,0.737,0.875,0.8,0.737,0.875,0.8,0.737,0.875,0.8
SEIR01_sl1000_mr0125_nv10_16,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_11,0.818,0.692,0.75,0.818,0.692,0.75,0.692,0.692,0.692
SEIR01_sl1000_mr0125_nv10_1,0.765,0.722,0.743,0.765,0.722,0.743,0.684,0.722,0.703
SIR003_sl1000_mr1_nv10_1,0.857,0.706,0.774,0.733,0.647,0.688,0.765,0.765,0.765
SIR003_sl500_mr05_nv10_15,0.95,1,0.974,0.947,0.947,0.947,1,1,1
SEIR01_sl250_mr025_nv10_6,0.643,0.818,0.72,0.63,0.773,0.694,0.607,0.773,0.68
SEIR01_sl250_mr025_nv10_3,0.655,0.704,0.679,0.69,0.741,0.714,0.71,0.815,0.759
SEIR01_sl1000_mr025_nv5_1,0.844,0.659,0.74,0.818,0.659,0.73,0.756,0.756,0.756
SEIR015_sl1000_mr05_nv10_17,0.624,0.841,0.716,0.735,0.725,0.73,0.808,0.913,0.857
SIR003_sl250_mr05_nv10_17,0.711,0.711,0.711,0.689,0.689,0.689,0.646,0.689,0.667
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.867,0.684,0.765,0.765,0.684,0.722
SEIR01_sl250_mr025_nv10_13,0.5,0.667,0.571,0.571,0.667,0.615,0.429,0.5,0.462
SEIR015_sl1000_mr05_nv10_13,0.945,0.852,0.897,0.927,0.836,0.879,0.951,0.951,0.951
SEIR015_sl1000_mr025_nv5_6,0.305,0.468,0.369,0.538,0.339,0.416,0.51,0.403,0.45
SIR01_sl1000_mr3_nv10_6,0.805,0.611,0.695,0.791,0.63,0.701,0.636,0.648,0.642
SEIR01_sl250_mr025_nv10_15,0.636,1,0.778,0.6,0.857,0.706,0.7,1,0.824
SEIR015_sl1000_mr025_nv10_8,0.941,0.8,0.865,0.941,0.8,0.865,1,1,1
SEIR015_sl1000_mr05_nv10_10,0.8,0.889,0.842,0.8,0.889,0.842,0.8,0.889,0.842
SEIR015_sl1000_mr025_nv10_13,0.308,0.4,0.348,0.308,0.4,0.348,0.308,0.4,0.348
SEIR015_sl1000_mr0125_nv10_4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_13,0.643,0.692,0.667,0.556,0.385,0.455,0.375,0.462,0.414
SEIR015_sl1000_mr05_nv10_19,0.719,0.719,0.719,0.719,0.719,0.719,0.75,0.844,0.794
SEIR01_sl1000_mr0125_nv10_18,0.86,0.822,0.841,0.841,0.822,0.831,0.87,0.889,0.879
SEIR01_sl1000_mr025_nv20_9,0.923,1,0.96,1,1,1,1,1,1
SEIR01_sl250_mr025_nv10_12,0.844,0.884,0.864,0.8,0.837,0.818,0.792,0.884,0.835
SIR003_sl500_mr05_nv10_17,0.667,0.8,0.727,0.727,0.8,0.762,0.636,0.7,0.667
SIR01_sl250_mr15_nv10_7,0.556,0.61,0.581,0.697,0.561,0.622,0.641,0.61,0.625
SEIR015_sl1000_mr05_nv10_9,0.688,0.733,0.71,0.647,0.733,0.688,0.688,0.733,0.71
SIR003_sl250_mr05_nv10_15,0.727,1,0.842,0.857,0.75,0.8,0.667,0.75,0.706
SEIR01_sl1000_mr025_nv20_7,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
SEIR015_sl1000_mr025_nv5_4,0.708,0.68,0.694,0.85,0.68,0.756,0.86,0.86,0.86
SIR003_sl250_mr05_nv10_2,0.786,0.786,0.786,0.786,0.786,0.786,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_8,0.533,0.444,0.485,0.706,0.667,0.686,0.857,0.667,0.75
SIR003_sl1000_mr05_nv10_16,0.895,0.68,0.773,0.882,0.6,0.714,0.64,0.64,0.64
SEIR01_sl1000_mr025_nv10_12,0.667,0.75,0.706,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_9,0.462,0.667,0.545,0.417,0.556,0.476,0.417,0.556,0.476
SIR01_sl1000_mr3_nv10_1,0.84,0.7,0.764,0.88,0.733,0.8,0.71,0.733,0.721
SIR003_sl1000_mr025_nv10_17,0.857,0.783,0.818,0.818,0.783,0.8,0.826,0.826,0.826
SEIR015_sl250_mr025_nv10_11,0.488,0.588,0.533,0.618,0.618,0.618,0.571,0.706,0.632
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SEIR01_sl1000_mr025_nv20_18,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR015_sl500_mr025_nv10_6,0.75,0.789,0.769,0.75,0.789,0.769,0.75,0.789,0.769
SEIR015_sl1000_mr0125_nv10_2,0.909,0.625,0.741,0.909,0.625,0.741,0.938,0.938,0.938
SIR003_sl1000_mr05_nv20_9,0.833,0.75,0.789,0.833,0.75,0.789,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_15,0.286,0.25,0.267,0.286,0.25,0.267,0.2,0.25,0.222
SEIR01_sl1000_mr025_nv20_14,0.846,0.846,0.846,0.786,0.846,0.815,0.857,0.923,0.889
SIR01_sl1000_mr15_nv20_9,0.9,0.692,0.783,0.905,0.731,0.809,0.955,0.808,0.875
SEIR01_sl1000_mr025_nv20_5,0.848,0.848,0.848,0.875,0.848,0.862,0.848,0.848,0.848
SEIR01_sl1000_mr0125_nv10_5,0.875,0.894,0.884,0.875,0.894,0.884,0.875,0.894,0.884
SEIR015_sl1000_mr0125_nv10_17,0.636,0.808,0.712,0.704,0.731,0.717,0.742,0.885,0.807
SEIR01_sl1000_mr025_nv10_18,0.8,0.889,0.842,0.889,0.889,0.889,0.778,0.778,0.778
SIR003_sl1000_mr1_nv10_7,0.833,0.625,0.714,0.833,0.625,0.714,0.75,0.75,0.75
SEIR01_sl1000_mr0125_nv10_11,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SEIR015_sl1000_mr025_nv20_10,0.667,0.667,0.667,0.583,0.778,0.667,0.333,0.444,0.381
SEIR01_sl1000_mr05_nv10_1,0.909,0.769,0.833,0.909,0.769,0.833,0.923,0.923,0.923
SIR01_sl1000_mr15_nv20_4,0.893,0.725,0.8,0.893,0.725,0.8,0.836,0.739,0.785
SIR01_sl1000_mr15_nv5_2,0.667,0.571,0.615,0.75,0.6,0.667,0.686,0.686,0.686
SEIR01_sl1000_mr025_nv20_4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_9,0.958,0.885,0.92,0.958,0.885,0.92,0.926,0.962,0.943
SIR01_sl1000_mr15_nv20_6,0.875,0.875,0.875,0.778,0.875,0.824,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv5_16,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.944
SIR003_sl1000_mr05_nv10_6,0.75,0.714,0.732,0.722,0.619,0.667,0.636,0.667,0.651
SIR01_sl1000_mr15_nv20_17,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714
SIR003_sl1000_mr05_nv10_15,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr05_nv10_8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_1,0.786,0.647,0.71,0.733,0.647,0.688,0.706,0.706,0.706
SEIR015_sl1000_mr025_nv20_18,0.517,0.769,0.619,0.651,0.718,0.683,0.636,0.718,0.675
SEIR01_sl1000_mr05_nv10_5,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv5_17,0.842,0.78,0.81,0.846,0.805,0.825,0.86,0.902,0.881
SEIR01_sl250_mr025_nv10_14,0.644,0.63,0.637,0.625,0.543,0.581,0.532,0.543,0.538
SIR003_sl500_mr05_nv10_4,0.8,0.615,0.696,0.8,0.615,0.696,0.63,0.654,0.642
SIR003_sl1000_mr025_nv10_9,0.8,0.571,0.667,0.842,0.571,0.681,0.679,0.679,0.679
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.4,0.571,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_15,0.584,0.776,0.667,0.796,0.672,0.729,0.867,0.897,0.881
SIR003_sl1000_mr05_nv10_8,0.829,0.739,0.782,0.805,0.717,0.759,0.767,0.717,0.742
SIR003_sl1000_mr1_nv10_15,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636
SEIR01_sl1000_mr025_nv10_5,0.95,0.864,0.905,0.95,0.864,0.905,0.909,0.909,0.909
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SEIR01_sl1000_mr025_nv5_11,0.684,0.684,0.684,0.765,0.684,0.722,0.75,0.789,0.769
SIR01_sl250_mr15_nv10_18,0.6,0.75,0.667,0.478,0.55,0.512,0.462,0.6,0.522
SEIR01_sl1000_mr05_nv10_3,0.913,0.84,0.875,0.913,0.84,0.875,0.92,0.92,0.92
SIR01_sl1000_mr3_nv10_12,0.862,0.735,0.794,0.862,0.735,0.794,0.735,0.735,0.735
SIR01_sl1000_mr075_nv10_12,0.889,0.8,0.842,0.889,0.8,0.842,0.833,0.833,0.833
SEIR01_sl500_mr025_nv10_11,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
SIR003_sl250_mr05_nv10_18,0.773,0.63,0.694,0.7,0.519,0.596,0.464,0.481,0.473
SIR003_sl1000_mr05_nv10_12,0.88,0.8,0.838,0.88,0.8,0.838,0.836,0.836,0.836
SIR003_sl1000_mr05_nv5_15,0.863,0.71,0.779,0.84,0.677,0.75,0.758,0.758,0.758
SIR003_sl1000_mr025_nv10_16,0.667,0.588,0.625,0.688,0.647,0.667,0.611,0.647,0.629
SEIR01_sl1000_mr0125_nv10_20,0.857,0.96,0.906,0.889,0.96,0.923,0.852,0.92,0.885
SIR01_sl500_mr15_nv10_10,0.636,0.538,0.583,0.636,0.538,0.583,0.538,0.538,0.538
SIR003_sl250_mr05_nv10_7,0.412,0.457,0.433,0.465,0.435,0.449,0.404,0.457,0.429
SEIR01_sl1000_mr025_nv5_17,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl500_mr025_nv10_17,0.5,0.333,0.4,0.4,0.333,0.364,0.571,0.667,0.615
SIR003_sl1000_mr05_nv10_10,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv5_3,0.667,0.75,0.706,0.75,0.75,0.75,0.625,0.625,0.625
SEIR015_sl1000_mr025_nv10_5,0.735,0.75,0.742,0.844,0.792,0.817,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_19,0.737,0.712,0.724,0.796,0.729,0.761,0.758,0.797,0.777
SEIR01_sl1000_mr025_nv10_3,0.917,0.898,0.907,0.86,0.878,0.869,0.84,0.857,0.848
SIR003_sl1000_mr025_nv10_15,0.722,0.542,0.619,0.722,0.542,0.619,0.708,0.708,0.708
SIR003_sl1000_mr05_nv20_7,0.818,0.75,0.783,0.818,0.75,0.783,0.615,0.667,0.64
SEIR015_sl1000_mr025_nv20_20,0.667,0.526,0.588,0.667,0.526,0.588,0.684,0.684,0.684
SEIR01_sl1000_mr05_nv10_4,0.8,0.727,0.762,0.8,0.727,0.762,0.667,0.727,0.696
SEIR015_sl1000_mr025_nv10_14,0.667,0.72,0.692,0.731,0.76,0.745,0.724,0.84,0.778
