,Branch length stretch,area,date,location,numdate
EPI_ISL_413014,2.0,Ontario,2020-01-25,Canada,2020.0684270056008
EPI_ISL_413016,0.046631229490894523,Sao Paulo,2020-02-28,Brazil,2020.1615210517609
EPI_ISL_413017,1.0894917570281717,,2020-02-06,South Korea,2020.1012837277749
EPI_ISL_413018,2.0,,2020-02-06,South Korea,2020.1012837277749
EPI_ISL_413020,0.13643952332520973,Zurich,2020-02-27,Switzerland,2020.1587829915798
EPI_ISL_413021,0.88282458325319046,Zurich,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_413022,2.0,Zurich,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_413023,2.0,Zurich,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_413024,2.0,Zurich,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_413214,2.0,New South Wales,2020-02-29,Australia,2020.1642591119419
EPI_ISL_413459,2.0,Tokyo,2020-02-20,Japan,2020.1396165703115
EPI_ISL_413488,0.34439860116636251,North Rhine Westphalia,2020-02-28,Germany,2020.1615210517609
EPI_ISL_413489,2.0,Lombardy,2020-03-03,Italy,2020.1724732924856
EPI_ISL_413513,2.0,,2020-02-27,South Korea,2020.1587829915798
EPI_ISL_413514,2.0,,2020-02-27,South Korea,2020.1587829915798
EPI_ISL_413515,2.0,,2020-02-27,South Korea,2020.1587829915798
EPI_ISL_413516,2.0,,2020-02-27,South Korea,2020.1587829915798
EPI_ISL_413518,2.0,Beijing,2020-01-26,China,2020.071165065782
EPI_ISL_413519,2.0,Beijing,2020-01-28,China,2020.0766411861443
EPI_ISL_413523,0.60710562430429604,Kerala,2020-01-31,India,2020.0848553666879
EPI_ISL_413574,2.0,Helmond,2020-02-29,Netherlands,2020.1642591119419
EPI_ISL_413579,2.0,Nootdorp,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_413587,2.0,Tilburg,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_413592,2.0,Taipei,2020-03-02,Taiwan,2020.1697352323044
EPI_ISL_413593,2.0,,2020-02-29,Luxembourg,2020.1642591119419
EPI_ISL_413595,2.0,NSW,2020-02-28,Australia,2020.1615210517609
EPI_ISL_413599,9.9999999600420609e-07,NSW,2020-03-04,Australia,2020.1752113528414
EPI_ISL_413600,2.0,NSW,2020-03-03,Australia,2020.1724732924856
EPI_ISL_413601,9.9999999600420609e-07,Washington,2020-03-02,USA,2020.1697352324791
EPI_ISL_413602,2.0,Helsinki,2020-03-03,Finland,2020.1724732924856
EPI_ISL_413603,2.0,Helsinki,2020-03-03,Finland,2020.1724732924856
EPI_ISL_413604,0.15817197904473135,Helsinki,2020-03-03,Finland,2020.1724732924856
EPI_ISL_413647,2.0,,2020-03-01,Portugal,2020.166997172123
EPI_ISL_413648,9.9999999600420609e-07,,2020-03-01,Portugal,2020.1669971722979
EPI_ISL_413692,9.9999999600415675e-07,,2020-01-01,China,2020.0027135614271
EPI_ISL_413693,1.0109189998274455,,2020-01-01,China,2020.0027135612524
EPI_ISL_413694,9.9999999600415675e-07,,2020-01-01,China,2020.0027135614271
EPI_ISL_413697,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413711,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413729,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413746,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413748,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413750,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413809,2.0,,2020-02-01,China,2020.087593426869
EPI_ISL_413851,2.0,Guangdong,2020-01-30,China,2020.0821173065067
EPI_ISL_413852,2.0,Guangdong,2020-01-30,China,2020.0821173065067
EPI_ISL_413854,2.0,Guangdong,2020-01-30,China,2020.0821173065067
EPI_ISL_413855,2.0,Guangdong,2020-02-07,China,2020.1040217879561
EPI_ISL_413931,0.330034047616034,California,2020-03-05,USA,2020.177949412848
EPI_ISL_413996,9.9999999600420609e-07,Tessin,2020-02-24,Switzerland,2020.1505688112109
EPI_ISL_413997,2.0,Geneva,2020-02-26,Switzerland,2020.1560449313984
EPI_ISL_413999,9.9999999600420609e-07,Argovie,2020-02-27,Switzerland,2020.1587829917544
EPI_ISL_414014,2.0,Sao Paulo,2020-03-02,Brazil,2020.1697352323044
EPI_ISL_414015,2.0,Sao Paulo,2020-02-29,Brazil,2020.1642591119419
EPI_ISL_414016,9.9999999600420609e-07,Sao Paulo,2020-02-29,Brazil,2020.1642591121167
EPI_ISL_414017,2.0,Sao Paulo,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_414019,2.0,Geneva,2020-02-27,Switzerland,2020.1587829915798
EPI_ISL_414020,2.0,Geneva,2020-02-27,Switzerland,2020.1587829915798
EPI_ISL_414021,2.0,Basel,2020-02-27,Switzerland,2020.1587829915798
EPI_ISL_414022,2.0,Geneva,2020-02-27,Switzerland,2020.1587829915798
EPI_ISL_414023,2.0,Vaud,2020-03-01,Switzerland,2020.166997172123
EPI_ISL_414045,2.0,Rio de Janeiro,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_414368,2.0,Washington,2020-03-05,USA,2020.177949412848
EPI_ISL_414414,0.53237320335437832,Queensland,2020-02-29,Australia,2020.1642591119419
EPI_ISL_414423,2.0,Gelderland,2020-03-02,Netherlands,2020.1697352323044
EPI_ISL_414424,2.0,Limburg,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_414425,2.0,Limburg,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_414428,1.0109765389077097,Noord Brabant,2020-03-02,Netherlands,2020.1697352323044
EPI_ISL_414430,2.0,Noord Brabant,2020-03-05,Netherlands,2020.177949412848
EPI_ISL_414436,2.0,Utrecht,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_414439,2.0,Utrecht,2020-03-02,Netherlands,2020.1697352323044
EPI_ISL_414449,9.9999999600420609e-07,Noord Brabant,2020-03-03,Netherlands,2020.1724732926602
EPI_ISL_414454,2.0,Noord Brabant,2020-03-05,Netherlands,2020.177949412848
EPI_ISL_414456,2.0,Noord Brabant,2020-03-04,Netherlands,2020.1752113526666
EPI_ISL_414457,1.3242368748889508,Noord Brabant,2020-03-06,Netherlands,2020.1806874730291
EPI_ISL_414463,2.0,Utrecht,2020-03-04,Netherlands,2020.1752113526666
EPI_ISL_414470,2.0,Zuid Holland,2020-03-06,Netherlands,2020.1806874730291
EPI_ISL_414471,2.0,Zuid Holland,2020-03-05,Netherlands,2020.177949412848
EPI_ISL_414477,2.0,Usti nad Labem,2020-03-01,Czech Republic,2020.166997172123
EPI_ISL_414487,2.0,Cork,2020-03-04,Ireland,2020.1752113526666
EPI_ISL_414497,9.9999999600420609e-07,North Rhine Westphalia,2020-02-25,Germany,2020.153306871392
EPI_ISL_414499,9.9999999600420609e-07,North Rhine Westphalia,2020-02-26,Germany,2020.1560449315732
EPI_ISL_414505,2.0,North Rhine Westphalia,2020-02-27,Germany,2020.1587829915798
EPI_ISL_414509,1.5164648083406289,North Rhine Westphalia,2020-02-28,Germany,2020.1615210517609
EPI_ISL_414510,2.0,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_414511,9.9999999600415675e-07,,2020-01-01,Japan,2020.0027135614271
EPI_ISL_414517,2.0,,2020-02-25,Hong Kong,2020.1533068712172
EPI_ISL_414519,9.9999999600420609e-07,,2020-02-24,Hong Kong,2020.1505688112109
EPI_ISL_414520,1.6211007867550336,Munich,2020-03-02,Germany,2020.1697352323044
EPI_ISL_414521,2.0,Munich,2020-03-02,Germany,2020.1697352323044
EPI_ISL_414527,2.0,,2020-02-09,Hong Kong,2020.1094979083184
EPI_ISL_414528,2.0,,2020-02-10,Hong Kong,2020.1122359684996
EPI_ISL_414532,0.71133155242400825,Noord Brabant,2020-03-05,Netherlands,2020.177949412848
EPI_ISL_414554,2.0,Utrecht,2020-03-08,Netherlands,2020.1861635933913
EPI_ISL_414560,0.15817197904473485,Zuid Holland,2020-03-03,Netherlands,2020.1724732924856
EPI_ISL_414566,2.0,Zuid Holland,2020-03-06,Netherlands,2020.1806874730291
EPI_ISL_414569,0.92111070599297651,,2020-02-12,Hong Kong,2020.1177120888622
EPI_ISL_414571,2.0,,2020-02-22,Hong Kong,2020.1450926906737
EPI_ISL_414586,2.0,Limerick,2020-03-03,Ireland,2020.1724732924856
EPI_ISL_414587,2.0,Limerick,2020-03-03,Ireland,2020.1724732924856
EPI_ISL_414597,0.76439689523994236,Washington,2020-03-04,USA,2020.1752113526666
EPI_ISL_414598,2.0,Comunitat Valenciana,2020-03-05,Spain,2020.177949412848
EPI_ISL_414623,0.023942244842502659,Grand-Est,2020-02-25,France,2020.1533068712172
EPI_ISL_414624,0.51377496237438625,Normandie,2020-02-26,France,2020.1560449313984
EPI_ISL_414625,2.0,Pays de la Loire,2020-02-26,France,2020.1560449313984
EPI_ISL_414628,1.0287906978706529,Hauts de France,2020-03-02,France,2020.1697352323044
EPI_ISL_414630,0.440318891337316,Hauts de France,2020-03-03,France,2020.1724732924856
EPI_ISL_414631,2.0,Grand-Est,2020-03-04,France,2020.1752113526666
EPI_ISL_414635,9.9999999600420609e-07,Hauts de France,2020-03-04,France,2020.1752113528414
EPI_ISL_414638,9.9999999600420609e-07,Hauts de France,2020-03-04,France,2020.1752113528414
EPI_ISL_414641,0.26251655120799833,,2020-03-05,Finland,2020.177949412848
EPI_ISL_414642,2.0,,2020-03-08,Finland,2020.1861635933913
EPI_ISL_414643,2.0,,2020-03-07,Finland,2020.1834255332103
EPI_ISL_414646,2.0,,2020-03-04,Finland,2020.1752113526666
EPI_ISL_414687,2.0,Guangdong,2020-02-25,China,2020.1533068712172
EPI_ISL_414938,2.0,Shandong,2020-01-24,China,2020.0656889454194
EPI_ISL_415105,2.0,Bahia,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_415128,2.0,Espirito Santo,2020-02-29,Brazil,2020.1642591119419
EPI_ISL_415155,1.0925825137856984,Huldenberg,2020-03-01,Belgium,2020.166997172123
EPI_ISL_415156,0.50548826943286385,Huldenberg,2020-03-01,Belgium,2020.166997172123
EPI_ISL_415454,0.20077334919690654,,2020-02-28,Switzerland,2020.1615210517609
EPI_ISL_415455,2.0,,2020-02-28,Switzerland,2020.1615210517609
EPI_ISL_415456,2.0,,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_415457,2.0,,2020-02-29,Switzerland,2020.1642591119419
EPI_ISL_415458,2.0,,2020-03-01,Switzerland,2020.166997172123
EPI_ISL_415459,9.9999999600420609e-07,Genève,2020-02-29,Switzerland,2020.1642591121167
EPI_ISL_415460,2.0,Flevoland,2020-03-09,Netherlands,2020.1889016535727
EPI_ISL_415468,2.0,,2020-03-10,Netherlands,2020.1916397137538
EPI_ISL_415470,2.0,,2020-03-10,Netherlands,2020.1916397137538
EPI_ISL_415473,9.9999999600420609e-07,,2020-03-09,Netherlands,2020.1889016537475
EPI_ISL_415476,2.0,,2020-03-10,Netherlands,2020.1916397137538
EPI_ISL_415483,2.0,,2020-03-09,Netherlands,2020.1889016535727
EPI_ISL_415485,1.5164648082985945,,2020-03-12,Netherlands,2020.1971158341162
EPI_ISL_415486,2.0,,2020-03-13,Netherlands,2020.1998538942973
EPI_ISL_415514,2.0,Noord Brabant,2020-03-11,Netherlands,2020.194377773935
EPI_ISL_415523,9.9999999600415675e-07,Noord Brabant,2020-01-01,Netherlands,2020.0027135614271
EPI_ISL_415530,2.0,Zuid Holland,2020-03-09,Netherlands,2020.1889016535727
EPI_ISL_415581,2.0,British Columbia,2020-03-01,Canada,2020.166997172123
EPI_ISL_415583,2.0,British Columbia,2020-03-03,Canada,2020.1724732924856
EPI_ISL_415584,9.9999999600420609e-07,British Columbia,2020-03-02,Canada,2020.1697352324791
EPI_ISL_415588,2.0,British Columbia,2020-03-05,Canada,2020.177949412848
EPI_ISL_415608,9.9999999600420609e-07,Washington,2020-03-08,USA,2020.1861635935661
EPI_ISL_415620,1.0299169081383968,Washington,2020-03-09,USA,2020.1889016535727
EPI_ISL_415622,1.8183347207663494,Washington,2020-03-09,USA,2020.1889016535727
EPI_ISL_415630,1.3040211847128953,Scotland,2020-03-09,United Kingdom,2020.1889016535727
EPI_ISL_415641,9.9999999600420609e-07,Tbilisi,2020-02-27,Georgia,2020.1587829917544
EPI_ISL_415642,0.42237564293286295,Tbilisi,2020-03-10,Georgia,2020.1916397137538
EPI_ISL_415643,2.0,Tbilisi,2020-03-10,Georgia,2020.1916397137538
EPI_ISL_415644,2.0,Tbilisi,2020-02-28,Georgia,2020.1615210517609
EPI_ISL_415652,2.0,Bourgogne-France-Comté,2020-03-05,France,2020.177949412848
EPI_ISL_415654,0.88282458325319202,Hauts de France,2020-03-09,France,2020.1889016535727
EPI_ISL_415698,9.9999999600420609e-07,,2020-02-27,Switzerland,2020.1587829917544
EPI_ISL_415699,9.9999999600420609e-07,,2020-02-27,Switzerland,2020.1587829917544
EPI_ISL_415700,2.0,,2020-02-28,Switzerland,2020.1615210517609
EPI_ISL_415701,2.0,,2020-03-02,Switzerland,2020.1697352323044
EPI_ISL_415702,9.9999999600420609e-07,,2020-03-02,Switzerland,2020.1697352324791
EPI_ISL_415703,2.0,,2020-03-01,Switzerland,2020.166997172123
EPI_ISL_415704,2.0,,2020-03-04,Switzerland,2020.1752113526666
EPI_ISL_415705,2.0,,2020-03-06,Switzerland,2020.1806874730291
EPI_ISL_415706,2.0,,2020-03-06,Switzerland,2020.1806874730291
EPI_ISL_415707,2.0,,2020-03-08,Switzerland,2020.1861635933913
EPI_ISL_415708,9.9999999600420609e-07,,2020-03-07,Switzerland,2020.1834255333849
EPI_ISL_415741,2.0,Taoyuan,2020-02-26,Taiwan,2020.1560449313984
EPI_ISL_415742,0.20541167739617502,Taoyuan,2020-02-27,Taiwan,2020.1587829915798
EPI_ISL_415743,2.0,Taoyuan,2020-02-27,Taiwan,2020.1587829915798
EPI_ISL_416028,2.0,Sao Paulo,2020-03-03,Brazil,2020.1724732924856
EPI_ISL_416029,2.0,Sao Paulo,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_416031,2.0,Sao Paulo,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_416032,2.0,Distrito Federal,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_416033,2.0,Sao Paulo,2020-03-03,Brazil,2020.1724732924856
EPI_ISL_416034,1.7656491665063814,Sao Paulo,2020-03-04,Brazil,2020.1752113526666
EPI_ISL_416035,2.0,Sao Paulo,2020-03-05,Brazil,2020.177949412848
EPI_ISL_416042,2.0,Hangzhou,2020-01-26,China,2020.071165065782
EPI_ISL_416314,2.0,,2020-02-07,Hong Kong,2020.1040217879561
EPI_ISL_416317,0.22164226362955292,Shanghai,2020-01-25,China,2020.0684270056008
EPI_ISL_416320,2.0,Shanghai,2020-01-28,China,2020.0766411861443
EPI_ISL_416321,1.732673267326778,Shanghai,2020-01-28,China,2020.0766411861443
EPI_ISL_416326,2.0,Shanghai,2020-01-30,China,2020.0821173065067
EPI_ISL_416329,2.0,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416334,2.0,Shanghai,2020-02-06,China,2020.1012837277749
EPI_ISL_416338,2.0,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416339,2.0,Shanghai,2020-02-03,China,2020.0930695472314
EPI_ISL_416340,2.0,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_416341,2.0,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416342,0.93089918926548754,Shanghai,2020-02-04,China,2020.0958076074126
EPI_ISL_416349,2.0,Shanghai,2020-01-30,China,2020.0821173065067
EPI_ISL_416350,0.964143846788586,Shanghai,2020-01-29,China,2020.0793792463255
EPI_ISL_416352,2.0,Shanghai,2020-01-30,China,2020.0821173065067
EPI_ISL_416355,1.6667088570211017,Shanghai,2020-02-04,China,2020.0958076074126
EPI_ISL_416359,2.0,Shanghai,2020-02-06,China,2020.1012837277749
EPI_ISL_416363,2.0,Shanghai,2020-02-08,China,2020.1067598481375
EPI_ISL_416367,1.1495691508472958,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416368,2.0,Shanghai,2020-02-05,China,2020.0985456675937
EPI_ISL_416369,1.0035165560327379,Shanghai,2020-02-05,China,2020.0985456675937
EPI_ISL_416376,2.0,Shanghai,2020-02-05,China,2020.0985456675937
EPI_ISL_416377,2.0,Shanghai,2020-02-07,China,2020.1040217879561
EPI_ISL_416381,2.0,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416384,0.96600373486466184,Shanghai,2020-02-04,China,2020.0958076074126
EPI_ISL_416387,2.0,Shanghai,2020-02-01,China,2020.087593426869
EPI_ISL_416389,2.0,Shanghai,2020-01-21,China,2020.0574747648761
EPI_ISL_416390,2.0,Shanghai,2020-01-31,China,2020.0848553666879
EPI_ISL_416394,2.0,Shanghai,2020-02-14,China,2020.1231882092243
EPI_ISL_416397,2.0,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_416398,1.3307806386205394,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_416400,2.0,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_416402,2.0,Shanghai,2020-02-11,China,2020.1149740286808
EPI_ISL_416409,2.0,Shanghai,2020-02-02,China,2020.0903314870502
EPI_ISL_416412,2.0,Victoria,2020-03-02,Australia,2020.1697352323044
EPI_ISL_416452,1.0925236514363572,Washington,2020-03-10,USA,2020.1916397137538
EPI_ISL_416456,2.0,Washington,2020-03-06,USA,2020.1806874730291
EPI_ISL_416472,9.9999999600420609e-07,Kessel-Lo,2020-03-02,Belgium,2020.1697352324791
EPI_ISL_416473,0.3658496022884829,Hangzhou,2020-01-26,China,2020.071165065782
EPI_ISL_416474,9.9999999600415675e-07,Hangzhou,2020-01-28,China,2020.0766411863192
EPI_ISL_416477,2.0,Tbilisi,2020-03-08,Georgia,2020.1861635933913
EPI_ISL_416478,2.0,Tbilisi,2020-03-14,Georgia,2020.2025919544785
EPI_ISL_416479,2.0,Tbilisi,2020-03-05,Georgia,2020.177949412848
EPI_ISL_416480,2.0,Tbilisi,2020-03-11,Georgia,2020.194377773935
EPI_ISL_416481,2.0,Tbilisi,2020-03-16,Georgia,2020.2080680748409
EPI_ISL_416482,2.0,Tbilisi,2020-03-13,Georgia,2020.1998538942973
EPI_ISL_416484,2.0,Comunitat Valenciana,2020-02-27,Spain,2020.1587829915798
EPI_ISL_416485,1.0735353076897298,Comunitat Valenciana,2020-02-27,Spain,2020.1587829915798
EPI_ISL_416486,2.0,Comunitat Valenciana,2020-03-02,Spain,2020.1697352323044
EPI_ISL_416487,2.0,Comunitat Valenciana,2020-03-04,Spain,2020.1752113526666
EPI_ISL_416491,2.0,Wisconsin,2020-03-15,USA,2020.2053300146597
EPI_ISL_416494,2.0,Normandie,2020-03-04,France,2020.1752113526666
EPI_ISL_416495,2.0,Hauts de France,2020-03-10,France,2020.1916397137538
EPI_ISL_416498,2.0,Ile de France,2020-03-11,France,2020.194377773935
EPI_ISL_416499,2.0,Ile de France,2020-03-11,France,2020.194377773935
EPI_ISL_416501,2.0,Ile de France,2020-03-10,France,2020.1916397137538
EPI_ISL_416505,2.0,Bretagne,2020-03-02,France,2020.1697352323044
EPI_ISL_416507,2.0,Bretagne,2020-03-05,France,2020.177949412848
EPI_ISL_416509,2.0,Bretagne,2020-03-06,France,2020.1806874730291
EPI_ISL_416510,2.0,Bretagne,2020-03-06,France,2020.1806874730291
EPI_ISL_416511,2.0,Bretagne,2020-03-07,France,2020.1834255332103
EPI_ISL_416512,2.0,Bretagne,2020-03-07,France,2020.1834255332103
EPI_ISL_416513,0.84670223177448134,Bretagne,2020-03-07,France,2020.1834255332103
EPI_ISL_416524,2.0,Saitama,2020-03-11,Japan,2020.194377773935
EPI_ISL_416525,2.0,Saitama,2020-03-11,Japan,2020.194377773935
EPI_ISL_416565,9.9999999600415675e-07,unknown,2020-02-15,Japan,2020.1259262695801
EPI_ISL_416566,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416567,1.1996891554754316,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416569,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416570,1.0329689469928713,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416571,9.9999999600415675e-07,unknown,2020-02-15,Japan,2020.1259262695801
EPI_ISL_416572,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416573,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416574,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416575,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416576,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416577,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416578,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416579,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416580,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416581,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416582,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416583,2.0,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416584,1.1996891554754316,unknown,2020-02-15,Japan,2020.1259262694055
EPI_ISL_416585,2.0,unknown,2020-02-16,Japan,2020.1286643295869
EPI_ISL_416586,2.0,unknown,2020-02-16,Japan,2020.1286643295869
EPI_ISL_416587,2.0,unknown,2020-02-16,Japan,2020.1286643295869
EPI_ISL_416589,2.0,unknown,2020-02-16,Japan,2020.1286643295869
EPI_ISL_416590,2.0,unknown,2020-02-16,Japan,2020.1286643295869
