,Branch length stretch,area,date,location,numdate
EPI_ISL_413602,1.1878334810049462,Helsinki,2020-03-03,Finland,2020.1625069657446
EPI_ISL_413603,1.2415846035812776,Helsinki,2020-03-03,Finland,2020.1625069657446
EPI_ISL_413604,9.9999999600419974e-07,Helsinki,2020-03-03,Finland,2020.1625069680515
EPI_ISL_413647,2.0,,2020-03-01,Portugal,2020.1567721047898
EPI_ISL_413648,9.99999995992012e-07,,2020-03-01,Portugal,2020.1567721070965
EPI_ISL_413692,9.9999999599201157e-07,,2020-01-01,China,2019.9847262784519
EPI_ISL_413693,0.7942014432751312,,2020-01-01,China,2019.9847262761452
EPI_ISL_413694,9.9999999599201157e-07,,2020-01-01,China,2019.9847262784519
EPI_ISL_413697,2.0,,2020-02-01,China,2020.0736166209451
EPI_ISL_413711,1.4357173083597423,,2020-02-01,China,2020.0736166209451
EPI_ISL_413729,2.0,,2020-02-01,China,2020.0736166209451
EPI_ISL_413746,2.0,,2020-02-01,China,2020.0736166209451
EPI_ISL_413748,2.0,,2020-02-01,China,2020.0736166209451
EPI_ISL_413750,2.0,,2020-02-01,China,2020.0736166209451
EPI_ISL_413809,1.3712957014997698,,2020-02-01,China,2020.0736166209451
EPI_ISL_413851,0.58859869864496805,Guangdong,2020-01-30,China,2020.0678817599901
EPI_ISL_413852,2.0,Guangdong,2020-01-30,China,2020.0678817599901
EPI_ISL_413854,2.0,Guangdong,2020-01-30,China,2020.0678817599901
EPI_ISL_413855,2.0,Guangdong,2020-02-07,China,2020.0908212038094
EPI_ISL_413931,0.74119296538293256,California,2020-03-05,USA,2020.1682418266996
EPI_ISL_413996,2.0,Tessin,2020-02-24,Switzerland,2020.1395675219255
EPI_ISL_413997,2.0,Geneva,2020-02-26,Switzerland,2020.1453023828801
EPI_ISL_413999,2.0,Argovie,2020-02-27,Switzerland,2020.1481698133578
EPI_ISL_414014,2.0,Sao Paulo,2020-03-02,Brazil,2020.1596395352674
EPI_ISL_414015,2.0,Sao Paulo,2020-02-29,Brazil,2020.1539046743123
EPI_ISL_414016,2.0,Sao Paulo,2020-02-29,Brazil,2020.1539046743123
EPI_ISL_414017,2.0,Sao Paulo,2020-03-04,Brazil,2020.165374396222
EPI_ISL_414019,2.0,Geneva,2020-02-27,Switzerland,2020.1481698133578
EPI_ISL_414020,2.0,Geneva,2020-02-27,Switzerland,2020.1481698133578
EPI_ISL_414021,2.0,Basel,2020-02-27,Switzerland,2020.1481698133578
EPI_ISL_414022,2.0,Geneva,2020-02-27,Switzerland,2020.1481698133578
EPI_ISL_414023,2.0,Vaud,2020-03-01,Switzerland,2020.1567721047898
EPI_ISL_414045,2.0,Rio de Janeiro,2020-03-04,Brazil,2020.165374396222
EPI_ISL_414368,2.0,Washington,2020-03-05,USA,2020.1682418266996
EPI_ISL_414414,1.3456272251840977,Queensland,2020-02-29,Australia,2020.1539046743123
EPI_ISL_414423,2.0,Gelderland,2020-03-02,Netherlands,2020.1596395352674
EPI_ISL_414424,2.0,Limburg,2020-03-03,Netherlands,2020.1625069657446
EPI_ISL_414425,1.2045427915197071,Limburg,2020-03-03,Netherlands,2020.1625069657446
EPI_ISL_414428,0.78853137799856998,Noord Brabant,2020-03-02,Netherlands,2020.1596395352674
EPI_ISL_414430,0.51555882864911085,Noord Brabant,2020-03-05,Netherlands,2020.1682418266996
EPI_ISL_414436,2.0,Utrecht,2020-03-03,Netherlands,2020.1625069657446
EPI_ISL_414439,2.0,Utrecht,2020-03-02,Netherlands,2020.1596395352674
EPI_ISL_414449,2.0,Noord Brabant,2020-03-03,Netherlands,2020.1625069657446
EPI_ISL_414454,2.0,Noord Brabant,2020-03-05,Netherlands,2020.1682418266996
EPI_ISL_414456,2.0,Noord Brabant,2020-03-04,Netherlands,2020.165374396222
EPI_ISL_414457,1.2389203717044552,Noord Brabant,2020-03-06,Netherlands,2020.171109257177
EPI_ISL_414463,2.0,Utrecht,2020-03-04,Netherlands,2020.165374396222
EPI_ISL_414470,2.0,Zuid Holland,2020-03-06,Netherlands,2020.171109257177
EPI_ISL_414471,2.0,Zuid Holland,2020-03-05,Netherlands,2020.1682418266996
EPI_ISL_414477,2.0,Usti nad Labem,2020-03-01,Czech Republic,2020.1567721047898
EPI_ISL_414487,2.0,Cork,2020-03-04,Ireland,2020.165374396222
EPI_ISL_414497,2.0,North Rhine Westphalia,2020-02-25,Germany,2020.1424349524027
EPI_ISL_414499,2.0,North Rhine Westphalia,2020-02-26,Germany,2020.1453023828801
EPI_ISL_414505,2.0,North Rhine Westphalia,2020-02-27,Germany,2020.1481698133578
EPI_ISL_414509,0.4763611111393159,North Rhine Westphalia,2020-02-28,Germany,2020.1510372438349
EPI_ISL_414510,2.0,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_414511,9.999999960041936e-07,,2020-01-01,Japan,2019.9847262784519
EPI_ISL_414517,1.2430472562321386,,2020-02-25,Hong Kong,2020.1424349524027
EPI_ISL_414519,9.9999999599201327e-07,,2020-02-24,Hong Kong,2020.1395675242322
EPI_ISL_414520,1.3726606626665152,Munich,2020-03-02,Germany,2020.1596395352674
EPI_ISL_414521,2.0,Munich,2020-03-02,Germany,2020.1596395352674
EPI_ISL_414527,0.63352282909273383,,2020-02-09,Hong Kong,2020.0965560647642
EPI_ISL_414528,2.0,,2020-02-10,Hong Kong,2020.0994234952416
EPI_ISL_414532,1.5189476260504147,Noord Brabant,2020-03-05,Netherlands,2020.1682418266996
EPI_ISL_414554,2.0,Utrecht,2020-03-08,Netherlands,2020.1768441181316
EPI_ISL_414560,1.3055458797067436,Zuid Holland,2020-03-03,Netherlands,2020.1625069657446
EPI_ISL_414566,2.0,Zuid Holland,2020-03-06,Netherlands,2020.171109257177
EPI_ISL_414569,1.3507967150661344,,2020-02-12,Hong Kong,2020.1051583561966
EPI_ISL_414571,0.92130157847250105,,2020-02-22,Hong Kong,2020.1338326609705
EPI_ISL_414586,2.0,Limerick,2020-03-03,Ireland,2020.1625069657446
EPI_ISL_414587,2.0,Limerick,2020-03-03,Ireland,2020.1625069657446
EPI_ISL_414597,0.38294892290427401,Washington,2020-03-04,USA,2020.165374396222
EPI_ISL_414598,2.0,Comunitat Valenciana,2020-03-05,Spain,2020.1682418266996
EPI_ISL_414623,0.032259862723415009,Grand-Est,2020-02-25,France,2020.1424349524027
EPI_ISL_414624,0.31448634842684597,Normandie,2020-02-26,France,2020.1453023828801
EPI_ISL_414625,1.0012149691570318,Pays de la Loire,2020-02-26,France,2020.1453023828801
EPI_ISL_414628,0.11768832354291575,Hauts de France,2020-03-02,France,2020.1596395352674
EPI_ISL_414630,0.73893260729846655,Hauts de France,2020-03-03,France,2020.1625069657446
EPI_ISL_414631,2.0,Grand-Est,2020-03-04,France,2020.165374396222
EPI_ISL_414635,1.120393444433563,Hauts de France,2020-03-04,France,2020.165374396222
EPI_ISL_414638,9.9999999599200649e-07,Hauts de France,2020-03-04,France,2020.1653743985287
EPI_ISL_414641,0.49406689974046647,,2020-03-05,Finland,2020.1682418266996
EPI_ISL_414642,2.0,,2020-03-08,Finland,2020.1768441181316
EPI_ISL_414643,2.0,,2020-03-07,Finland,2020.1739766876542
EPI_ISL_414646,2.0,,2020-03-04,Finland,2020.165374396222
EPI_ISL_414687,2.0,Guangdong,2020-02-25,China,2020.1424349524027
EPI_ISL_414938,0.81673580171092985,Shandong,2020-01-24,China,2020.0506771771256
EPI_ISL_415105,2.0,Bahia,2020-03-04,Brazil,2020.165374396222
EPI_ISL_415128,2.0,Espirito Santo,2020-02-29,Brazil,2020.1539046743123
EPI_ISL_415155,0.55668861330591268,Huldenberg,2020-03-01,Belgium,2020.1567721047898
EPI_ISL_415156,2.0,Huldenberg,2020-03-01,Belgium,2020.1567721047898
EPI_ISL_415454,0.43861542918433349,,2020-02-28,Switzerland,2020.1510372438349
EPI_ISL_415455,2.0,,2020-02-28,Switzerland,2020.1510372438349
EPI_ISL_415456,2.0,,2020-02-29,Switzerland,2020.1539046743123
EPI_ISL_415457,2.0,,2020-02-29,Switzerland,2020.1539046743123
EPI_ISL_415458,2.0,,2020-03-01,Switzerland,2020.1567721047898
EPI_ISL_415459,2.0,Genève,2020-02-29,Switzerland,2020.1539046743123
EPI_ISL_415460,1.023760108266784,Flevoland,2020-03-09,Netherlands,2020.1797115486092
EPI_ISL_415468,2.0,,2020-03-10,Netherlands,2020.1825789790867
EPI_ISL_415470,2.0,,2020-03-10,Netherlands,2020.1825789790867
EPI_ISL_415473,2.0,,2020-03-09,Netherlands,2020.1797115486092
EPI_ISL_415476,2.0,,2020-03-10,Netherlands,2020.1825789790867
EPI_ISL_415483,0.81718078984611731,,2020-03-09,Netherlands,2020.1797115486092
EPI_ISL_415485,0.22233334298959129,,2020-03-12,Netherlands,2020.1883138400412
EPI_ISL_415486,1.4120284557991372,,2020-03-13,Netherlands,2020.1911812705189
EPI_ISL_415514,2.0,Noord Brabant,2020-03-11,Netherlands,2020.1854464095638
EPI_ISL_415523,9.9999999599199315e-07,Noord Brabant,2020-01-01,Netherlands,2019.9847262784519
EPI_ISL_415530,2.0,Zuid Holland,2020-03-09,Netherlands,2020.1797115486092
EPI_ISL_415581,0.46893551239551901,British Columbia,2020-03-01,Canada,2020.1567721047898
EPI_ISL_415583,2.0,British Columbia,2020-03-03,Canada,2020.1625069657446
EPI_ISL_415584,9.9999999599204291e-07,British Columbia,2020-03-02,Canada,2020.1596395375741
EPI_ISL_415588,2.0,British Columbia,2020-03-05,Canada,2020.1682418266996
EPI_ISL_415608,2.0,Washington,2020-03-08,USA,2020.1768441181316
EPI_ISL_415620,1.5404697617987331,Washington,2020-03-09,USA,2020.1797115486092
EPI_ISL_415622,0.5831869812077406,Washington,2020-03-09,USA,2020.1797115486092
EPI_ISL_415630,1.1701534961650133,Scotland,2020-03-09,United Kingdom,2020.1797115486092
EPI_ISL_415641,2.0,Tbilisi,2020-02-27,Georgia,2020.1481698133578
EPI_ISL_415642,2.0,Tbilisi,2020-03-10,Georgia,2020.1825789790867
EPI_ISL_415643,0.50296775879012301,Tbilisi,2020-03-10,Georgia,2020.1825789790867
EPI_ISL_415644,0.7310034633675192,Tbilisi,2020-02-28,Georgia,2020.1510372438349
EPI_ISL_415652,1.5988206339581488,Bourgogne-France-Comté,2020-03-05,France,2020.1682418266996
EPI_ISL_415654,0.23618910128544904,Hauts de France,2020-03-09,France,2020.1797115486092
EPI_ISL_415698,9.9999999599199929e-07,,2020-02-27,Switzerland,2020.1481698156645
EPI_ISL_415699,9.9999999599199929e-07,,2020-02-27,Switzerland,2020.1481698156645
EPI_ISL_415700,2.0,,2020-02-28,Switzerland,2020.1510372438349
EPI_ISL_415701,2.0,,2020-03-02,Switzerland,2020.1596395352674
EPI_ISL_415702,1.1643229737368246,,2020-03-02,Switzerland,2020.1596395352674
EPI_ISL_415703,2.0,,2020-03-01,Switzerland,2020.1567721047898
EPI_ISL_415704,2.0,,2020-03-04,Switzerland,2020.165374396222
EPI_ISL_415705,2.0,,2020-03-06,Switzerland,2020.171109257177
EPI_ISL_415706,1.6322869452246693,,2020-03-06,Switzerland,2020.171109257177
EPI_ISL_415707,2.0,,2020-03-08,Switzerland,2020.1768441181316
EPI_ISL_415708,2.0,,2020-03-07,Switzerland,2020.1739766876542
EPI_ISL_415741,2.0,Taoyuan,2020-02-26,Taiwan,2020.1453023828801
EPI_ISL_415742,0.20460119112464847,Taoyuan,2020-02-27,Taiwan,2020.1481698133578
EPI_ISL_415743,2.0,Taoyuan,2020-02-27,Taiwan,2020.1481698133578
EPI_ISL_416028,2.0,Sao Paulo,2020-03-03,Brazil,2020.1625069657446
EPI_ISL_416029,2.0,Sao Paulo,2020-03-04,Brazil,2020.165374396222
EPI_ISL_416031,2.0,Sao Paulo,2020-03-04,Brazil,2020.165374396222
EPI_ISL_416032,2.0,Distrito Federal,2020-03-04,Brazil,2020.165374396222
EPI_ISL_416033,2.0,Sao Paulo,2020-03-03,Brazil,2020.1625069657446
EPI_ISL_416034,0.72558161772872565,Sao Paulo,2020-03-04,Brazil,2020.165374396222
EPI_ISL_416035,2.0,Sao Paulo,2020-03-05,Brazil,2020.1682418266996
EPI_ISL_416042,0.48444567781601616,Hangzhou,2020-01-26,China,2020.0564120380805
EPI_ISL_416314,1.1827695879840041,,2020-02-07,Hong Kong,2020.0908212038094
EPI_ISL_416317,0.69447566717477993,Shanghai,2020-01-25,China,2020.053544607603
EPI_ISL_416320,0.97624930678784061,Shanghai,2020-01-28,China,2020.0621468990355
EPI_ISL_416321,0.63574095167910882,Shanghai,2020-01-28,China,2020.0621468990355
EPI_ISL_416326,2.0,Shanghai,2020-01-30,China,2020.0678817599901
EPI_ISL_416329,0.7680782030234572,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416334,0.85678443885407796,Shanghai,2020-02-06,China,2020.0879537733319
EPI_ISL_416338,2.0,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416339,0.46433369881996256,Shanghai,2020-02-03,China,2020.0793514818997
EPI_ISL_416340,1.542895276267207,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_416341,2.0,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416342,1.0242850461351407,Shanghai,2020-02-04,China,2020.0822189123771
EPI_ISL_416349,2.0,Shanghai,2020-01-30,China,2020.0678817599901
EPI_ISL_416350,0.41205276540088248,Shanghai,2020-01-29,China,2020.0650143295127
EPI_ISL_416352,2.0,Shanghai,2020-01-30,China,2020.0678817599901
EPI_ISL_416355,0.53183939480737941,Shanghai,2020-02-04,China,2020.0822189123771
EPI_ISL_416359,1.5470602052548392,Shanghai,2020-02-06,China,2020.0879537733319
EPI_ISL_416363,2.0,Shanghai,2020-02-08,China,2020.093688634287
EPI_ISL_416367,0.67214723095474305,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416368,2.0,Shanghai,2020-02-05,China,2020.0850863428548
EPI_ISL_416369,0.57513334911583991,Shanghai,2020-02-05,China,2020.0850863428548
EPI_ISL_416376,2.0,Shanghai,2020-02-05,China,2020.0850863428548
EPI_ISL_416377,2.0,Shanghai,2020-02-07,China,2020.0908212038094
EPI_ISL_416381,2.0,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416384,0.6326551737377204,Shanghai,2020-02-04,China,2020.0822189123771
EPI_ISL_416387,1.3790024202137636,Shanghai,2020-02-01,China,2020.0736166209451
EPI_ISL_416389,0.39928757296346723,Shanghai,2020-01-21,China,2020.0420748856934
EPI_ISL_416390,0.98830046248910852,Shanghai,2020-01-31,China,2020.0707491904675
EPI_ISL_416394,2.0,Shanghai,2020-02-14,China,2020.1108932171512
EPI_ISL_416397,0.62216719496618211,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_416398,1.091355755551102,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_416400,0.85541016397541336,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_416402,2.0,Shanghai,2020-02-11,China,2020.102290925719
EPI_ISL_416409,1.2071643633906903,Shanghai,2020-02-02,China,2020.0764840514223
EPI_ISL_416412,1.0068451349732048,Victoria,2020-03-02,Australia,2020.1596395352674
EPI_ISL_416452,0.50108149970149829,Washington,2020-03-10,USA,2020.1825789790867
EPI_ISL_416456,1.6172194487055387,Washington,2020-03-06,USA,2020.171109257177
EPI_ISL_416472,2.0,Kessel-Lo,2020-03-02,Belgium,2020.1596395352674
EPI_ISL_416473,0.27026195097702843,Hangzhou,2020-01-26,China,2020.0564120380805
EPI_ISL_416474,1.7582573302274676,Hangzhou,2020-01-28,China,2020.0621468990355
EPI_ISL_416477,0.52971671226793382,Tbilisi,2020-03-08,Georgia,2020.1768441181316
EPI_ISL_416478,0.55434842765515924,Tbilisi,2020-03-14,Georgia,2020.1940487009963
EPI_ISL_416479,2.0,Tbilisi,2020-03-05,Georgia,2020.1682418266996
EPI_ISL_416480,0.53653151146632916,Tbilisi,2020-03-11,Georgia,2020.1854464095638
EPI_ISL_416481,2.0,Tbilisi,2020-03-16,Georgia,2020.1997835619509
EPI_ISL_416482,2.0,Tbilisi,2020-03-13,Georgia,2020.1911812705189
EPI_ISL_416484,2.0,Comunitat Valenciana,2020-02-27,Spain,2020.1481698133578
EPI_ISL_416485,0.19366735417156894,Comunitat Valenciana,2020-02-27,Spain,2020.1481698133578
EPI_ISL_416486,2.0,Comunitat Valenciana,2020-03-02,Spain,2020.1596395352674
EPI_ISL_416487,2.0,Comunitat Valenciana,2020-03-04,Spain,2020.165374396222
EPI_ISL_416491,2.0,Wisconsin,2020-03-15,USA,2020.1969161314735
EPI_ISL_416494,2.0,Normandie,2020-03-04,France,2020.165374396222
EPI_ISL_416495,1.3181834396792493,Hauts de France,2020-03-10,France,2020.1825789790867
EPI_ISL_416498,0.76313144128488009,Ile de France,2020-03-11,France,2020.1854464095638
EPI_ISL_416499,1.8004164347731693,Ile de France,2020-03-11,France,2020.1854464095638
EPI_ISL_416501,0.95931084417771717,Ile de France,2020-03-10,France,2020.1825789790867
EPI_ISL_416505,2.0,Bretagne,2020-03-02,France,2020.1596395352674
EPI_ISL_416507,0.41066664790832941,Bretagne,2020-03-05,France,2020.1682418266996
EPI_ISL_416509,0.72416336402579162,Bretagne,2020-03-06,France,2020.171109257177
EPI_ISL_416510,2.0,Bretagne,2020-03-06,France,2020.171109257177
EPI_ISL_416511,0.85848589328736147,Bretagne,2020-03-07,France,2020.1739766876542
EPI_ISL_416512,2.0,Bretagne,2020-03-07,France,2020.1739766876542
EPI_ISL_416513,0.75776251673480677,Bretagne,2020-03-07,France,2020.1739766876542
EPI_ISL_416524,0.94556291214372534,Saitama,2020-03-11,Japan,2020.1854464095638
EPI_ISL_416525,0.94557564733655042,Saitama,2020-03-11,Japan,2020.1854464095638
EPI_ISL_416565,0.28774430785438693,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416566,0.34770375882212545,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416567,0.85175861960542565,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416569,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416570,0.73268309266041376,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416571,9.9999999599201242e-07,unknown,2020-02-15,Japan,2020.1137606499353
EPI_ISL_416572,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416573,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416574,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416575,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416576,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416577,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416578,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416579,0.85183538443231011,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416580,2.0,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416581,0.34770865405677792,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416582,0.48701328098410018,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416583,1.68067259008075,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416584,1.716817111751733,unknown,2020-02-15,Japan,2020.1137606476286
EPI_ISL_416585,2.0,unknown,2020-02-16,Japan,2020.1166280781063
EPI_ISL_416586,2.0,unknown,2020-02-16,Japan,2020.1166280781063
EPI_ISL_416587,0.32138803167380775,unknown,2020-02-16,Japan,2020.1166280781063
