dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl1000_mr15_nv20_11,0.891,0.695,0.781,0.877,0.847,0.862,0.893,0.847,0.87,0.845,0.831,0.838
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,1,0.778,0.875
SIR01_sl1000_mr15_nv10_17,0.933,0.7,0.8,0.933,0.7,0.8,0.933,0.7,0.8,0.933,0.7,0.8
SIR01_sl1000_mr15_nv20_16,0.929,0.619,0.743,0.895,0.81,0.85,0.889,0.762,0.821,0.773,0.81,0.791
SIR01_sl1000_mr15_nv20_8,0.902,0.771,0.831,0.929,0.812,0.867,0.927,0.792,0.854,0.905,0.792,0.844
SIR01_sl1000_mr3_nv10_20,0.727,0.667,0.696,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv20_18,1,0.8,0.889,1,0.9,0.947,1,0.9,0.947,0.903,0.933,0.918
SIR01_sl1000_mr15_nv5_1,0.842,0.571,0.681,0.895,0.607,0.723,0.895,0.607,0.723,0.81,0.607,0.694
SIR01_sl1000_mr075_nv10_3,0.625,0.455,0.526,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SIR01_sl1000_mr15_nv20_13,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_14,1,0.571,0.727,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714
SIR01_sl500_mr15_nv10_3,1,0.632,0.774,0.833,0.789,0.811,0.882,0.789,0.833,0.75,0.789,0.769
SIR01_sl250_mr15_nv10_10,1,0.375,0.545,0.688,0.589,0.635,0.727,0.571,0.64,0.688,0.589,0.635
SIR01_sl1000_mr15_nv10_13,1,0.471,0.64,1,0.588,0.741,1,0.529,0.692,1,0.588,0.741
SIR01_sl1000_mr075_nv10_4,0.893,0.658,0.758,0.882,0.789,0.833,0.909,0.789,0.845,0.868,0.868,0.868
SIR01_sl1000_mr075_nv10_2,1,0.545,0.706,0.875,0.636,0.737,0.875,0.636,0.737,0.727,0.727,0.727
SIR01_sl1000_mr15_nv5_7,1,0.375,0.545,1,0.5,0.667,1,0.5,0.667,1,0.5,0.667
SIR01_sl1000_mr075_nv10_13,0.636,0.5,0.56,0.875,0.5,0.636,0.875,0.5,0.636,0.643,0.643,0.643
SIR01_sl1000_mr075_nv10_6,0.75,0.375,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.875,0.7,0.778,0.857,0.6,0.706,0.857,0.6,0.706
SIR01_sl1000_mr3_nv10_18,0.9,0.75,0.818,0.947,0.75,0.837,0.947,0.75,0.837,0.792,0.792,0.792
SIR01_sl250_mr15_nv10_11,1,0.292,0.452,0.625,0.417,0.5,0.667,0.417,0.513,0.625,0.417,0.5
SIR01_sl1000_mr3_nv10_6,0.604,0.537,0.569,0.805,0.611,0.695,0.786,0.611,0.688,0.618,0.63,0.624
SIR01_sl250_mr15_nv10_13,1,0.231,0.375,0.667,0.615,0.64,0.636,0.538,0.583,0.692,0.692,0.692
SIR01_sl250_mr15_nv10_7,0.9,0.22,0.353,0.643,0.439,0.522,0.696,0.39,0.5,0.654,0.415,0.507
SIR01_sl1000_mr3_nv10_1,0.75,0.7,0.724,0.875,0.7,0.778,0.957,0.733,0.83,0.733,0.733,0.733
SIR01_sl250_mr15_nv10_15,1,0.125,0.222,0.333,0.25,0.286,0.333,0.25,0.286,0.333,0.25,0.286
SIR01_sl1000_mr15_nv20_9,0.952,0.769,0.851,0.9,0.692,0.783,0.905,0.731,0.809,0.909,0.769,0.833
SIR01_sl1000_mr15_nv20_4,0.86,0.71,0.778,0.926,0.725,0.813,0.926,0.725,0.813,0.855,0.768,0.809
SIR01_sl1000_mr15_nv5_2,0.767,0.657,0.708,0.9,0.514,0.655,0.947,0.514,0.667,0.767,0.657,0.708
SIR01_sl1000_mr15_nv20_6,0.833,0.625,0.714,0.875,0.875,0.875,0.667,0.75,0.706,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_17,0.909,0.714,0.8,0.917,0.786,0.846,0.917,0.786,0.846,0.917,0.786,0.846
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_18,0.5,0.1,0.167,0.565,0.65,0.605,0.545,0.6,0.571,0.524,0.55,0.537
SIR01_sl1000_mr3_nv10_12,0.87,0.588,0.702,0.893,0.735,0.806,0.833,0.735,0.781,0.727,0.706,0.716
SIR01_sl1000_mr075_nv10_12,1,0.6,0.75,0.926,0.833,0.877,0.889,0.8,0.842,0.867,0.867,0.867
SIR01_sl500_mr15_nv10_10,0.4,0.154,0.222,0.556,0.385,0.455,0.5,0.308,0.381,0.583,0.538,0.56
SIR01_sl1000_mr15_nv5_18,0.714,0.556,0.625,1,0.778,0.875,1,0.778,0.875,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_1,0.85,0.54,0.66,0.826,0.603,0.697,0.818,0.571,0.673,0.818,0.571,0.673
SIR01_sl1000_mr15_nv20_10,0.9,0.692,0.783,0.9,0.692,0.783,1,0.692,0.818,0.769,0.769,0.769
SIR01_sl250_mr15_nv10_12,1,0.316,0.48,0.75,0.632,0.686,0.684,0.684,0.684,0.722,0.684,0.703
SIR01_sl1000_mr15_nv20_1,0.793,0.719,0.754,0.893,0.781,0.833,0.88,0.688,0.772,0.767,0.719,0.742
SIR01_sl1000_mr15_nv10_3,0.894,0.712,0.792,0.902,0.78,0.836,0.902,0.78,0.836,0.87,0.797,0.832
SIR01_sl1000_mr15_nv20_14,0.5,0.4,0.444,0.4,0.4,0.4,0.5,0.4,0.444,0.5,0.4,0.444
SIR01_sl1000_mr15_nv5_3,0.5,0.222,0.308,0.571,0.444,0.5,0.571,0.444,0.5,0.556,0.556,0.556
SIR01_sl500_mr15_nv10_16,0.833,0.5,0.625,0.727,0.8,0.762,0.727,0.8,0.762,0.727,0.8,0.762
SIR01_sl1000_mr3_nv10_11,0.923,0.632,0.75,0.952,0.702,0.808,0.929,0.684,0.788,0.884,0.667,0.76
SIR01_sl1000_mr15_nv5_4,0.867,0.52,0.65,0.917,0.44,0.595,1,0.44,0.611,0.609,0.56,0.583
SIR01_sl250_mr15_nv10_4,0.667,0.333,0.444,0.667,0.5,0.571,0.667,0.5,0.571,0.7,0.583,0.636
SIR01_sl1000_mr3_nv10_7,0.714,0.652,0.682,0.812,0.565,0.667,0.812,0.565,0.667,0.714,0.652,0.682
SIR01_sl1000_mr15_nv5_9,0.763,0.617,0.682,0.818,0.574,0.675,0.818,0.574,0.675,0.763,0.617,0.682
SIR01_sl500_mr15_nv10_6,1,0.586,0.739,0.962,0.862,0.909,1,0.862,0.926,0.931,0.931,0.931
,0.863064285714286,0.53395,0.64025,0.81945,0.655942857142857,0.720514285714286,0.817235714285714,0.638492857142857,0.708492857142857,0.754235714285714,0.679385714285714,0.709957142857143
