dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl1000_mr075_nv10_7,0.917,0.917,0.917,0.909,0.833,0.87,0.909,0.833,0.87,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_20,0.977,0.808,0.884,0.978,0.865,0.918,0.978,0.865,0.918,0.906,0.923,0.914
SIR003_sl1000_mr05_nv5_19,0.682,0.441,0.536,0.808,0.618,0.7,0.68,0.5,0.576,0.529,0.529,0.529
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.917,0.667,0.772,0.875,0.636,0.737,0.886,0.939,0.912
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,0.75,0.857,0.8,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr3_nv10_5,0.857,0.643,0.735,0.818,0.643,0.72,0.818,0.643,0.72,0.75,0.75,0.75
SEIR015_sl1000_mr0125_nv10_19,1,0.548,0.708,0.947,0.581,0.72,0.9,0.581,0.706,0.905,0.613,0.731
SEIR015_sl1000_mr025_nv20_11,1,0.692,0.818,0.833,0.769,0.8,0.833,0.769,0.8,0.857,0.923,0.889
SIR003_sl1000_mr05_nv20_3,1,0.615,0.762,1,0.769,0.87,1,0.692,0.818,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,1,0.8,0.889,0.867,0.867,0.867,1,0.933,0.966
SEIR015_sl1000_mr0125_nv10_3,1,0.667,0.8,0.9,1,0.947,0.8,0.889,0.842,0.889,0.889,0.889
SIR01_sl1000_mr15_nv5_12,0.8,0.522,0.632,0.667,0.435,0.526,0.667,0.435,0.526,0.762,0.696,0.727
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,0.875,0.7,0.778,0.875,0.7,0.778,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_17,0.829,0.756,0.791,0.865,0.711,0.78,0.861,0.689,0.765,0.818,0.8,0.809
SIR01_sl1000_mr15_nv10_20,0.75,0.667,0.706,0.7,0.778,0.737,0.7,0.778,0.737,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_14,1,0.467,0.636,0.733,0.733,0.733,0.688,0.733,0.71,0.765,0.867,0.812
SIR01_sl1000_mr3_nv10_13,0.846,0.611,0.71,0.909,0.556,0.69,0.909,0.556,0.69,0.759,0.611,0.677
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,1,0.636,0.778,0.875,0.636,0.737,0.909,0.909,0.909
SEIR015_sl1000_mr025_nv20_6,0.895,0.447,0.596,0.838,0.816,0.827,0.833,0.789,0.811,0.842,0.842,0.842
SEIR015_sl1000_mr05_nv10_14,0.943,0.717,0.815,0.771,0.587,0.667,0.862,0.543,0.667,0.9,0.783,0.837
SIR003_sl1000_mr05_nv20_4,0.917,0.688,0.786,0.963,0.812,0.881,0.889,0.75,0.814,0.9,0.844,0.871
SIR003_sl1000_mr05_nv5_9,0.846,0.458,0.595,0.75,0.625,0.682,0.737,0.583,0.651,0.714,0.625,0.667
SEIR015_sl1000_mr025_nv5_5,0.778,0.333,0.467,0.727,0.381,0.5,0.75,0.286,0.414,0.833,0.476,0.606
SEIR015_sl1000_mr025_nv20_7,0.935,0.806,0.866,1,0.861,0.925,1,0.861,0.925,0.944,0.944,0.944
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,0.857,1,0.923,1,0.833,0.909,1,1,1
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.6,0.375,0.462,0.6,0.375,0.462,0.375,0.375,0.375
SEIR01_sl1000_mr025_nv5_20,0.941,0.667,0.78,0.85,0.708,0.773,0.889,0.667,0.762,0.889,0.667,0.762
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333
SEIR015_sl1000_mr025_nv5_18,0.923,0.655,0.766,0.829,0.618,0.708,0.85,0.618,0.716,0.84,0.764,0.8
SIR01_sl1000_mr3_nv10_15,1,0.333,0.5,0.8,0.444,0.571,0.8,0.444,0.571,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv5_2,1,0.556,0.714,1,0.778,0.875,1,0.667,0.8,1,0.667,0.8
SIR003_sl1000_mr05_nv5_20,0.75,0.462,0.571,0.846,0.846,0.846,0.833,0.769,0.8,0.833,0.769,0.8
SIR01_sl1000_mr15_nv20_7,1,0.786,0.88,0.96,0.857,0.906,0.96,0.857,0.906,0.923,0.857,0.889
SEIR01_sl1000_mr025_nv5_13,1,0.667,0.8,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917
SEIR01_sl1000_mr025_nv20_13,0.88,0.759,0.815,0.943,0.862,0.901,0.907,0.845,0.875,0.864,0.879,0.872
SIR003_sl1000_mr05_nv10_13,0.83,0.696,0.757,0.911,0.732,0.812,0.891,0.732,0.804,0.788,0.732,0.759
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,0.9,0.75,0.818,0.9,0.75,0.818,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_14,0.969,0.795,0.873,0.933,0.718,0.812,0.929,0.667,0.776,0.943,0.846,0.892
SIR003_sl1000_mr05_nv10_7,0.905,0.826,0.864,0.905,0.826,0.864,0.905,0.826,0.864,0.87,0.87,0.87
SIR01_sl1000_mr3_nv10_3,0.765,0.65,0.703,0.933,0.7,0.8,0.867,0.65,0.743,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_6,0.571,0.364,0.444,1,0.364,0.533,1,0.364,0.533,0.5,0.364,0.421
SIR01_sl1000_mr15_nv10_11,1,0.417,0.588,0.875,0.583,0.7,0.875,0.583,0.7,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_14,1,0.673,0.805,0.917,0.846,0.88,0.913,0.808,0.857,0.92,0.885,0.902
SEIR01_sl1000_mr05_nv10_13,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_11,0.733,0.629,0.677,0.724,0.6,0.656,0.714,0.571,0.635,0.676,0.657,0.667
SEIR01_sl1000_mr0125_nv10_8,0.8,0.667,0.727,0.833,0.833,0.833,0.714,0.833,0.769,0.714,0.833,0.769
SEIR01_sl1000_mr025_nv10_9,0.911,0.872,0.891,0.907,0.83,0.867,0.907,0.83,0.867,0.894,0.894,0.894
SIR01_sl1000_mr3_nv10_19,0.5,0.433,0.464,0.812,0.433,0.565,0.824,0.467,0.596,0.538,0.467,0.5
SIR01_sl1000_mr15_nv5_14,0.812,0.591,0.684,0.833,0.682,0.75,0.833,0.682,0.75,0.739,0.773,0.756
SEIR015_sl1000_mr025_nv5_8,0.941,0.696,0.8,0.895,0.739,0.81,0.833,0.652,0.732,0.8,0.87,0.833
SIR01_sl1000_mr075_nv10_9,0.773,0.63,0.694,0.889,0.593,0.711,0.889,0.593,0.711,0.773,0.63,0.694
SIR003_sl1000_mr05_nv10_5,0.585,0.522,0.552,0.645,0.435,0.519,0.633,0.413,0.5,0.585,0.522,0.552
SIR01_sl1000_mr075_nv10_11,1,0.571,0.727,0.778,1,0.875,0.778,1,0.875,0.75,0.857,0.8
SEIR01_sl1000_mr0125_nv10_14,0.962,0.833,0.893,0.964,0.9,0.931,0.964,0.9,0.931,0.964,0.9,0.931
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_5,1,0.8,0.889,1,0.8,0.889,1,0.8,0.889,0.9,0.9,0.9
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.931,0.574,0.711,0.963,0.553,0.703,0.975,0.83,0.897
SEIR015_sl1000_mr025_nv5_13,1,0.71,0.83,0.957,0.71,0.815,0.913,0.677,0.778,0.964,0.871,0.915
SIR01_sl1000_mr15_nv10_10,0.792,0.594,0.679,0.846,0.688,0.759,0.864,0.594,0.704,0.769,0.625,0.69
SEIR015_sl1000_mr025_nv20_15,1,0.417,0.588,1,0.667,0.8,0.941,0.667,0.78,0.952,0.833,0.889
SEIR015_sl1000_mr025_nv10_2,0.976,0.732,0.837,0.902,0.661,0.763,0.914,0.571,0.703,0.889,0.857,0.873
SIR01_sl1000_mr15_nv10_12,0.8,0.5,0.615,0.765,0.542,0.634,0.846,0.458,0.595,0.722,0.542,0.619
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.5,0.375,0.429,0.6,0.375,0.462,0.6,0.375,0.462
SIR01_sl1000_mr15_nv5_20,0.818,0.529,0.643,0.929,0.765,0.839,0.867,0.765,0.812,0.833,0.882,0.857
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.727,1,0.842,0.727,1,0.842,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.955,0.7,0.808,0.955,0.7,0.808,0.906,0.967,0.935
SEIR015_sl1000_mr0125_nv10_16,0.882,0.476,0.619,0.873,0.762,0.814,0.821,0.73,0.773,0.891,0.778,0.831
SIR01_sl1000_mr3_nv10_16,0.92,0.719,0.807,0.926,0.781,0.847,0.893,0.781,0.833,0.926,0.781,0.847
SEIR01_sl1000_mr025_nv5_18,0.897,0.553,0.684,0.947,0.766,0.847,0.946,0.745,0.833,0.913,0.894,0.903
SIR01_sl1000_mr3_nv10_9,0.895,0.586,0.708,1,0.552,0.711,1,0.552,0.711,0.895,0.586,0.708
SIR003_sl1000_mr05_nv20_1,0.893,0.714,0.794,1,0.771,0.871,1,0.743,0.852,0.871,0.771,0.818
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.913,0.913,0.913,0.87,0.87,0.87,0.87,0.87,0.87
SIR003_sl1000_mr025_nv10_19,0.75,0.5,0.6,0.783,0.75,0.766,0.739,0.708,0.723,0.68,0.708,0.694
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.769,0.588,0.667,0.769,0.588,0.667,0.75,0.706,0.727
SIR003_sl1000_mr05_nv5_11,0.75,0.532,0.623,0.809,0.613,0.697,0.708,0.548,0.618,0.7,0.565,0.625
SIR003_sl1000_mr05_nv5_14,0.762,0.552,0.64,0.895,0.586,0.708,0.944,0.586,0.723,0.773,0.586,0.667
SIR003_sl1000_mr025_nv10_2,0.929,0.684,0.788,0.889,0.842,0.865,0.875,0.737,0.8,0.75,0.789,0.769
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,1,1,1,0.9,0.947,1,1,1
SEIR015_sl1000_mr05_nv10_5,1,0.636,0.778,0.875,0.636,0.737,0.8,0.727,0.762,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_2,1,0.6,0.75,1,0.88,0.936,1,0.84,0.913,0.958,0.92,0.939
SEIR01_sl1000_mr0125_nv10_4,0.9,0.75,0.818,0.909,0.833,0.87,0.9,0.75,0.818,0.826,0.792,0.809
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.538,0.636,0.583,0.538,0.636,0.583,0.467,0.636,0.538
SEIR015_sl1000_mr025_nv20_16,0.929,0.867,0.897,0.897,0.867,0.881,0.893,0.833,0.862,0.9,0.9,0.9
SIR003_sl1000_mr025_nv10_12,0.818,0.735,0.774,0.907,0.796,0.848,0.907,0.796,0.848,0.796,0.796,0.796
SIR003_sl1000_mr05_nv5_8,0.8,0.48,0.6,0.929,0.52,0.667,0.929,0.52,0.667,0.636,0.56,0.596
SIR003_sl1000_mr05_nv10_4,0.889,0.615,0.727,0.833,0.769,0.8,0.769,0.769,0.769,0.769,0.769,0.769
SIR01_sl1000_mr15_nv5_11,0.75,0.333,0.462,0.714,0.556,0.625,0.714,0.556,0.625,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_13,0.8,0.5,0.615,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SEIR01_sl1000_mr0125_nv10_2,1,0.808,0.894,1,0.962,0.98,1,0.962,0.98,1,1,1
SIR01_sl1000_mr15_nv10_14,1,0.75,0.857,0.75,0.75,0.75,0.857,0.75,0.8,0.889,1,0.941
SEIR015_sl1000_mr0125_nv10_18,1,0.5,0.667,0.778,0.7,0.737,0.875,0.7,0.778,0.889,0.8,0.842
SIR003_sl1000_mr1_nv10_6,0.769,0.667,0.714,0.955,0.7,0.808,0.952,0.667,0.784,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_5,1,0.636,0.778,1,0.636,0.778,1,0.636,0.778,1,0.636,0.778
SIR01_sl1000_mr15_nv20_19,0.932,0.804,0.863,0.911,0.804,0.854,0.932,0.804,0.863,0.898,0.863,0.88
SEIR01_sl1000_mr05_nv10_17,0.955,0.955,0.955,0.952,0.909,0.93,0.952,0.909,0.93,0.909,0.909,0.909
SIR003_sl1000_mr05_nv5_16,0.667,0.333,0.444,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.923,0.667,0.774,0.944,0.944,0.944,0.944,0.944,0.944,0.895,0.944,0.919
SEIR015_sl1000_mr025_nv10_17,0.9,0.711,0.794,0.862,0.658,0.746,0.862,0.658,0.746,0.892,0.868,0.88
SIR01_sl1000_mr15_nv10_16,1,0.286,0.444,0.75,0.857,0.8,0.857,0.857,0.857,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_18,0.818,0.711,0.761,0.871,0.711,0.783,0.871,0.711,0.783,0.811,0.789,0.8
SEIR015_sl1000_mr05_nv10_2,0.941,0.762,0.842,0.879,0.69,0.773,0.879,0.69,0.773,0.905,0.905,0.905
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.6,0.6,0.6
SEIR015_sl1000_mr05_nv10_16,1,0.659,0.794,0.923,0.878,0.9,0.972,0.854,0.909,0.975,0.951,0.963
SIR01_sl1000_mr15_nv10_7,0.767,0.66,0.71,0.875,0.7,0.778,0.85,0.68,0.756,0.739,0.68,0.708
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.857,0.545,0.667,0.857,0.545,0.667,0.727,0.727,0.727
SIR01_sl1000_mr075_nv10_1,0.87,0.702,0.777,0.898,0.772,0.83,0.88,0.772,0.822,0.828,0.842,0.835
SIR01_sl1000_mr15_nv5_6,0.812,0.565,0.667,0.857,0.522,0.649,0.857,0.522,0.649,0.765,0.565,0.65
SEIR01_sl1000_mr025_nv20_1,0.897,0.812,0.852,0.903,0.875,0.889,0.818,0.844,0.831,0.8,0.875,0.836
SEIR015_sl1000_mr025_nv20_9,0.812,0.722,0.765,0.75,0.5,0.6,0.692,0.5,0.581,0.722,0.722,0.722
SEIR01_sl1000_mr025_nv10_14,0.906,0.853,0.879,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
SIR003_sl1000_mr05_nv20_12,0.8,0.655,0.72,0.812,0.709,0.757,0.804,0.673,0.733,0.812,0.709,0.757
SEIR01_sl1000_mr0125_nv10_15,1,0.875,0.933,0.955,0.875,0.913,0.952,0.833,0.889,0.958,0.958,0.958
SEIR015_sl1000_mr025_nv10_9,1,0.875,0.933,0.98,0.893,0.935,0.962,0.893,0.926,0.964,0.964,0.964
SIR01_sl1000_mr15_nv10_4,1,0.5,0.667,0.8,0.5,0.615,0.8,0.5,0.615,0.8,0.5,0.615
SEIR015_sl1000_mr025_nv10_12,1,0.2,0.333,1,0.4,0.571,1,0.3,0.462,1,0.5,0.667
SEIR01_sl1000_mr05_nv10_7,0.921,0.761,0.833,0.925,0.804,0.86,0.902,0.804,0.851,0.86,0.804,0.831
SIR01_sl1000_mr15_nv10_18,0.807,0.667,0.73,0.911,0.739,0.816,0.909,0.725,0.806,0.791,0.768,0.779
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,1,1,1,1,1,1,1,1
SIR01_sl1000_mr075_nv10_20,0.692,0.6,0.643,0.8,0.667,0.727,0.833,0.667,0.741,0.7,0.7,0.7
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR015_sl1000_mr025_nv10_18,1,0.595,0.746,0.818,0.73,0.771,0.9,0.73,0.806,0.879,0.784,0.829
SIR01_sl1000_mr075_nv10_10,1,0.625,0.769,1,0.875,0.933,1,0.75,0.857,1,1,1
SIR003_sl1000_mr05_nv5_2,0.625,0.417,0.5,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr05_nv10_16,0.952,0.909,0.93,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr025_nv10_16,0.947,0.857,0.9,0.973,0.857,0.911,0.947,0.857,0.9,0.907,0.929,0.918
SIR01_sl1000_mr15_nv5_15,0.75,0.6,0.667,0.75,0.667,0.706,0.816,0.689,0.747,0.721,0.689,0.705
SEIR01_sl1000_mr0125_nv10_13,1,0.8,0.889,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr05_nv5_13,0.857,0.545,0.667,0.9,0.818,0.857,0.889,0.727,0.8,0.909,0.909,0.909
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.929,0.867,0.897,0.929,0.867,0.897,0.929,0.867,0.897
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr05_nv5_4,1,0.786,0.88,1,0.786,0.88,1,0.786,0.88,0.929,0.929,0.929
SIR003_sl1000_mr05_nv20_13,0.755,0.685,0.718,0.881,0.685,0.771,0.86,0.685,0.763,0.722,0.722,0.722
SEIR01_sl1000_mr0125_nv10_3,1,0.868,0.93,0.946,0.921,0.933,0.921,0.921,0.921,0.902,0.974,0.937
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,1,0.731,0.844,1,0.731,0.844,1,0.731,0.844
SEIR01_sl1000_mr025_nv5_3,0.875,0.7,0.778,0.818,0.9,0.857,0.889,0.8,0.842,0.8,0.8,0.8
SIR01_sl1000_mr3_nv10_8,1,0.5,0.667,1,0.6,0.75,1,0.6,0.75,0.875,0.7,0.778
SEIR01_sl1000_mr0125_nv10_6,0.911,0.854,0.882,0.976,0.833,0.899,0.951,0.812,0.876,0.917,0.917,0.917
SIR01_sl1000_mr075_nv10_19,0.571,0.364,0.444,0.75,0.273,0.4,0.75,0.273,0.4,0.571,0.364,0.444
SEIR01_sl1000_mr0125_nv10_10,0.923,0.889,0.906,0.918,0.833,0.874,0.918,0.833,0.874,0.926,0.926,0.926
SIR003_sl1000_mr1_nv10_13,0.4,0.333,0.364,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
SEIR01_sl1000_mr025_nv5_10,1,0.455,0.625,0.952,0.606,0.741,1,0.606,0.755,0.962,0.758,0.847
SIR003_sl1000_mr1_nv10_11,0.875,0.7,0.778,0.778,0.7,0.737,0.875,0.7,0.778,0.8,0.8,0.8
SIR003_sl1000_mr05_nv5_7,0.603,0.514,0.555,0.843,0.581,0.688,0.833,0.541,0.656,0.616,0.608,0.612
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr0125_nv10_13,0.936,0.88,0.907,0.952,0.8,0.87,0.952,0.8,0.87,0.94,0.94,0.94
SIR003_sl1000_mr1_nv10_2,0.727,0.635,0.678,0.772,0.698,0.733,0.764,0.667,0.712,0.683,0.683,0.683
SEIR01_sl1000_mr025_nv20_6,1,0.909,0.952,0.917,1,0.957,0.917,1,0.957,0.917,1,0.957
SEIR015_sl1000_mr025_nv20_14,0.952,0.909,0.93,0.9,0.818,0.857,0.857,0.818,0.837,0.955,0.955,0.955
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842
SEIR015_sl1000_mr025_nv10_19,0.933,0.737,0.824,0.882,0.789,0.833,0.882,0.789,0.833,0.944,0.895,0.919
SEIR015_sl1000_mr0125_nv10_10,1,0.526,0.69,0.875,0.737,0.8,0.867,0.684,0.765,1,0.789,0.882
SEIR015_sl1000_mr025_nv10_6,0.93,0.87,0.899,0.974,0.804,0.881,0.974,0.804,0.881,0.915,0.935,0.925
SIR01_sl1000_mr075_nv10_8,0.909,0.625,0.741,0.909,0.625,0.741,0.909,0.625,0.741,0.909,0.625,0.741
SEIR015_sl1000_mr025_nv10_4,0.972,0.795,0.875,0.921,0.795,0.854,0.919,0.773,0.84,0.872,0.932,0.901
SEIR01_sl1000_mr025_nv20_11,0.667,0.4,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl1000_mr05_nv20_19,0.758,0.676,0.714,0.862,0.676,0.758,0.839,0.703,0.765,0.737,0.757,0.747
SEIR015_sl1000_mr025_nv5_7,0.87,0.769,0.816,0.789,0.577,0.667,0.789,0.577,0.667,0.815,0.846,0.83
SEIR01_sl1000_mr05_nv10_18,0.957,0.786,0.863,0.909,0.893,0.901,0.889,0.857,0.873,0.912,0.929,0.92
SEIR01_sl1000_mr025_nv10_7,0.812,0.65,0.722,0.842,0.8,0.821,0.861,0.775,0.816,0.838,0.775,0.805
SIR01_sl1000_mr15_nv10_9,0.769,0.476,0.588,0.737,0.667,0.7,0.778,0.667,0.718,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_20,1,0.375,0.545,0.857,0.75,0.8,0.857,0.75,0.8,0.75,0.75,0.75
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SIR01_sl1000_mr15_nv20_15,0.714,0.357,0.476,0.5,0.357,0.417,0.5,0.357,0.417,0.429,0.429,0.429
SIR01_sl1000_mr15_nv5_16,0.75,0.333,0.462,0.75,0.667,0.706,0.571,0.444,0.5,0.5,0.444,0.471
SEIR01_sl1000_mr0125_nv10_17,0.857,0.5,0.632,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,0.909,0.769,0.833,0.833,0.769,0.8,0.692,0.692,0.692
SEIR01_sl1000_mr05_nv10_10,1,0.857,0.923,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_12,1,0.643,0.783,0.818,0.643,0.72,0.818,0.643,0.72,0.833,0.714,0.769
SIR003_sl1000_mr05_nv20_17,0.688,0.66,0.673,0.85,0.68,0.756,0.81,0.68,0.739,0.686,0.7,0.693
SIR003_sl1000_mr025_nv10_6,0.833,0.652,0.732,0.875,0.609,0.718,0.875,0.609,0.718,0.842,0.696,0.762
SIR01_sl1000_mr15_nv20_20,0.9,0.643,0.75,0.857,0.857,0.857,0.857,0.857,0.857,0.846,0.786,0.815
SEIR01_sl1000_mr05_nv10_12,0.938,0.776,0.849,0.909,0.862,0.885,0.923,0.828,0.873,0.911,0.879,0.895
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.85,0.567,0.68,0.81,0.567,0.667,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_2,1,0.4,0.571,0.833,0.5,0.625,0.833,0.5,0.625,0.5,0.5,0.5
SIR003_sl1000_mr1_nv10_18,0.792,0.576,0.667,0.962,0.758,0.847,0.96,0.727,0.828,0.758,0.758,0.758
SIR01_sl1000_mr15_nv10_2,0.909,0.769,0.833,1,0.692,0.818,1,0.692,0.818,1,0.769,0.87
SEIR01_sl1000_mr025_nv20_17,0.952,0.8,0.87,0.875,0.84,0.857,0.875,0.84,0.857,0.88,0.88,0.88
SIR003_sl1000_mr05_nv20_10,0.878,0.827,0.851,0.933,0.808,0.866,0.933,0.808,0.866,0.827,0.827,0.827
SIR01_sl1000_mr075_nv10_15,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv10_15,0.667,0.526,0.588,0.767,0.605,0.676,0.76,0.5,0.603,0.583,0.553,0.568
SEIR015_sl1000_mr05_nv10_7,1,0.231,0.375,0.667,0.615,0.64,0.615,0.615,0.615,0.692,0.692,0.692
SEIR015_sl1000_mr025_nv20_5,0.972,0.897,0.933,0.914,0.821,0.865,0.912,0.795,0.849,0.925,0.949,0.937
SIR01_sl1000_mr075_nv10_5,0.909,0.781,0.84,0.942,0.766,0.845,0.942,0.766,0.845,0.879,0.797,0.836
