dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.857,0.857,0.857,0.833,0.714,0.769,0.857,0.857,0.857
SIR01_sl500_mr15_nv10_19,0.824,0.519,0.636,0.833,0.556,0.667,0.842,0.593,0.696,0.75,0.667,0.706
SEIR015_sl500_mr025_nv10_1,1,0.6,0.75,0.667,0.6,0.632,0.6,0.6,0.6,0.727,0.8,0.762
SIR003_sl500_mr05_nv10_18,0.818,0.692,0.75,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_11,0,0,0,0.8,0.667,0.727,0.8,0.667,0.727,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.714,0.625,0.667,0.714,0.625,0.667,0.75,0.75,0.75
SEIR015_sl500_mr025_nv10_10,0.971,0.767,0.857,0.902,0.86,0.881,0.875,0.814,0.843,0.949,0.86,0.902
SEIR015_sl500_mr025_nv10_12,1,0.623,0.767,0.805,0.623,0.702,0.821,0.604,0.696,0.854,0.774,0.812
SIR003_sl500_mr05_nv10_16,0.75,0.5,0.6,0.778,0.583,0.667,0.8,0.667,0.727,0.615,0.667,0.64
SEIR015_sl500_mr025_nv10_13,1,0.429,0.6,0.76,0.679,0.717,0.75,0.643,0.692,0.774,0.857,0.814
SIR01_sl500_mr15_nv10_17,1,0.615,0.762,0.833,0.769,0.8,0.75,0.692,0.72,0.833,0.769,0.8
SIR01_sl500_mr15_nv10_13,0.6,0.429,0.5,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714
SEIR015_sl500_mr025_nv10_9,1,0.182,0.308,0.75,0.818,0.783,0.667,0.727,0.696,0.636,0.636,0.636
SEIR01_sl500_mr025_nv10_7,0.957,0.647,0.772,0.857,0.882,0.87,0.857,0.882,0.87,0.861,0.912,0.886
SIR003_sl500_mr05_nv10_3,0.818,0.621,0.706,0.909,0.69,0.784,0.87,0.69,0.769,0.815,0.759,0.786
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.912,0.897,0.904,0.911,0.879,0.895,0.897,0.897,0.897
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_9,0.921,0.614,0.737,0.9,0.789,0.841,0.935,0.754,0.835,0.863,0.772,0.815
SEIR015_sl500_mr025_nv10_8,0.963,0.388,0.553,0.868,0.687,0.767,0.88,0.657,0.752,0.925,0.731,0.817
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.7,0.7,0.7,0.625,0.5,0.556,0.556,0.5,0.526
SEIR015_sl500_mr025_nv10_14,1,0.556,0.714,0.889,0.889,0.889,0.889,0.889,0.889,0.8,0.889,0.842
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.786,0.688,0.733,0.793,0.719,0.754,0.719,0.719,0.719
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.786,0.733,0.759,0.733,0.733,0.733,0.688,0.733,0.71
SIR003_sl500_mr05_nv10_5,1,0.7,0.824,0.875,0.7,0.778,0.875,0.7,0.778,1,0.8,0.889
SEIR015_sl500_mr025_nv10_19,1,0.4,0.571,0.909,1,0.952,0.909,1,0.952,0.909,1,0.952
SIR01_sl500_mr15_nv10_3,1,0.632,0.774,0.833,0.789,0.811,0.882,0.789,0.833,0.75,0.789,0.769
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.667,0.667,0.667
SIR003_sl500_mr05_nv10_9,1,0.429,0.6,0.833,0.714,0.769,0.8,0.571,0.667,1,0.571,0.727
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.75,0.938,0.833,0.762,1,0.865,0.8,1,0.889
SIR003_sl500_mr05_nv10_15,1,0.632,0.774,1,0.684,0.813,0.929,0.684,0.788,0.933,0.737,0.824
SIR003_sl500_mr05_nv10_17,0.833,0.5,0.625,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_6,0.625,0.263,0.37,0.529,0.474,0.5,0.526,0.526,0.526,0.579,0.579,0.579
SIR003_sl500_mr05_nv10_4,0.938,0.577,0.714,0.857,0.692,0.766,0.85,0.654,0.739,0.85,0.654,0.739
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_15,0.913,0.724,0.808,0.849,0.776,0.811,0.881,0.638,0.74,0.897,0.897,0.897
SEIR01_sl500_mr025_nv10_11,0.818,0.529,0.643,0.722,0.765,0.743,0.722,0.765,0.743,0.722,0.765,0.743
SIR01_sl500_mr15_nv10_10,0.4,0.154,0.222,0.556,0.385,0.455,0.5,0.308,0.381,0.583,0.538,0.56
SEIR01_sl500_mr025_nv10_17,0.5,0.167,0.25,0.4,0.333,0.364,0.4,0.333,0.364,0.571,0.667,0.615
SEIR015_sl500_mr025_nv10_4,0.917,0.268,0.415,0.844,0.659,0.74,0.806,0.61,0.694,0.824,0.683,0.747
SEIR015_sl500_mr025_nv10_5,0.9,0.643,0.75,0.929,0.929,0.929,0.923,0.857,0.889,0.867,0.929,0.897
SEIR01_sl500_mr025_nv10_13,0.909,0.5,0.645,0.824,0.7,0.757,0.867,0.65,0.743,0.833,0.75,0.789
SIR003_sl500_mr05_nv10_20,0.833,0.625,0.714,0.857,0.75,0.8,0.857,0.75,0.8,0.75,0.75,0.75
SIR003_sl500_mr05_nv10_13,0.812,0.542,0.65,0.854,0.729,0.787,0.846,0.688,0.759,0.825,0.688,0.75
SIR003_sl500_mr05_nv10_2,0.893,0.735,0.806,0.862,0.735,0.794,0.871,0.794,0.831,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_19,0.739,0.567,0.642,0.731,0.633,0.679,0.729,0.583,0.648,0.698,0.617,0.655
SIR01_sl500_mr15_nv10_16,0.833,0.5,0.625,0.727,0.8,0.762,0.727,0.8,0.762,0.727,0.8,0.762
SEIR015_sl500_mr025_nv10_16,1,0.417,0.588,0.833,0.833,0.833,0.909,0.833,0.87,0.909,0.833,0.87
SEIR015_sl500_mr025_nv10_18,0.824,0.538,0.651,0.684,0.5,0.578,0.684,0.5,0.578,0.75,0.692,0.72
SEIR01_sl500_mr025_nv10_12,1,0.647,0.786,0.894,0.824,0.857,0.872,0.804,0.837,0.863,0.863,0.863
SEIR015_sl500_mr025_nv10_20,0.971,0.531,0.687,0.846,0.688,0.759,0.886,0.609,0.722,0.911,0.797,0.85
SEIR015_sl500_mr025_nv10_11,0,0,0,0.857,0.75,0.8,0.8,0.5,0.615,0.714,0.625,0.667
SIR01_sl500_mr15_nv10_6,1,0.586,0.739,0.962,0.862,0.909,1,0.862,0.926,0.931,0.931,0.931
SEIR015_sl500_mr025_nv10_17,1,0.5,0.667,0.846,0.786,0.815,0.846,0.786,0.815,0.846,0.786,0.815
,0.8469625,0.4936875,0.6106,0.79505,0.7021875,0.7403625,0.7882,0.674575,0.7205125,0.7692,0.724875,0.7416625
