dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR01_sl250_mr025_nv10_16,0.867,0.283,0.426,0.632,0.522,0.571,0.629,0.478,0.543,0.59,0.5,0.541
SEIR01_sl250_mr025_nv10_2,0.5,0.071,0.125,0.769,0.714,0.741,0.714,0.714,0.714,0.647,0.786,0.71
SEIR01_sl1000_mr0125_nv10_8,0.8,0.667,0.727,0.833,0.833,0.833,0.714,0.833,0.769,0.714,0.833,0.769
SEIR01_sl1000_mr025_nv10_9,0.911,0.872,0.891,0.907,0.83,0.867,0.907,0.83,0.867,0.894,0.894,0.894
SEIR01_sl1000_mr0125_nv10_14,0.962,0.833,0.893,0.964,0.9,0.931,0.964,0.9,0.931,0.964,0.9,0.931
SEIR01_sl1000_mr025_nv5_18,0.897,0.553,0.684,0.947,0.766,0.847,0.946,0.745,0.833,0.913,0.894,0.903
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.6,0.75,0.667,0.6,0.75,0.667,0.667,0.75,0.706
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.913,0.913,0.913,0.87,0.87,0.87,0.87,0.87,0.87
SEIR01_sl500_mr025_nv10_6,0.977,0.811,0.887,0.939,0.868,0.902,0.904,0.887,0.895,0.911,0.962,0.936
SEIR01_sl250_mr025_nv10_9,0.913,0.344,0.5,0.846,0.721,0.779,0.824,0.689,0.75,0.808,0.689,0.743
SEIR01_sl1000_mr0125_nv10_4,0.9,0.75,0.818,0.909,0.833,0.87,0.9,0.75,0.818,0.826,0.792,0.809
SEIR01_sl1000_mr0125_nv10_2,1,0.808,0.894,1,0.962,0.98,1,0.962,0.98,1,1,1
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.714,0.625,0.667,0.714,0.625,0.667,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_17,0.955,0.955,0.955,0.952,0.909,0.93,0.952,0.909,0.93,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_1,0.897,0.812,0.852,0.903,0.875,0.889,0.818,0.844,0.831,0.8,0.875,0.836
SEIR01_sl1000_mr025_nv10_14,0.906,0.853,0.879,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
SEIR01_sl1000_mr0125_nv10_15,1,0.875,0.933,0.955,0.875,0.913,0.952,0.833,0.889,0.958,0.958,0.958
SEIR01_sl1000_mr05_nv10_7,0.921,0.761,0.833,0.925,0.804,0.86,0.902,0.804,0.851,0.86,0.804,0.831
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_16,0.952,0.909,0.93,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955
SEIR01_sl1000_mr025_nv10_16,0.947,0.857,0.9,0.973,0.857,0.911,0.947,0.857,0.9,0.907,0.929,0.918
SEIR01_sl1000_mr0125_nv10_13,1,0.8,0.889,1,1,1,1,1,1,1,1,1
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl250_mr025_nv10_8,1,0.353,0.522,0.935,0.853,0.892,0.906,0.853,0.879,0.903,0.824,0.862
SEIR01_sl250_mr025_nv10_1,0.882,0.333,0.484,0.75,0.667,0.706,0.763,0.644,0.699,0.763,0.644,0.699
SEIR01_sl1000_mr0125_nv10_3,1,0.868,0.93,0.946,0.921,0.933,0.921,0.921,0.921,0.902,0.974,0.937
SEIR01_sl1000_mr025_nv5_3,0.875,0.7,0.778,0.818,0.9,0.857,0.889,0.8,0.842,0.8,0.8,0.8
SEIR01_sl1000_mr0125_nv10_6,0.911,0.854,0.882,0.976,0.833,0.899,0.951,0.812,0.876,0.917,0.917,0.917
SEIR01_sl1000_mr0125_nv10_10,0.923,0.889,0.906,0.918,0.833,0.874,0.918,0.833,0.874,0.926,0.926,0.926
SEIR01_sl1000_mr025_nv5_10,1,0.455,0.625,0.952,0.606,0.741,1,0.606,0.755,0.962,0.758,0.847
SEIR01_sl1000_mr025_nv20_6,1,0.909,0.952,0.917,1,0.957,0.917,1,0.957,0.917,1,0.957
SEIR01_sl500_mr025_nv10_7,0.957,0.647,0.772,0.857,0.882,0.87,0.857,0.882,0.87,0.861,0.912,0.886
SEIR01_sl1000_mr025_nv20_11,0.667,0.4,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr05_nv10_18,0.957,0.786,0.863,0.909,0.893,0.901,0.889,0.857,0.873,0.912,0.929,0.92
SEIR01_sl1000_mr025_nv10_7,0.812,0.65,0.722,0.842,0.8,0.821,0.861,0.775,0.816,0.838,0.775,0.805
SEIR01_sl250_mr025_nv10_4,0.857,0.429,0.571,0.857,0.857,0.857,0.8,0.857,0.828,0.857,0.857,0.857
SEIR01_sl1000_mr0125_nv10_17,0.857,0.5,0.632,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.912,0.897,0.904,0.911,0.879,0.895,0.897,0.897,0.897
SEIR01_sl1000_mr05_nv10_10,1,0.857,0.923,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SEIR01_sl1000_mr05_nv10_12,0.938,0.776,0.849,0.909,0.862,0.885,0.923,0.828,0.873,0.911,0.879,0.895
SEIR01_sl1000_mr025_nv20_17,0.952,0.8,0.87,0.875,0.84,0.857,0.875,0.84,0.857,0.88,0.88,0.88
SEIR01_sl1000_mr025_nv5_15,0.8,0.741,0.769,0.8,0.741,0.769,0.731,0.704,0.717,0.75,0.778,0.764
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.7,0.7,0.7,0.625,0.5,0.556,0.556,0.5,0.526
SEIR01_sl1000_mr025_nv5_7,1,0.7,0.824,1,1,1,1,1,1,1,1,1
SEIR01_sl1000_mr05_nv10_19,0.667,0.286,0.4,0.833,0.714,0.769,0.833,0.714,0.769,0.833,0.714,0.769
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.786,0.688,0.733,0.793,0.719,0.754,0.719,0.719,0.719
SEIR01_sl1000_mr025_nv20_20,0.957,0.71,0.815,0.885,0.742,0.807,0.821,0.742,0.78,0.871,0.871,0.871
SEIR01_sl1000_mr025_nv5_9,0.833,0.556,0.667,0.889,0.889,0.889,0.875,0.778,0.824,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv10_8,0.818,0.667,0.735,0.88,0.815,0.846,0.88,0.815,0.846,0.815,0.815,0.815
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.786,0.733,0.759,0.733,0.733,0.733,0.688,0.733,0.71
SEIR01_sl1000_mr025_nv10_1,0.958,0.821,0.885,0.96,0.857,0.906,0.923,0.857,0.889,0.929,0.929,0.929
SEIR01_sl1000_mr0125_nv10_7,1,0.897,0.946,0.973,0.923,0.947,0.973,0.923,0.947,0.949,0.949,0.949
SEIR01_sl1000_mr025_nv5_2,0.9,0.562,0.692,0.8,0.75,0.774,0.867,0.812,0.839,0.812,0.812,0.812
SEIR01_sl1000_mr025_nv10_20,0.933,0.824,0.875,0.824,0.824,0.824,0.824,0.824,0.824,0.833,0.882,0.857
SEIR01_sl1000_mr05_nv10_6,0.912,0.775,0.838,0.882,0.75,0.811,0.879,0.725,0.795,0.892,0.825,0.857
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,0.917,0.917,0.917,0.9,0.75,0.818,1,0.917,0.957
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.667,0.667,0.667
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr025_nv20_3,0.875,0.667,0.757,0.833,0.952,0.889,0.864,0.905,0.884,0.909,0.952,0.93
SEIR01_sl1000_mr025_nv5_5,0.783,0.706,0.742,0.909,0.588,0.714,0.879,0.569,0.69,0.755,0.784,0.769
SEIR01_sl250_mr025_nv10_18,1,0.344,0.512,0.774,0.75,0.762,0.733,0.688,0.71,0.758,0.781,0.769
SEIR01_sl1000_mr025_nv20_15,0.952,0.87,0.909,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,0.857,0.667,0.75,0.857,0.667,0.75,0.667,0.667,0.667
SEIR01_sl1000_mr05_nv10_15,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_4,0.977,0.827,0.896,0.958,0.885,0.92,0.957,0.846,0.898,0.962,0.962,0.962
SEIR01_sl1000_mr025_nv20_16,1,0.286,0.444,0.667,0.857,0.75,0.545,0.857,0.667,0.667,0.857,0.75
SEIR01_sl250_mr025_nv10_7,0.8,0.286,0.421,0.75,0.857,0.8,0.706,0.857,0.774,0.75,0.857,0.8
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.75,0.938,0.833,0.762,1,0.865,0.8,1,0.889
SEIR01_sl1000_mr0125_nv10_16,1,0.571,0.727,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr0125_nv10_1,1,0.667,0.8,0.857,0.667,0.75,0.857,0.667,0.75,0.812,0.722,0.765
SEIR01_sl250_mr025_nv10_6,0.8,0.182,0.296,0.609,0.636,0.622,0.652,0.682,0.667,0.652,0.682,0.667
SEIR01_sl250_mr025_nv10_3,1,0.556,0.714,0.76,0.704,0.731,0.741,0.741,0.741,0.786,0.815,0.8
SEIR01_sl1000_mr025_nv5_1,0.857,0.732,0.789,0.906,0.707,0.795,0.906,0.707,0.795,0.805,0.805,0.805
SEIR01_sl250_mr025_nv10_13,0,0,0,0.333,0.333,0.333,0.333,0.333,0.333,0.4,0.333,0.364
SEIR01_sl250_mr025_nv10_15,0,0,0,0.75,0.857,0.8,0.667,0.857,0.75,0.625,0.714,0.667
SEIR01_sl1000_mr0125_nv10_18,0.949,0.822,0.881,0.927,0.844,0.884,0.927,0.844,0.884,0.891,0.911,0.901
SEIR01_sl1000_mr025_nv20_9,1,0.833,0.909,0.923,1,0.96,1,1,1,0.923,1,0.96
SEIR01_sl250_mr025_nv10_12,0.952,0.465,0.625,0.783,0.837,0.809,0.75,0.837,0.791,0.822,0.86,0.841
SEIR01_sl1000_mr025_nv20_7,0.933,0.824,0.875,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
SEIR01_sl1000_mr025_nv10_12,0.714,0.625,0.667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_18,0.957,0.846,0.898,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv20_14,0.889,0.615,0.727,0.846,0.846,0.846,0.846,0.846,0.846,0.923,0.923,0.923
SEIR01_sl1000_mr025_nv20_5,1,0.758,0.862,0.871,0.818,0.844,0.875,0.848,0.862,0.824,0.848,0.836
SEIR01_sl1000_mr0125_nv10_5,0.95,0.809,0.874,0.956,0.915,0.935,0.953,0.872,0.911,0.911,0.872,0.891
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.8,0.889,0.842,0.8,0.889,0.842,0.8,0.889,0.842
SEIR01_sl1000_mr0125_nv10_11,1,0.846,0.917,0.929,1,0.963,0.929,1,0.963,0.857,0.923,0.889
SEIR01_sl1000_mr05_nv10_1,0.909,0.769,0.833,0.909,0.769,0.833,0.909,0.769,0.833,0.923,0.923,0.923
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr05_nv10_9,1,0.885,0.939,0.958,0.885,0.92,0.96,0.923,0.941,0.962,0.962,0.962
SEIR01_sl1000_mr025_nv5_16,1,0.667,0.8,1,0.889,0.941,1,0.778,0.875,1,0.944,0.971
SEIR01_sl1000_mr05_nv10_8,1,0.875,0.933,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_5,0.938,0.833,0.882,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl250_mr025_nv10_14,0.875,0.457,0.6,0.789,0.652,0.714,0.714,0.543,0.617,0.721,0.674,0.697
SEIR01_sl1000_mr025_nv10_5,0.952,0.909,0.93,0.95,0.864,0.905,0.95,0.864,0.905,0.953,0.932,0.943
SEIR01_sl1000_mr025_nv5_11,0.917,0.579,0.71,0.938,0.789,0.857,0.938,0.789,0.857,0.938,0.789,0.857
SEIR01_sl1000_mr05_nv10_3,0.944,0.68,0.791,0.913,0.84,0.875,0.875,0.84,0.857,0.885,0.92,0.902
SEIR01_sl500_mr025_nv10_11,0.818,0.529,0.643,0.722,0.765,0.743,0.722,0.765,0.743,0.722,0.765,0.743
SEIR01_sl1000_mr0125_nv10_20,0.95,0.76,0.844,0.923,0.96,0.941,0.885,0.92,0.902,0.92,0.92,0.92
SEIR01_sl1000_mr025_nv5_17,0.889,0.727,0.8,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl500_mr025_nv10_17,0.5,0.167,0.25,0.4,0.333,0.364,0.4,0.333,0.364,0.571,0.667,0.615
SEIR01_sl1000_mr025_nv10_19,0.9,0.763,0.826,0.887,0.797,0.839,0.87,0.797,0.832,0.847,0.847,0.847
SEIR01_sl1000_mr025_nv10_3,0.884,0.776,0.826,0.915,0.878,0.896,0.896,0.878,0.887,0.898,0.898,0.898
SEIR01_sl1000_mr05_nv10_4,1,0.545,0.706,0.818,0.818,0.818,0.818,0.818,0.818,0.692,0.818,0.75
SEIR01_sl1000_mr025_nv5_4,0.8,0.72,0.758,0.881,0.74,0.804,0.925,0.74,0.822,0.776,0.76,0.768
SEIR01_sl1000_mr025_nv5_19,0.965,0.948,0.957,0.965,0.948,0.957,0.965,0.948,0.957,0.966,0.966,0.966
SEIR01_sl500_mr025_nv10_13,0.909,0.5,0.645,0.824,0.7,0.757,0.867,0.65,0.743,0.833,0.75,0.789
SEIR01_sl1000_mr0125_nv10_19,0.957,0.733,0.83,0.964,0.9,0.931,0.926,0.833,0.877,0.929,0.867,0.897
SEIR01_sl1000_mr025_nv20_19,0.941,0.906,0.923,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SEIR01_sl250_mr025_nv10_10,1,0.353,0.522,0.737,0.824,0.778,0.714,0.882,0.789,0.737,0.824,0.778
SEIR01_sl1000_mr025_nv20_2,0.972,0.833,0.897,0.907,0.929,0.918,0.907,0.929,0.918,0.907,0.929,0.918
SEIR01_sl1000_mr025_nv10_2,0.947,0.818,0.878,0.909,0.909,0.909,0.875,0.955,0.913,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_10,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr05_nv10_2,1,0.875,0.933,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SEIR01_sl1000_mr025_nv5_12,0.909,0.526,0.667,0.875,0.737,0.8,0.824,0.737,0.778,0.882,0.789,0.833
SEIR01_sl500_mr025_nv10_12,1,0.647,0.786,0.894,0.824,0.857,0.872,0.804,0.837,0.863,0.863,0.863
SEIR01_sl250_mr025_nv10_11,0.667,0.25,0.364,0.688,0.688,0.688,0.667,0.625,0.645,0.625,0.625,0.625
SEIR01_sl1000_mr025_nv20_12,1,0.722,0.839,0.9,1,0.947,0.944,0.944,0.944,0.85,0.944,0.895
SEIR01_sl1000_mr05_nv10_11,0.92,0.719,0.807,0.848,0.875,0.862,0.871,0.844,0.857,0.875,0.875,0.875
,0.892135714285714,0.644442857142857,0.729985714285714,0.85015,0.807978571428571,0.824128571428571,0.842107142857143,0.7951,0.812871428571428,0.8303,0.828242857142857,0.825992857142857
