dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl250_mr05_nv10_19,1,0.08,0.148,0.5,0.2,0.286,0.444,0.16,0.235,0.444,0.16,0.235
SIR003_sl1000_mr025_nv10_12,0.818,0.735,0.774,0.907,0.796,0.848,0.907,0.796,0.848,0.796,0.796,0.796
SIR003_sl1000_mr05_nv5_8,0.8,0.48,0.6,0.929,0.52,0.667,0.929,0.52,0.667,0.636,0.56,0.596
SIR003_sl1000_mr05_nv10_4,0.889,0.615,0.727,0.833,0.769,0.8,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_18,0.818,0.692,0.75,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SIR003_sl500_mr05_nv10_11,0,0,0,0.8,0.667,0.727,0.8,0.667,0.727,0.667,0.667,0.667
SIR003_sl1000_mr1_nv10_6,0.769,0.667,0.714,0.955,0.7,0.808,0.952,0.667,0.784,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_5,1,0.636,0.778,1,0.636,0.778,1,0.636,0.778,1,0.636,0.778
SIR003_sl1000_mr05_nv5_16,0.667,0.333,0.444,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr05_nv20_18,0.818,0.711,0.761,0.871,0.711,0.783,0.871,0.711,0.783,0.811,0.789,0.8
SIR003_sl1000_mr1_nv10_10,0.75,0.545,0.632,0.857,0.545,0.667,0.857,0.545,0.667,0.727,0.727,0.727
SIR003_sl1000_mr05_nv20_12,0.8,0.655,0.72,0.812,0.709,0.757,0.804,0.673,0.733,0.812,0.709,0.757
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,1,1,1,1,1,1,1,1,1
SIR003_sl1000_mr05_nv5_2,0.625,0.417,0.5,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl250_mr05_nv10_14,0.833,0.625,0.714,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl1000_mr05_nv5_13,0.857,0.545,0.667,0.9,0.818,0.857,0.889,0.727,0.8,0.909,0.909,0.909
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.929,0.867,0.897,0.929,0.867,0.897,0.929,0.867,0.897
SIR003_sl500_mr05_nv10_16,0.75,0.5,0.6,0.778,0.583,0.667,0.8,0.667,0.727,0.615,0.667,0.64
SIR003_sl1000_mr05_nv5_4,1,0.786,0.88,1,0.786,0.88,1,0.786,0.88,0.929,0.929,0.929
SIR003_sl1000_mr05_nv20_13,0.755,0.685,0.718,0.881,0.685,0.771,0.86,0.685,0.763,0.722,0.722,0.722
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,1,0.731,0.844,1,0.731,0.844,1,0.731,0.844
SIR003_sl1000_mr1_nv10_13,0.4,0.333,0.364,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
SIR003_sl1000_mr1_nv10_11,0.875,0.7,0.778,0.778,0.7,0.737,0.875,0.7,0.778,0.8,0.8,0.8
SIR003_sl1000_mr05_nv5_7,0.603,0.514,0.555,0.843,0.581,0.688,0.833,0.541,0.656,0.616,0.608,0.612
SIR003_sl1000_mr1_nv10_2,0.727,0.635,0.678,0.772,0.698,0.733,0.764,0.667,0.712,0.683,0.683,0.683
SIR003_sl1000_mr05_nv20_19,0.758,0.676,0.714,0.862,0.676,0.758,0.839,0.703,0.765,0.737,0.757,0.747
SIR003_sl500_mr05_nv10_3,0.818,0.621,0.706,0.909,0.69,0.784,0.87,0.69,0.769,0.815,0.759,0.786
SIR003_sl1000_mr025_nv10_10,0.8,0.615,0.696,0.909,0.769,0.833,0.833,0.769,0.8,0.692,0.692,0.692
SIR003_sl1000_mr05_nv20_17,0.688,0.66,0.673,0.85,0.68,0.756,0.81,0.68,0.739,0.686,0.7,0.693
SIR003_sl1000_mr025_nv10_6,0.833,0.652,0.732,0.875,0.609,0.718,0.875,0.609,0.718,0.842,0.696,0.762
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.85,0.567,0.68,0.81,0.567,0.667,0.6,0.6,0.6
SIR003_sl1000_mr1_nv10_18,0.792,0.576,0.667,0.962,0.758,0.847,0.96,0.727,0.828,0.758,0.758,0.758
SIR003_sl1000_mr05_nv20_10,0.878,0.827,0.851,0.933,0.808,0.866,0.933,0.808,0.866,0.827,0.827,0.827
SIR003_sl250_mr05_nv10_1,0.857,0.375,0.522,0.739,0.531,0.618,0.739,0.531,0.618,0.708,0.531,0.607
SIR003_sl250_mr05_nv10_3,0.9,0.409,0.563,0.81,0.773,0.791,0.8,0.727,0.762,0.818,0.818,0.818
SIR003_sl1000_mr05_nv20_20,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl250_mr05_nv10_12,1,0.385,0.556,0.692,0.692,0.692,0.692,0.692,0.692,0.6,0.692,0.643
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.75,0.643,0.692,0.818,0.643,0.72,0.714,0.714,0.714
SIR003_sl1000_mr1_nv10_3,0.833,0.652,0.732,0.833,0.87,0.851,0.826,0.826,0.826,0.826,0.826,0.826
SIR003_sl250_mr05_nv10_20,0.737,0.341,0.467,0.697,0.561,0.622,0.69,0.488,0.571,0.656,0.512,0.575
SIR003_sl1000_mr05_nv20_6,0.833,0.714,0.769,0.8,0.857,0.828,0.846,0.786,0.815,0.857,0.857,0.857
SIR003_sl1000_mr05_nv10_18,0.923,0.522,0.667,0.85,0.739,0.791,0.85,0.739,0.791,0.739,0.739,0.739
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl1000_mr1_nv10_16,0.818,0.45,0.581,0.769,0.5,0.606,0.769,0.5,0.606,0.7,0.7,0.7
SIR003_sl1000_mr025_nv10_4,0.84,0.677,0.75,0.885,0.742,0.807,0.885,0.742,0.807,0.781,0.806,0.794
SIR003_sl500_mr05_nv10_5,1,0.7,0.824,0.875,0.7,0.778,0.875,0.7,0.778,1,0.8,0.889
SIR003_sl1000_mr05_nv20_2,0.865,0.653,0.744,0.81,0.694,0.747,0.791,0.694,0.739,0.729,0.714,0.722
SIR003_sl1000_mr1_nv10_17,0.952,0.625,0.755,0.917,0.688,0.786,0.952,0.625,0.755,0.913,0.656,0.764
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SIR003_sl1000_mr1_nv10_8,0.774,0.686,0.727,0.897,0.743,0.812,0.897,0.743,0.812,0.771,0.771,0.771
SIR003_sl250_mr05_nv10_6,0.929,0.394,0.553,0.913,0.636,0.75,0.857,0.545,0.667,0.875,0.636,0.737
SIR003_sl1000_mr1_nv10_4,0.852,0.793,0.821,0.923,0.828,0.873,0.923,0.828,0.873,0.828,0.828,0.828
SIR003_sl500_mr05_nv10_9,1,0.429,0.6,0.833,0.714,0.769,0.8,0.571,0.667,1,0.571,0.727
SIR003_sl250_mr05_nv10_13,0,0,0,0,0,0,0,0,0,0.25,0.143,0.182
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr1_nv10_12,0.722,0.481,0.578,0.727,0.593,0.653,0.727,0.593,0.653,0.692,0.667,0.679
SIR003_sl1000_mr05_nv10_9,0.75,0.5,0.6,0.882,0.5,0.638,0.875,0.467,0.609,0.714,0.5,0.588
SIR003_sl1000_mr05_nv20_5,0.842,0.667,0.744,0.842,0.667,0.744,0.842,0.667,0.744,0.739,0.708,0.723
SIR003_sl1000_mr05_nv5_10,0.838,0.756,0.795,0.909,0.732,0.811,0.906,0.707,0.795,0.821,0.78,0.8
SIR003_sl1000_mr1_nv10_1,0.8,0.706,0.75,0.867,0.765,0.812,0.75,0.706,0.727,0.778,0.824,0.8
SIR003_sl500_mr05_nv10_15,1,0.632,0.774,1,0.684,0.813,0.929,0.684,0.788,0.933,0.737,0.824
SIR003_sl250_mr05_nv10_17,0.857,0.267,0.407,0.744,0.644,0.69,0.711,0.6,0.651,0.65,0.578,0.612
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.929,0.684,0.788,0.933,0.737,0.824,0.867,0.684,0.765
SIR003_sl500_mr05_nv10_17,0.833,0.5,0.625,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR003_sl250_mr05_nv10_15,1,0.5,0.667,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl250_mr05_nv10_2,1,0.429,0.6,0.923,0.857,0.889,0.833,0.714,0.769,0.917,0.786,0.846
SIR003_sl1000_mr05_nv10_16,0.857,0.72,0.783,0.895,0.68,0.773,0.882,0.6,0.714,0.64,0.64,0.64
SIR003_sl250_mr05_nv10_9,1,0.111,0.2,0.556,0.556,0.556,0.6,0.667,0.632,0.556,0.556,0.556
SIR003_sl1000_mr025_nv10_17,0.889,0.696,0.78,0.857,0.783,0.818,0.9,0.783,0.837,0.864,0.826,0.844
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SIR003_sl1000_mr05_nv20_9,0.853,0.725,0.784,0.838,0.775,0.805,0.838,0.775,0.805,0.821,0.8,0.81
SIR003_sl1000_mr1_nv10_7,0.714,0.625,0.667,1,0.625,0.769,1,0.625,0.769,0.75,0.75,0.75
SIR003_sl1000_mr05_nv10_6,0.857,0.571,0.686,0.737,0.667,0.7,0.778,0.667,0.718,0.7,0.667,0.683
SIR003_sl1000_mr05_nv10_15,0.917,0.846,0.88,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SIR003_sl1000_mr05_nv10_1,0.818,0.529,0.643,0.846,0.647,0.733,0.846,0.647,0.733,0.8,0.706,0.75
SIR003_sl500_mr05_nv10_4,0.938,0.577,0.714,0.857,0.692,0.766,0.85,0.654,0.739,0.85,0.654,0.739
SIR003_sl1000_mr025_nv10_9,0.682,0.536,0.6,0.85,0.607,0.708,0.842,0.571,0.681,0.667,0.643,0.655
SIR003_sl1000_mr05_nv10_8,0.805,0.717,0.759,0.872,0.739,0.8,0.833,0.761,0.795,0.773,0.739,0.756
SIR003_sl1000_mr1_nv10_15,0.667,0.545,0.6,0.667,0.727,0.696,0.667,0.727,0.696,0.667,0.727,0.696
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SIR003_sl250_mr05_nv10_18,0.75,0.222,0.343,0.625,0.37,0.465,0.556,0.37,0.444,0.526,0.37,0.435
SIR003_sl1000_mr05_nv10_12,0.824,0.764,0.792,0.898,0.8,0.846,0.896,0.782,0.835,0.815,0.8,0.807
SIR003_sl1000_mr05_nv5_15,0.891,0.661,0.759,0.873,0.774,0.821,0.887,0.758,0.817,0.812,0.839,0.825
SIR003_sl1000_mr025_nv10_16,0.667,0.471,0.552,0.8,0.706,0.75,0.8,0.706,0.75,0.688,0.647,0.667
SIR003_sl250_mr05_nv10_7,0.786,0.239,0.367,0.613,0.413,0.494,0.567,0.37,0.447,0.533,0.348,0.421
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv5_3,0.8,0.5,0.615,0.714,0.625,0.667,0.833,0.625,0.714,0.714,0.625,0.667
SIR003_sl1000_mr025_nv10_15,0.737,0.583,0.651,0.778,0.583,0.667,0.778,0.583,0.667,0.72,0.75,0.735
SIR003_sl1000_mr05_nv20_7,0.889,0.667,0.762,0.889,0.667,0.762,1,0.667,0.8,0.769,0.833,0.8
SIR003_sl1000_mr05_nv10_20,0.5,0.333,0.4,0.75,0.333,0.462,0.75,0.333,0.462,0.571,0.444,0.5
SIR003_sl1000_mr1_nv10_14,0.788,0.722,0.754,0.9,0.75,0.818,0.867,0.722,0.788,0.778,0.778,0.778
SIR003_sl1000_mr1_nv10_19,0.76,0.594,0.667,0.854,0.641,0.732,0.851,0.625,0.721,0.714,0.625,0.667
SIR003_sl1000_mr05_nv20_8,0.762,0.593,0.667,0.708,0.63,0.667,0.708,0.63,0.667,0.692,0.667,0.679
SIR003_sl500_mr05_nv10_20,0.833,0.625,0.714,0.857,0.75,0.8,0.857,0.75,0.8,0.75,0.75,0.75
SIR003_sl1000_mr05_nv10_19,0.857,0.649,0.738,0.833,0.811,0.822,0.853,0.784,0.817,0.757,0.757,0.757
SIR003_sl500_mr05_nv10_13,0.812,0.542,0.65,0.854,0.729,0.787,0.846,0.688,0.759,0.825,0.688,0.75
SIR003_sl1000_mr05_nv20_16,0.811,0.698,0.75,0.912,0.721,0.805,0.861,0.721,0.785,0.705,0.721,0.713
SIR003_sl500_mr05_nv10_2,0.893,0.735,0.806,0.862,0.735,0.794,0.871,0.794,0.831,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_19,0.739,0.567,0.642,0.731,0.633,0.679,0.729,0.583,0.648,0.698,0.617,0.655
SIR003_sl1000_mr05_nv5_1,0.68,0.486,0.567,0.833,0.714,0.769,0.774,0.686,0.727,0.649,0.686,0.667
SIR003_sl1000_mr05_nv20_14,1,0.9,0.947,0.909,1,0.952,1,0.9,0.947,1,1,1
SIR003_sl1000_mr025_nv10_14,1,0.667,0.8,0.857,0.8,0.828,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl250_mr05_nv10_5,0.833,0.455,0.588,0.684,0.591,0.634,0.688,0.5,0.579,0.667,0.545,0.6
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714
,0.811192857142857,0.554492857142857,0.64455,0.821114285714286,0.67425,0.734278571428572,0.81525,0.657507142857143,0.722078571428571,0.754528571428571,0.691428571428572,0.716871428571429
