dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl1000_mr025_nv10_15,0.737,0.583,0.651,0.778,0.583,0.667,0.778,0.583,0.667,0.72,0.75,0.735
SEIR01_sl1000_mr05_nv10_4,1,0.545,0.706,0.818,0.818,0.818,0.818,0.818,0.818,0.692,0.818,0.75
SEIR015_sl1000_mr025_nv10_14,0.895,0.68,0.773,0.731,0.76,0.745,0.76,0.76,0.76,0.724,0.84,0.778
SEIR015_sl1000_mr0125_nv10_5,0.957,0.882,0.918,0.895,0.333,0.486,0.85,0.333,0.479,0.939,0.902,0.92
SEIR015_sl500_mr025_nv10_4,0.917,0.268,0.415,0.844,0.659,0.74,0.806,0.61,0.694,0.824,0.683,0.747
SEIR015_sl1000_mr05_nv10_20,0.9,0.439,0.59,0.611,0.268,0.373,0.833,0.244,0.377,0.92,0.561,0.697
SIR003_sl1000_mr05_nv10_20,0.5,0.333,0.4,0.75,0.333,0.462,0.75,0.333,0.462,0.571,0.444,0.5
SIR003_sl1000_mr1_nv10_14,0.788,0.722,0.754,0.9,0.75,0.818,0.867,0.722,0.788,0.778,0.778,0.778
SEIR015_sl500_mr025_nv10_5,0.9,0.643,0.75,0.929,0.929,0.929,0.923,0.857,0.889,0.867,0.929,0.897
SEIR015_sl1000_mr05_nv10_8,1,0.75,0.857,0.897,0.722,0.8,0.897,0.722,0.8,0.838,0.861,0.849
SIR01_sl1000_mr15_nv10_1,0.85,0.54,0.66,0.826,0.603,0.697,0.818,0.571,0.673,0.818,0.571,0.673
SIR003_sl1000_mr1_nv10_19,0.76,0.594,0.667,0.854,0.641,0.732,0.851,0.625,0.721,0.714,0.625,0.667
SEIR01_sl500_mr025_nv10_13,0.909,0.5,0.645,0.824,0.7,0.757,0.867,0.65,0.743,0.833,0.75,0.789
SEIR01_sl1000_mr0125_nv10_19,0.957,0.733,0.83,0.964,0.9,0.931,0.926,0.833,0.877,0.929,0.867,0.897
SIR003_sl500_mr05_nv10_20,0.833,0.625,0.714,0.857,0.75,0.8,0.857,0.75,0.8,0.75,0.75,0.75
SIR003_sl1000_mr05_nv10_19,0.857,0.649,0.738,0.833,0.811,0.822,0.853,0.784,0.817,0.757,0.757,0.757
SIR003_sl500_mr05_nv10_13,0.812,0.542,0.65,0.854,0.729,0.787,0.846,0.688,0.759,0.825,0.688,0.75
SIR01_sl250_mr15_nv10_12,1,0.316,0.48,0.75,0.632,0.686,0.684,0.684,0.684,0.722,0.684,0.703
SEIR01_sl250_mr025_nv10_10,1,0.353,0.522,0.737,0.824,0.778,0.714,0.882,0.789,0.737,0.824,0.778
SIR01_sl1000_mr15_nv10_3,0.894,0.712,0.792,0.902,0.78,0.836,0.902,0.78,0.836,0.87,0.797,0.832
SEIR01_sl1000_mr025_nv10_2,0.947,0.818,0.878,0.909,0.909,0.909,0.875,0.955,0.913,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_10,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl500_mr05_nv10_2,0.893,0.735,0.806,0.862,0.735,0.794,0.871,0.794,0.831,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_19,0.739,0.567,0.642,0.731,0.633,0.679,0.729,0.583,0.648,0.698,0.617,0.655
SIR01_sl500_mr15_nv10_16,0.833,0.5,0.625,0.727,0.8,0.762,0.727,0.8,0.762,0.727,0.8,0.762
SEIR01_sl1000_mr05_nv10_2,1,0.875,0.933,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SIR01_sl1000_mr3_nv10_11,0.923,0.632,0.75,0.952,0.702,0.808,0.929,0.684,0.788,0.884,0.667,0.76
SIR01_sl250_mr15_nv10_4,0.667,0.333,0.444,0.667,0.5,0.571,0.667,0.5,0.571,0.7,0.583,0.636
SEIR015_sl250_mr025_nv10_8,0.938,0.556,0.698,0.864,0.704,0.776,0.864,0.704,0.776,0.818,0.667,0.735
SIR003_sl1000_mr025_nv10_14,1,0.667,0.8,0.857,0.8,0.828,0.867,0.867,0.867,0.867,0.867,0.867
SEIR015_sl500_mr025_nv10_16,1,0.417,0.588,0.833,0.833,0.833,0.909,0.833,0.87,0.909,0.833,0.87
SIR01_sl1000_mr3_nv10_7,0.714,0.652,0.682,0.812,0.565,0.667,0.812,0.565,0.667,0.714,0.652,0.682
SEIR015_sl500_mr025_nv10_18,0.824,0.538,0.651,0.684,0.5,0.578,0.684,0.5,0.578,0.75,0.692,0.72
SEIR01_sl500_mr025_nv10_12,1,0.647,0.786,0.894,0.824,0.857,0.872,0.804,0.837,0.863,0.863,0.863
SEIR015_sl500_mr025_nv10_20,0.971,0.531,0.687,0.846,0.688,0.759,0.886,0.609,0.722,0.911,0.797,0.85
SEIR015_sl500_mr025_nv10_11,0,0,0,0.857,0.75,0.8,0.8,0.5,0.615,0.714,0.625,0.667
SEIR01_sl250_mr025_nv10_11,0.667,0.25,0.364,0.688,0.688,0.688,0.667,0.625,0.645,0.625,0.625,0.625
SIR003_sl250_mr05_nv10_5,0.833,0.455,0.588,0.684,0.591,0.634,0.688,0.5,0.579,0.667,0.545,0.6
SIR01_sl500_mr15_nv10_6,1,0.586,0.739,0.962,0.862,0.909,1,0.862,0.926,0.931,0.931,0.931
SEIR015_sl500_mr025_nv10_17,1,0.5,0.667,0.846,0.786,0.815,0.846,0.786,0.815,0.846,0.786,0.815
SIR003_sl1000_mr1_nv10_5,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714,1,0.556,0.714
SEIR01_sl1000_mr05_nv10_11,0.92,0.719,0.807,0.848,0.875,0.862,0.871,0.844,0.857,0.875,0.875,0.875
,0.8656275,0.54308,0.644865,0.8143475,0.6953075,0.742625,0.8103075,0.6781425,0.729675000000001,0.786575000000001,0.734235,0.753492500000001
